Name,Drb,Fouled,Off,Disp,UnsTch,League
Adrien Thomasson,0.6,1.2,0.2,1.3,2,Ligue_1
Gaëtan Charbonnier,0.9,0.6,0.3,0.8,1.4,Ligue_1
Kelyan Guessoum,0.1,0.9,-,0.1,0.2,Ligue_1
Adama Soumaoro,-,0.3,-,-,-,Ligue_1
Haris Belkebla,0.7,0.9,-,0.7,1,Ligue_1
Gerzino Nyamsi,0.4,-,-,0.4,0.6,Ligue_1
Vincent Le Goff,0.5,0.5,-,0.4,0.8,Ligue_1
Benjamin Lecomte,-,0.1,-,-,-,Ligue_1
Faitout Maouassa,0.8,0.8,-,0.5,1.2,Ligue_1
Adrián Cubas,0.4,0.6,-,0.9,0.9,Ligue_1
Luis Henrique,0.7,0.3,0.4,0.2,0.7,Ligue_1
Yannick Cahuzac,0.1,0.7,0.1,0.2,0.6,Ligue_1
Loris Benito,0.1,0.5,0.1,0.3,0.4,Ligue_1
Nicolas de Preville,1,1.4,0.1,1.5,1.9,Ligue_1
Colin Dagba,0.3,0.4,0.1,0.5,0.6,Ligue_1
Anthony Racioppi,-,0.1,-,-,-,Ligue_1
Jerome Hergault,0.5,1.2,0.2,0.6,1,Ligue_1
Mounir Chouiar,2,1.1,0.1,1.8,1.7,Ligue_1
Eiji Kawashima,-,-,-,-,0.1,Ligue_1
Éric Ebimbe,2,1.2,0.1,1.1,2.7,Ligue_1
Abdoulaye Touré,0.7,1,-,0.6,1,Ligue_1
Stevan Jovetic,0.5,0.5,0.1,0.4,0.8,Ligue_1
Erwan Belhadji,1,1,-,-,1,Ligue_1
Yehvann Diouf,-,0.5,-,-,-,Ligue_1
Jean-Kevin Duverne,0.7,0.6,-,0.4,0.4,Ligue_1
Fabien Lemoine,0.3,0.7,-,0.4,0.6,Ligue_1
Jean Lucas,1.7,1.4,-,0.9,1.4,Ligue_1
Anthony Briancon,0.1,0.6,0.1,-,0.2,Ligue_1
Quentin Boisgard,1,0.7,0.1,1.4,1.7,Ligue_1
Moreto Cassamã,0.9,0.9,-,0.4,1.1,Ligue_1
Rayan Cherki,1.8,0.7,-,0.6,0.9,Ligue_1
Julien Faussurier,0.3,0.3,0.1,0.2,0.8,Ligue_1
Vincent Manceau,0.4,0.6,-,0.1,0.6,Ligue_1
Jean-Louis Leca,-,0.3,-,-,-,Ligue_1
Romain Del Castillo,0.7,0.5,0.1,0.5,1.1,Ligue_1
Sofiane Alakouch,0.8,1.2,-,0.8,1.2,Ligue_1
Sada Thioub,1.3,0.9,-,1.5,1.6,Ligue_1
Clement Michelin,0.2,0.5,0.2,0.2,0.4,Ligue_1
Sékou Mara,0.4,0.5,0.1,0.1,1.5,Ligue_1
Kévin Denkey,0.5,1,0.2,0.9,1.8,Ligue_1
Henry Onyekuru,1,0.8,0.5,0.5,1,Ligue_1
Khéphren Thuram,0.8,0.3,-,0.3,0.6,Ligue_1
Jean Michael Seri,1.3,1,-,0.3,1.2,Ligue_1
Mathias Pereira Lage,0.6,0.5,0.1,0.6,1.3,Ligue_1
Mattia De Sciglio,0.4,0.3,-,0.1,0.6,Ligue_1
Senou Coulibaly,0.3,0.7,-,0.4,0.4,Ligue_1
Mama Baldé,0.7,1.4,0.6,1.9,3.2,Ligue_1
Saidou Sow,0.2,0.3,-,0.2,0.3,Ligue_1
Didier Ndong,0.8,0.6,-,0.6,1.3,Ligue_1
Josh Maja,0.4,0.7,0.1,0.7,1.1,Ligue_1
Victorien Angban,0.8,1,-,1.2,0.9,Ligue_1
Saif-Eddine Khaoui,0.5,0.5,0.1,0.4,0.9,Ligue_1
Jordan Ferri,0.5,1,-,0.8,1.1,Ligue_1
Arthur Zagre,1,0.3,-,1,0.3,Ligue_1
Ibrahim Amadou,0.4,0.2,-,0.7,0.6,Ligue_1
Abdoulaye Bamba,0.3,0.4,-,0.2,0.8,Ligue_1
Hugo Magnetti,0.7,0.7,-,0.2,0.7,Ligue_1
Stéphane Bahoken,0.5,1,0.6,1.1,2.3,Ligue_1
Haris Duljevic,1.6,0.6,0.1,0.9,1.2,Ligue_1
Batista Mendy,1,0.5,-,0.5,0.5,Ligue_1
Kenny Tete,-,-,-,-,-,Ligue_1
Sidy Sarr,0.3,0.6,0.1,0.2,0.4,Ligue_1
Irvin Cardona,0.3,0.4,0.4,0.5,1.9,Ligue_1
Moussa Koné,0.8,1.2,0.5,0.9,2,Ligue_1
Robson Bambu,0.2,0.6,0.1,0.3,0.6,Ligue_1
Lionel Carole,0.2,0.7,-,0.3,0.6,Ligue_1
Fodé Doucouré,0.7,0.1,-,0.1,0.6,Ligue_1
Tiago Djaló,0.4,0.5,0.1,0.1,0.5,Ligue_1
Paul Bernardoni,-,0.3,-,-,-,Ligue_1
Fouad Chafik,0.7,1.1,-,0.5,0.8,Ligue_1
Papa Ndiaga Yade,0.8,0.3,-,0.8,1.5,Ligue_1
Jérémy Morel,0.2,0.6,-,0.4,0.3,Ligue_1
Jessy Moulin,-,0.1,-,-,0.1,Ligue_1
Andy Pelmard,0.5,0.3,-,0.3,0.8,Ligue_1
Mehdi Chahiri,1.2,0.4,0.1,1,1.4,Ligue_1
Nemanja Radonjic,0.8,0.3,0.2,1.3,1.2,Ligue_1
Ryad Boudebouz,1,0.6,-,0.6,1.1,Ligue_1
Islam Slimani,0.2,0.3,0.3,0.4,0.7,Ligue_1
Stefan Mitrovic,0.1,0.4,-,0.1,0.2,Ligue_1
Zaydou Youssouf,0.8,1.3,-,0.7,0.9,Ligue_1
Antonin Bobichon,0.8,0.7,-,0.7,0.7,Ligue_1
Hilton,-,0.6,-,-,0.4,Ligue_1
Simon Banza,0.3,1,0.3,0.6,1.5,Ligue_1
Alexis Flips,-,0.5,-,-,2.5,Ligue_1
Krépin Diatta,1,0.7,0.3,0.8,0.6,Ligue_1
Steve Mandanda,-,0.1,-,-,0.1,Ligue_1
Marcus Coco,0.7,1.1,0.1,1.1,1.6,Ligue_1
Flavius Daniliuc,0.1,0.4,-,0.1,0.5,Ligue_1
Stanley N'Soki,0.3,0.3,-,0.3,0.7,Ligue_1
Lois Diony,0.4,1,0.1,0.9,1.4,Ligue_1
Yuto Nagatomo,0.4,0.5,0.1,0.4,0.9,Ligue_1
David Da Costa,0.6,0.3,-,0.1,0.6,Ligue_1
Ludovic Baal,1,1,-,0.6,0.4,Ligue_1
Bersant Celina,0.9,0.6,-,0.8,1.3,Ligue_1
Ambroise Oyongo,0.1,0.5,-,0.2,0.4,Ligue_1
Aïmen Moueffek,1.1,0.8,-,0.5,0.9,Ligue_1
Loïck Landre,0.2,0.6,-,0.1,0.2,Ligue_1
Jimmy Cabot,1.1,0.5,-,0.5,1.5,Ligue_1
Florian Miguel,0.1,1.5,-,0.2,0.3,Ligue_1
Moussa Doumbia,1,1.4,0.1,0.6,1.6,Ligue_1
Djamel Benlamri,-,1.2,-,0.2,0.2,Ligue_1
Wilitty Younoussa,0.3,0.7,-,2,1,Ligue_1
Adrien Hunou,0.1,0.4,0.1,0.2,0.9,Ligue_1
El Bilal Touré,0.3,0.4,0.3,0.3,1.3,Ligue_1
Thibault De Smet,0.3,0.8,-,-,0.4,Ligue_1
Lucas Deaux,0.8,0.8,0.1,0.7,1.4,Ligue_1
Sepe Elye Wahi,0.4,0.8,0.3,0.5,0.7,Ligue_1
Pedro Chirivella,0.2,0.5,-,0.4,0.5,Ligue_1
Pierre-Yves Hamel,0.1,0.3,0.1,0.8,1,Ligue_1
Ismael Boura,0.6,0.9,-,0.8,0.8,Ligue_1
Abdoul Kader Bamba,0.9,1.4,-,0.6,0.9,Ligue_1
Maxime Poundjé,0.6,0.6,-,0.6,0.2,Ligue_1
Mateo Pavlovic,-,0.1,-,0.1,0.1,Ligue_1
Mehdi Zerkane,0.6,0.9,-,0.7,1,Ligue_1
Enzo Millot,-,0.5,-,0.5,0.5,Ligue_1
Gaetan Paquiez,0.3,1.1,-,0.2,0.7,Ligue_1
Melvin Bard,0.6,0.4,-,0.1,0.9,Ligue_1
Dario Maresic,-,0.1,-,0.3,0.4,Ligue_1
Farid El Melali,1.3,0.9,0.1,0.9,0.9,Ligue_1
Valère Germain,-,0.8,0.1,0.3,0.5,Ligue_1
Thomas Monconduit,0.5,0.6,-,0.5,0.6,Ligue_1
Moussa Dembele,0.6,0.4,0.4,0.9,1.1,Ligue_1
Joachim Andersen,0.3,0.7,-,0.7,0.7,Ligue_1
Yassine Benrahou,0.7,1.1,-,1.3,2,Ligue_1
Dion Moise Sahi,0.5,0.5,-,0.3,1.2,Ligue_1
Marvin Tshibuabua,1,-,-,-,1,Ligue_1
Yanis Lhéry,1,-,-,-,1,Ligue_1
Mamadou Fofana,0.1,0.1,-,0.2,0.4,Ligue_1
Michaël Cuisance,0.6,0.5,-,1.5,1.6,Ligue_1
Paul Nardi,-,-,-,-,-,Ligue_1
Darío Benedetto,0.3,0.6,0.4,0.7,1.3,Ligue_1
Dion Lopy,0.8,0.5,-,-,1.3,Ligue_1
Issouf Sissokho,0.2,0.2,-,0.2,0.2,Ligue_1
Juan Bernat,1,0.3,-,-,1.3,Ligue_1
Timothy Weah,0.3,0.3,0.1,0.3,0.9,Ligue_1
Alexis Trouillet,0.8,0.8,-,0.6,0.6,Ligue_1
Kévin Zohi,0.7,0.1,-,0.3,0.7,Ligue_1
Bouna Sarr,0.5,1,-,-,1.5,Ligue_1
Aboubakar Kamara,0.8,1.7,0.1,1.6,1.8,Ligue_1
Naomichi Ueda,0.1,0.3,0.1,0.1,0.4,Ligue_1
Aaron Leya Iseka,0.5,0.6,0.1,0.9,1.7,Ligue_1
Cheick Traoré,0.5,0.5,-,-,1,Ligue_1
Ahmadou Bamba Dieng,-,0.4,0.6,-,0.6,Ligue_1
Charles Abi,0.5,0.3,0.3,0.8,1.4,Ligue_1
Romain Philippoteaux,0.5,0.4,0.1,0.2,0.7,Ligue_1
M'Baye Niang,0.1,1.2,-,0.7,2.1,Ligue_1
Patrick Burner,0.5,0.5,-,0.1,0.7,Ligue_1
Matteo Ahlinvi,1,0.8,0.1,0.8,1.3,Ligue_1
Wuilker Fariñez,-,-,-,-,-,Ligue_1
Kays Ruiz-Atil,0.7,0.7,-,0.7,0.6,Ligue_1
Yoann Etienne,-,1,-,-,4,Ligue_1
Vágner Dias,0.3,1.1,0.3,1,1.9,Ligue_1
Dalbert,0.1,0.2,-,0.2,0.5,Ligue_1
Corentin Jean,0.3,0.7,0.1,0.6,0.8,Ligue_1
Fode Ballo-Toure,0.1,0.5,-,0.2,0.3,Ligue_1
Chrislain Matsima,0.2,0.1,-,0.2,0.1,Ligue_1
Eliot Matazo,0.4,0.3,-,0.2,0.5,Ligue_1
Thierry Ambrose,0.8,0.4,0.1,1.1,1.4,Ligue_1
Tony Mauricio,0.2,0.4,-,0.5,0.3,Ligue_1
Pape Cheikh Diop Gueye,0.7,1.1,-,0.4,1,Ligue_1
Jeremy Le Douaron,0.3,0.6,-,0.9,1.3,Ligue_1
Lucas Gourna-Douath,0.3,0.9,-,0.5,0.7,Ligue_1
Loic Bessile,-,-,-,-,-,Ligue_1
Jean-Phillipe Krasso,0.7,0.7,0.8,0.5,1.8,Ligue_1
Malik Sellouki,0.5,0.5,-,-,1.8,Ligue_1
Matthis Abline,1,-,-,-,-,Ligue_1
Romain Amalfitano,-,0.5,-,1,0.5,Ligue_1
Kevin Strootman,-,0.2,-,0.4,0.4,Ligue_1
Adrian Grbic,0.1,0.5,-,0.3,0.8,Ligue_1
Jonas Martin,0.2,0.3,-,0.4,0.3,Ligue_1
Jean Eudes Aholou,-,0.5,-,-,-,Ligue_1
Sacha Delaye,-,1,-,-,-,Ligue_1
Lamine Koné,-,0.5,-,0.1,0.4,Ligue_1
Moussa Konaté,0.2,0.9,0.4,0.4,1.3,Ligue_1
Jordan Marié,0.5,0.3,-,0.5,1,Ligue_1
Dereck Kutesa,0.5,0.6,0.2,0.5,0.8,Ligue_1
Vito Mannone,-,0.1,-,-,-,Ligue_1
Isaac Lihadji,0.5,0.1,0.1,0.3,0.6,Ligue_1
Frédéric Sammaritano,0.5,0.7,-,0.6,0.9,Ligue_1
Hugo Ekitike,1,0.5,-,0.5,1,Ligue_1
Petar Skuletic,0.1,0.2,0.1,0.3,0.5,Ligue_1
Matthieu Dreyer,-,0.1,-,-,-,Ligue_1
Racine Coly,1,-,-,-,-,Ligue_1
Eddy Sylvestre,0.3,0.3,-,0.3,0.3,Ligue_1
Tom Lacoux,0.4,0.1,-,0.7,1.1,Ligue_1
Damien Le Tallec,-,0.4,-,-,0.5,Ligue_1
Hianga'a M'Bock,0.8,0.3,-,0.5,0.8,Ligue_1
Loris Mouyokolo,-,-,-,-,1,Ligue_1
Evann Guessand,0.3,-,-,-,-,Ligue_1
Bingourou Kamara,-,0.1,-,-,-,Ligue_1
Kaj Sierhuis,0.4,0.2,-,0.6,0.9,Ligue_1
Ahmad Toure Ngouyamsa,0.3,0.3,-,-,1.3,Ligue_1
Matz Sels,-,-,-,-,-,Ligue_1
Saturnin Allagbe,0.1,0.1,-,-,0.1,Ligue_1
Wesley Lautoa,0.1,0.6,-,0.5,0.4,Ligue_1
Warren Tchimbembé,0.3,0.3,-,0.3,0.5,Ligue_1
Mouhamadou Drammeh,0.3,0.7,-,0.2,0.3,Ligue_1
Jonathan Delaplace,0.2,0.4,0.1,0.1,1.1,Ligue_1
Anthony Modeste,-,0.3,-,0.3,1.6,Ligue_1
Houboulang Mendes,0.6,0.4,0.1,0.6,1.8,Ligue_1
Chimuanya Ugochukwu,0.7,0.3,-,-,0.3,Ligue_1
Jacques Siwe,0.2,1,-,1,1.2,Ligue_1
Franklin Wadja,-,-,-,-,0.5,Ligue_1
Yun Il-Lok,0.4,0.1,0.1,0.3,0.4,Ligue_1
Ansou Sow,-,-,-,-,-,Ligue_1
Alpha Sissoko,0.3,0.4,-,0.6,0.4,Ligue_1
Baptiste Gabard,0.5,1.5,-,0.5,1.5,Ligue_1
Clement Vidal,-,-,-,-,-,Ligue_1
Bandiougou Fadiga,0.3,0.3,-,-,0.5,Ligue_1
Youssef Maziz,0.4,0.5,-,0.4,0.6,Ligue_1
Casimir Ninga,1,1,-,-,2,Ligue_1
Sami Ben Amar,-,-,-,-,1,Ligue_1
Jimmy Briand,0.1,0.5,0.1,0.4,1.3,Ligue_1
Mihai-Alexandru Dobre,0.6,0.3,-,0.4,0.8,Ligue_1
Cheick Souaré,-,-,-,-,-,Ligue_1
Maxime Lopez,0.3,0.3,-,-,0.5,Ligue_1
Roli Pereira De Sa,0.7,0.2,-,-,-,Ligue_1
Dan Ndoye,0.3,0.5,0.1,0.3,1,Ligue_1
Sanjin Prcic,0.1,0.2,-,0.1,0.1,Ligue_1
Umut Bozok,0.6,1.2,-,0.4,0.6,Ligue_1
Joris Chotard,0.3,0.2,-,0.2,0.5,Ligue_1
Sebastien Cibois,0.3,-,-,-,-,Ligue_1
Renaud Emond,-,0.6,-,0.1,0.4,Ligue_1
Radoslaw Majecki,-,-,-,-,-,Ligue_1
Aníbal Chalá,0.5,0.7,-,0.2,1.1,Ligue_1
Yann Gboho,0.8,0.6,0.1,1.2,1.3,Ligue_1
Roger Assalé,0.6,1.6,0.4,1.1,1.8,Ligue_1
Willem Geubbels,-,0.1,0.1,0.2,1,Ligue_1
Sylvain Marveaux,0.4,0.8,-,0.7,0.3,Ligue_1
Dilane Bakwa,-,0.9,-,0.1,0.4,Ligue_1
Kévin Monnet-Paquet,0.4,0.6,-,1,1,Ligue_1
Florentino Luís,0.1,0.2,-,0.1,0.2,Ligue_1
Kevin N'Doram,0.2,0.2,-,0.2,0.3,Ligue_1
Olivier Ntcham,0.5,-,-,0.5,0.5,Ligue_1
Marley Aké,0.4,0.6,-,0.6,0.4,Ligue_1
Amadou Traoré,0.5,0.5,-,0.7,0.6,Ligue_1
Jean Lucas,0.6,0.3,-,0.3,0.3,Ligue_1
Aurelien Scheidler,-,0.4,0.6,0.3,0.9,Ligue_1
Cristian Battocchio,0.2,0.1,-,0.2,0.3,Ligue_1
Nassim Chadli,0.3,0.3,-,0.3,0.3,Ligue_1
Stéphane Diarra,0.3,0.2,0.2,0.5,0.5,Ligue_1
Maxence Rivera,0.3,0.1,-,0.2,0.8,Ligue_1
Rubén Pardo,-,-,-,-,0.5,Ligue_1
Keagan Dolly,0.2,0.2,0.1,0.2,0.6,Ligue_1
Rayan Philippe,0.3,0.5,0.3,1.5,0.8,Ligue_1
Marc-Aurèle Caillard,-,0.2,-,-,-,Ligue_1
Christopher Rocchia,-,0.5,-,0.5,-,Ligue_1
Ismaël Aaneba,-,-,-,-,-,Ligue_1
Yann M'Vila,-,-,-,-,-,Ligue_1
Marco Ludivin Majouga,0.1,0.1,0.1,0.3,0.3,Ligue_1
Thomas Fontaine,-,0.8,-,-,0.3,Ligue_1
Abdoulaye Sylla,-,-,-,-,-,Ligue_1
Moise Sakava,-,-,-,-,-,Ligue_1
James Lea Siliki,0.4,-,-,0.1,0.4,Ligue_1
Mahamadou Doucouré,0.3,0.3,-,0.7,1,Ligue_1
Pietro Pellegri,0.3,0.6,0.3,0.4,0.6,Ligue_1
Sacha Boey,-,-,-,-,1.5,Ligue_1
Habib Diallo,-,0.5,0.5,1.5,1.8,Ligue_1
Mohamed Ali-Cho,0.2,0.4,-,0.6,0.8,Ligue_1
Majeed Waris,0.4,1.3,0.1,0.8,1.3,Ligue_1
Karim Aribi,0.2,0.2,-,0.2,1,Ligue_1
Manuel Perez,-,-,-,0.3,0.3,Ligue_1
Nolan Roux,0.1,0.8,0.2,0.5,1.4,Ligue_1
Idriss Saadi,0.1,-,-,0.1,0.4,Ligue_1
Bridge Ndilu,-,0.3,0.2,-,0.2,Ligue_1
Heriberto Tavares,-,-,-,-,0.5,Ligue_1
Enzo Ebosse,-,0.7,-,-,0.7,Ligue_1
Florent da Silva,-,-,-,-,-,Ligue_1
Charles Costes,-,-,-,-,-,Ligue_1
Edouard Michut,-,-,-,-,-,Ligue_1
Georginio Rutter,-,0.5,0.5,0.3,1.5,Ligue_1
Lucas Buades,-,-,-,-,-,Ligue_1
Mahamé Siby,0.1,-,-,-,0.1,Ligue_1
Fraser Hornby,-,-,-,-,0.3,Ligue_1
Jean-Kévin Augustin,-,0.3,-,-,0.3,Ligue_1
Kenny Nagera,-,-,-,-,-,Ligue_1
Rayan Souici,-,-,-,-,-,Ligue_1
Xavi Simons,-,-,-,-,-,Ligue_1
Jesé,-,-,-,-,0.5,Ligue_1
Yaya Soumare,-,-,-,-,-,Ligue_1
Tyrone Tormin,-,0.3,-,-,-,Ligue_1
Adrien Louveau,-,-,-,-,-,Ligue_1
Salim Ben Seghir,-,-,-,-,-,Ligue_1
Bilal Benkhedim,0.7,0.3,-,0.3,2,Ligue_1
Samy Benchama,-,0.2,-,-,-,Ligue_1
Hicham Mahou,-,-,-,-,-,Ligue_1
Assane Dioussé,-,-,-,-,-,Ligue_1
Malo Gusto,-,-,-,-,-,Ligue_1
Patrick Burner,-,-,-,-,-,Ligue_1
Strahinja Pavlovic,-,-,-,-,-,Ligue_1
Wilfried Kanga,-,0.5,-,1.5,1,Ligue_1
Clement Depres,-,-,-,-,-,Ligue_1
Antoine Valerio,-,-,-,-,2,Ligue_1
Mathys Saban,-,-,-,1,-,Ligue_1
Rachid Alioui,-,1,-,1,1,Ligue_1
Waniss Taibi,-,-,-,-,0.5,Ligue_1
Cheick Tidiane Sabaly,-,-,-,-,1,Ligue_1
Samuel Moutoussamy,-,1,-,-,2,Ligue_1
Danilo Barbosa,0.3,1,-,-,0.8,Ligue_1
Bandiougou Fadiga,-,0.3,-,0.3,0.8,Ligue_1
Édouard Mendy,-,-,-,-,-,Ligue_1
Tristan Dingome,-,-,-,-,-,Ligue_1
Noah Fatar,-,-,-,0.5,0.5,Ligue_1
Andy Diouf,-,1,-,-,-,Ligue_1
Yassin Fortuné,-,-,-,-,-,Ligue_1
Zinédine Ould Khaled,-,0.3,-,0.3,-,Ligue_1
Abdoulaye Sidibé,-,-,-,-,1,Ligue_1
Habib Keita,-,-,-,-,1,Ligue_1
Anastasios Donis,-,-,1,-,1.3,Ligue_1
Aleksandar Radovanovic,-,-,-,-,-,Ligue_1
Marcin Bulka,-,-,-,-,-,Ligue_1
Stefan Bajic,-,-,-,-,-,Ligue_1
André Ferreira,-,1,-,-,-,Liga_nos
Alex Telles,1,1.7,0.3,0.3,1,Liga_nos
Pote,1.3,1.3,0.5,1.4,2.6,Liga_nos
Otávio,1.8,2.8,-,1.2,1.4,Liga_nos
Nanu,3,1.3,-,1.3,3,Liga_nos
Rafa,3.4,2.3,0.1,2,2.4,Liga_nos
Iuri Medeiros,1.7,0.5,0.1,0.7,1.5,Liga_nos
Sebastián Coates,0.4,0.6,-,0.1,0.3,Liga_nos
Mehdi Taremi,0.7,1.5,0.4,0.9,1.6,Liga_nos
Nuno Mendes,1.5,2,0.1,0.9,2,Liga_nos
Thiago Santana,1.1,2.8,0.6,1.7,3.4,Liga_nos
João Palhinha,0.7,2.3,-,0.9,0.8,Liga_nos
Sérgio Oliveira,1.1,1.3,-,0.9,1.1,Liga_nos
Carlos Junior,1.1,1.7,0.7,1.2,3.5,Liga_nos
Haris Seferovic,0.5,0.7,0.7,0.7,2.1,Liga_nos
Ryan Gauld,1.3,1.9,0.2,0.8,2.1,Liga_nos
Everton,1.9,0.8,-,1.3,1.5,Liga_nos
Alejandro Grimaldo,0.9,0.6,0.1,0.6,1.5,Liga_nos
Pedro Porro,1.2,1.8,0.1,0.6,1.6,Liga_nos
Lucas Verissimo,0.3,0.1,-,-,0.4,Liga_nos
André Almeida,0.5,0.3,0.3,0.3,1.3,Liga_nos
Ivo Rodrigues,1.1,1.8,-,1.3,2.5,Liga_nos
Wendel,3,3,-,1,1,Liga_nos
Paulinho,0.7,2.2,0.8,1.4,2,Liga_nos
Jesús Corona,1.8,1.8,0.3,1.2,3.1,Liga_nos
Adel Taarabt,2.3,1.7,-,0.6,1.6,Liga_nos
Wenderson Galeno,1.9,2.2,0.2,1.1,2.2,Liga_nos
Rúben Dias,-,0.5,-,-,0.5,Liga_nos
Paulinho,0.6,2.7,0.3,0.9,2.5,Liga_nos
Mateus Uribe,0.8,0.9,-,0.5,1.2,Liga_nos
Joao Ferreira,-,5,1,1,-,Liga_nos
Carlos Mané,2,1.3,0.2,1.1,1.8,Liga_nos
Pedro Amador,-,0.8,-,0.8,1.3,Liga_nos
Matous Trmal,-,0.3,-,-,-,Liga_nos
Dener,0.7,1.1,0.1,0.3,1.2,Liga_nos
Wilson Manafá,2.1,0.8,-,0.6,1.9,Liga_nos
Guilherme,-,-,-,-,-,Liga_nos
Paulinho,2,2.6,-,1.7,2.1,Liga_nos
Rochinha,2.4,2.7,-,1.5,1.6,Liga_nos
Luciano Vietto,0.7,0.7,0.3,0.7,1.7,Liga_nos
Luis Díaz,1.9,1.4,0.1,0.8,1.5,Liga_nos
Douglas Tanque,0.7,2.2,0.4,1.7,3,Liga_nos
Gil Dias,2.5,1.5,0.1,1.5,2.1,Liga_nos
Willyan,0.3,1.4,-,0.1,0.4,Liga_nos
Zouhair Feddal,0.1,0.4,-,0.1,0.5,Liga_nos
Ricardo Esgaio,0.3,0.7,0.7,0.3,0.7,Liga_nos
Fábio Pacheco,0.1,1.1,-,0.4,0.9,Liga_nos
Maurício Antônio,0.1,0.4,-,0.1,0.4,Liga_nos
Oleg Reabciuk,0.5,2.4,0.2,0.6,1.6,Liga_nos
Bruno Costa,1.2,2.1,-,0.8,1.4,Liga_nos
Fahd Moufi,0.8,1.8,0.1,0.5,1.5,Liga_nos
Nuno Sequeira,0.5,1.3,-,0.5,0.9,Liga_nos
Pepe,0.1,0.7,0.1,0.1,0.2,Liga_nos
Gideon Mensah,1.7,0.7,0.1,1,1.5,Liga_nos
Léo Andrade,0.2,0.3,-,-,0.3,Liga_nos
Ricardo Ferreira,0.2,-,-,-,-,Liga_nos
João Mário,1.7,1.4,-,1.1,1.5,Liga_nos
Hidemasa Morita,1.2,0.5,0.1,0.7,1.4,Liga_nos
Jan Vertonghen,0.2,0.5,-,0.1,0.3,Liga_nos
Daniel Guimarães,-,0.1,-,-,-,Liga_nos
Rúben Lima,0.9,1.1,0.1,0.7,1.6,Liga_nos
Nicolás Otamendi,0.1,0.9,-,0.3,0.5,Liga_nos
Mario González,0.7,1.2,0.6,1,2.3,Liga_nos
Aderllan Santos,0.1,0.6,-,0.1,0.3,Liga_nos
Luís Neto,0.1,1,-,0.2,0.4,Liga_nos
Darwin Núñez,0.9,0.9,0.7,1.2,2.6,Liga_nos
Helton Leite,0.1,0.1,-,-,0.1,Liga_nos
André André,1.5,2.6,0.1,1.1,0.9,Liga_nos
Ricardo Horta,0.7,1.3,0.3,0.8,1.4,Liga_nos
Nuno Santos,0.7,1,0.1,0.4,1.1,Liga_nos
Zainadine Júnior,0.6,1.2,-,0.3,0.3,Liga_nos
Getterson,0.5,1.5,-,0.5,2,Liga_nos
Óscar Estupiñán,0.2,1.1,0.7,0.9,2.5,Liga_nos
Falaye Sacko,0.7,0.8,0.1,0.7,1,Liga_nos
Pizzi,0.5,0.8,0.3,0.7,1.1,Liga_nos
Rúben Vinagre,2,1.4,0.1,1.1,1.7,Liga_nos
Pedro Trigueira,-,0.4,-,-,0.1,Liga_nos
Gabriel Pires,1.1,1.5,-,0.6,0.7,Liga_nos
Ricardo Quaresma,1.3,1.7,0.1,0.6,1.4,Liga_nos
Bruno Viana,0.1,0.5,-,0.1,0.3,Liga_nos
Ruben Lameiras,1.5,1.6,0.2,1.1,1.9,Liga_nos
Alberth Elis,1.3,1.8,0.6,1.7,2.8,Liga_nos
André Castro,0.3,1,-,0.5,1,Liga_nos
Claudio Winck,1,1.1,0.1,0.5,1.2,Liga_nos
Lucas Fernandes,1.3,1.6,0.1,0.9,0.9,Liga_nos
Kalindi,1.7,2.8,0.3,0.9,2.4,Liga_nos
Diogo Gonçalves,0.9,0.6,-,0.3,0.8,Liga_nos
Maracás,0.2,0.3,0.1,0.1,0.5,Liga_nos
Stephen Eustáquio,0.6,0.9,-,0.7,0.9,Liga_nos
Gustavo Sauer,1.4,1.7,-,1.1,1.4,Liga_nos
Luís Maximiano,-,1,-,-,-,Liga_nos
Fábio Abreu,-,3.3,-,0.7,2,Liga_nos
Rodrigo Pinho,1.1,1.4,0.8,0.9,1.3,Liga_nos
Amir Abedzadeh,-,0.3,-,-,0.1,Liga_nos
Stanislav Kritsyuk,-,0.3,-,-,0.1,Liga_nos
Pedrinho,0.8,1.5,-,0.8,1.1,Liga_nos
Tiago Esgaio,0.2,0.7,0.1,0.3,0.9,Liga_nos
Zaidu Sanusi,0.9,1,0.2,0.4,1.9,Liga_nos
Angel Gomes,1.3,2.1,0.2,1.1,2.1,Liga_nos
Odysseas Vlachodimos,-,0.1,-,-,-,Liga_nos
Beto,0.9,1.1,0.4,1.1,3.2,Liga_nos
Miguel Oliveira,-,-,-,-,-,Liga_nos
André Moreira,-,0.4,-,-,-,Liga_nos
Gilberto,1.2,1,-,0.8,1.4,Liga_nos
Toni Martínez,0.2,0.7,0.4,0.4,0.9,Liga_nos
João Vigário,0.5,0.6,-,0.4,1.3,Liga_nos
Julian Weigl,0.7,1.3,-,0.4,0.8,Liga_nos
Joel,0.8,1.6,0.7,0.8,2.3,Liga_nos
Nahuel Ferraresi,0.8,1.2,-,0.6,0.9,Liga_nos
João Talocha,0.4,0.7,-,0.2,0.4,Liga_nos
Al Musrati,0.3,0.3,-,0.5,0.4,Liga_nos
Gonçalo Inacio,0.3,0.3,-,0.3,0.3,Liga_nos
Luther Singh,1.3,1.7,0.3,0.9,2.3,Liga_nos
Crysan,1.3,1.8,0.3,1.4,2.5,Liga_nos
César Martins,0.2,0.4,0.1,0.1,0.4,Liga_nos
