Name,Team,Age,Main_role,Secondary_role,third_role,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
Samuel Emem Eduok,Konyaspor, 27, AM(LR),,,0(4),151,-,-,2,-,0.5,83.7,-,-,6.19
Fousseni Diabaté,Trabzonspor, 25, AM(CLR),FW,,2(4),171,-,-,-,-,0.2,87,0.2,-,6.19
Hüseyin Altintas,Denizlispor, 26, GK,,,2(1),228,-,-,-,-,-,45.9,-,-,6.18
Serdar Gurler,Antalyaspor, 29, AM(LR),,,3(12),349,-,-,-,-,0.3,79,0.5,-,6.18
Muhammed Mert,Hatayspor, 26, Midfielder,,,2(16),402,-,1,1,-,0.2,84.6,0.1,-,6.18
Dogucan Haspolat,Kasimpasa, 21, DMC,,,2(10),282,-,-,-,-,0.2,85.6,0.3,-,6.18
Hasan Huseyin Acar,Alanyaspor, 26, M(CR),,,1(3),85,-,-,-,-,-,91.1,-,-,6.18
Stefano Napoleoni,Goztepe, 34, AM(CL),FW,,3(12),463,1,-,-,-,0.9,86.1,-,-,6.17
Kemal Rüzgar,Rizespor, 25, Forward,,,0(8),63,1,-,-,-,0.1,95,0.1,-,6.17
Emin Bayram,Galatasaray, 18, Defender,,,0(2),23,-,-,-,-,-,75,-,-,6.17
Matthieu Dossevi,Denizlispor, 33, M(CR),FW,,4(14),520,-,2,-,-,0.2,81.1,0.1,-,6.17
Dzenan Burekovic,Goztepe, 26, D(L),,,8(12),904,-,1,1,-,0.2,73.2,0.7,-,6.16
Bilal Basacikoglu,Gaziantep FK, 26, AM(LR),,,0(12),145,-,-,-,-,0.3,75.5,0.5,-,6.16
Hélder Barbosa,Hatayspor, 34, AM(LR),,,2(7),277,1,-,-,-,0.8,75,0.4,-,6.16
Abdurrahman Canli,Hatayspor, 24, Defender,,,1(11),187,1,-,2,-,0.2,84.1,0.3,-,6.16
Ali Kaan Guneren,Ankaragucu, 21, Midfielder,,,3(1),287,-,-,-,-,0.5,70.4,0.3,-,6.16
Nadir Ciftci,Rizespor, 29, AM(R),FW,,0(1),25,-,-,-,-,1,88.9,-,-,6.16
Lucas Mugni,Genclerbirligi, 29, AM(CLR),,,2(8),274,-,-,-,-,0.6,70.4,0.5,-,6.16
Anil Koç,Kasimpasa, 26, Midfielder,,,7(18),731,1,2,-,1,0.5,76.8,0.1,-,6.16
Serhat Ahmetoglu,Fatih Karagumruk, 19, Forward,,,5(3),487,-,1,3,-,0.5,91.7,0.4,-,6.15
Jetmir Topalli,Yeni Malatyaspor, 23, Forward,,,1(12),167,1,-,3,-,1,64.3,0.5,-,6.15
Orkan Cinar,Ankaragucu, 25, AM(R),,,2(15),277,-,-,-,-,0.5,77.9,0.1,-,6.14
Kubilay Sönmez,Goztepe, 26, DMC,,,6(13),665,-,-,2,-,0.1,86.8,0.4,-,6.14
Vato Arveladze,Fatih Karagumruk, 23, Forward,,,2(14),283,-,-,4,-,0.3,79.6,0.3,-,6.14
Burak Süleyman,Goztepe, 26, Midfielder,,,0(5),72,-,-,-,-,0.2,81.8,0.4,-,6.14
Emre Demir,Kayserispor, 17, Forward,,,1(13),215,-,1,1,-,0.5,78.9,0.1,-,6.14
Özgür Cek,Denizlispor, 30, D(L),M(L),,1(6),108,-,-,-,-,-,78.4,-,-,6.14
Ilker Karakas,Genclerbirligi, 22, Forward,,,3(17),403,1,-,-,-,0.6,68.8,0.4,-,6.14
Mucahit Albayrak,Erzurum BB, 29, Defender,,,2(5),246,-,-,-,-,-,84.3,0.4,-,6.13
Omer Faruk Beyaz,Fenerbahce, 17, Midfielder,,,0(1),7,-,-,-,-,-,75,-,-,6.13
Fernando Zuqui,Yeni Malatyaspor, 29, M(CR),,,1(10),201,-,-,2,-,0.5,85.5,0.2,-,6.13
Arouna Koné,Sivasspor, 37, AM(LR),FW,,2(31),553,1,-,1,-,0.5,84.8,0.5,-,6.13
Ender Aygören,Ankaragucu, 20, Midfielder,,,2(1),126,-,-,2,-,0.3,70.3,0.7,-,6.12
Dogan Can Golpek,Konyaspor, 26, Midfielder,,,0(3),33,-,-,-,-,0.3,80,-,-,6.12
Sahverdi Cetin,Ankaragucu, 20, Midfielder,,,2(15),408,-,-,3,-,0.4,80.4,0.3,-,6.11
Melih Okutan,Kayserispor, 24, Midfielder,,,0(11),215,1,-,1,-,0.3,76.8,0.3,-,6.11
Mostapha El Kabir,Erzurum BB, 32, AM(LR),FW,,7(4),525,-,-,2,-,0.8,73.8,0.5,-,6.11
Ismail Guven,Konyaspor, 27, Midfielder,,,0(2),46,-,-,-,-,-,89.7,-,-,6.11
Mithat Pala,Rizespor, 20, Midfielder,,,0(5),26,-,-,-,-,0.2,87.5,-,-,6.10
Yavuz Aygun,Fatih Karagumruk, 24, Goalkeeper,,,0(1),3,-,-,-,-,-,100,-,-,6.10
Zeki Yildirim,Fatih Karagumruk, 30, DMC,,,0(5),54,-,-,-,-,0.2,73.9,-,-,6.10
Kevin Luckassen,Kayserispor, 27, Forward,,,4(10),529,-,-,1,-,0.8,70.4,0.6,-,6.10
Yasin Dulger,Kasimpasa, 25, Forward,,,0(11),168,-,-,-,-,0.4,83.9,-,-,6.09
Harrison Manzala,Kayserispor, 27, AM(LR),,,1(3),120,-,-,-,-,-,82.4,0.3,-,6.09
Muhammed Emin Sarikaya,Istanbul Basaksehir, 19, Defender,,,2(2),207,-,-,-,-,0.3,75,1,-,6.09
Luka Adzic,Ankaragucu, 22, AM(L),,,4(7),394,-,-,2,-,0.7,62.6,0.3,-,6.08
Youssouf Kone,Hatayspor, 25, D(L),,,1(5),95,-,-,-,1,-,84.1,0.2,-,6.08
Ilhan Depe,Kayserispor, 28, AM(CLR),,,0(4),52,-,-,1,-,0.3,79.5,-,-,6.08
Mustafa Hüseyin Seyhan,Genclerbirligi, 25, Midfielder,,,1(8),149,-,-,-,-,0.2,80.6,0.2,-,6.07
Aly Mallé,Yeni Malatyaspor, 23, Forward,,,0(7),33,-,-,-,-,0.1,54.5,-,-,6.07
Safa Kinali,Trabzonspor, 22, Midfielder,,,1(8),107,-,-,1,-,0.2,88.9,-,-,6.07
Ahmet Canbaz,Trabzonspor, 23, Midfielder,,,0(4),27,-,-,-,-,0.5,67.9,-,-,6.07
Ali Yavuz Kol,Galatasaray, 20, Forward,,,0(4),31,-,-,1,-,0.5,75,0.5,-,6.07
Ufuk Akyol,Antalyaspor, 23, DMC,,,6(9),613,-,-,1,1,0.3,83.6,0.5,-,6.06
Furkan Kulekci,Kasimpasa, 19, Forward,,,0(4),23,-,-,-,-,0.5,66.7,0.3,-,6.06
Soner Örnek,Hatayspor, 32, Defender,,,0(4),31,-,-,-,-,1,94.4,-,-,6.06
Ahmet Karademir,Konyaspor, 17, Forward,,,0(2),29,-,-,-,-,-,90,-,-,6.06
Srdan Spiridonovic,Genclerbirligi, 27, Midfielder,,,0(6),85,-,-,-,-,-,60,-,-,6.05
Abdul-Aziz Tetteh,Gaziantep FK, 31, DMC,,,0(1),7,-,-,-,-,-,71.4,-,-,6.05
Nurettin Korkmaz,Kayserispor, 18, Midfielder,,,0(11),138,-,-,2,-,0.2,54.5,0.3,-,6.05
Joseph Akomadi,Hatayspor, 21, Midfielder,,,0(2),18,-,-,-,-,-,94.1,-,-,6.05
Mucahit Can Akcay,Ankaragucu, 23, Forward,,,0(2),2,-,-,-,-,-,50,-,-,6.05
Kerem Atakan Kesgin,Sivasspor, 20, Midfielder,,,0(3),33,-,-,-,-,-,78.6,-,-,6.04
Kubilay Aktas,Gaziantep FK, 26, D(C),DMC,,2(3),248,-,-,2,-,0.2,82,0.2,-,6.04
Mehmet Umut Nayir,Besiktas, 27, FW,,,0(2),28,-,-,-,-,-,80,1.5,-,6.04
Brahim Darri,Erzurum BB, 26, AM(L),,,0(4),50,-,-,-,-,0.3,89.5,-,-,6.03
Thuram,Konyaspor, 30, FW,,,0(1),3,-,-,-,-,-,-,-,-,6.03
Jugurtha Hamroun,Erzurum BB, 32, Midfielder,,,2(5),146,-,-,-,-,0.3,78.4,0.1,-,6.02
Mugdat Celik,Kayserispor, 31, AM(CL),FW,,8(6),545,1,-,3,1,0.2,68.6,0.2,-,6.02
Berke Gurbuz,Ankaragucu, 18, Forward,,,0(1),5,-,-,-,-,-,100,-,-,6.02
Volkan Findikli,Konyaspor, 30, DMC,,,0(2),8,-,-,-,-,-,100,-,-,6.02
Embiya Ayyldiz,Ankaragucu, 20, Forward,,,1(4),77,-,-,1,-,0.6,92.3,-,-,6.01
Mevlut Han Ekelik,Antalyaspor, 16, Midfielder,,,0(3),59,-,-,1,-,-,79.3,-,-,6.01
Efe Binici,Goztepe, 20, Midfielder,,,0(4),21,-,-,1,-,0.5,68.8,0.3,-,6.00
Abdullah Sahindere,Genclerbirligi, 17, Defender,,,0(1),1,-,-,-,-,-,-,-,-,6.00
Adem Dogan,Kayserispor, 19, Defender,,,0(1),1,-,-,-,-,-,100,-,-,6.00
Atakan Gündüz,Trabzonspor, 20, Defender,,,0(1),1,-,-,-,-,-,-,-,-,6.00
Bartug Elmaz,Galatasaray, 18, Midfielder,,,0(1),1,-,-,-,-,-,-,-,-,6.00
Dogukan Emeksiz,Yeni Malatyaspor, 21, Midfielder,,,0(1),1,-,-,-,-,-,-,-,-,6.00
Emir Dede,Rizespor, 20, Midfielder,,,0(1),2,-,-,-,-,-,-,-,-,6.00
Emre Karaal,Istanbul Basaksehir, 18, Midfielder,,,0(1),4,-,-,-,-,-,83.3,-,-,6.00
Erce Kardesler,Trabzonspor, 27, GK,,,1,90,-,-,-,-,-,58.6,-,-,6.00
Ferhat Erdogen,Denizlispor, 19, Midfielder,,,0(1),1,-,-,-,-,-,-,-,-,6.00
Hakan Yesil,Trabzonspor, 19, Midfielder,,,0(1),1,-,-,-,-,-,75,-,-,6.00
Mahamadou Ba,Erzurum BB, 21, Midfielder,,,0(1),1,-,-,-,-,1,-,-,-,6.00
Mert Sarikus,Denizlispor, 20, Defender,,,0(1),1,-,-,-,-,-,100,-,-,6.00
Muhammed Uzun,Alanyaspor, 16, Forward,,,0(1),1,-,-,-,-,-,-,-,-,6.00
Muhammed Eren Kiryolcu,Denizlispor, 18, Midfielder,,,0(1),7,-,-,-,-,-,100,-,-,6.00
Murat Saglam,Rizespor, 23, Defender,,,0(1),2,-,-,-,-,-,-,-,-,6.00
Yusuf Ozdemir,Alanyaspor, 20, Midfielder,,,0(1),1,-,-,-,-,-,-,-,-,6.00
Alberk Koç,Rizespor, 24, Defender,,,1(7),131,-,-,-,-,0.3,83.7,0.1,-,5.99
Cebrail Karayel,Ankaragucu, 26, D(R),,,1(2),104,-,-,-,-,-,80,-,-,5.98
Jean-Armel Drole,Antalyaspor, 23, Forward,,,1(1),47,-,-,-,-,-,100,-,-,5.97
Sami Gokhan Altiparmak,Genclerbirligi, 20, Forward,,,1(14),219,-,-,-,1,0.1,68.4,0.2,-,5.96
Yilmaz Basravi,Goztepe, 21, Forward,,,0(1),9,-,-,-,-,-,100,1,-,5.95
Ömer Sismanoglu,Erzurum BB, 31, AM(C),FW,,1(11),241,-,-,1,-,0.3,70.4,0.4,-,5.95
Stiven Plaza,Trabzonspor, 22, Forward,,,0(2),4,-,-,-,-,-,100,-,-,5.95
Atakan Üner,Besiktas, 21, Forward,,,1(2),64,-,-,-,-,-,92.9,-,-,5.94
Erdogan Kaya,Besiktas, 20, Defender,,,0(1),13,-,-,-,-,-,100,1,-,5.94
Mehmet Ali Ulaman,Denizlispor, 18, Forward,,,0(1),45,-,-,-,-,-,60,1,-,5.94
Fatih Yigit Sanliturk,Fenerbahce, 18, Midfielder,,,0(2),16,-,-,-,-,-,75,-,-,5.93
Enes Karakus,Istanbul Basaksehir, 20, Forward,,,0(2),13,-,-,-,-,0.5,100,-,-,5.90
Übeyd Adiyaman,Genclerbirligi, 23, Goalkeeper,,,4,360,-,-,1,-,-,50,0.5,-,5.89
Caglar Sahin Akbaba,Gaziantep FK, 26, GK,,,1,90,-,-,-,-,-,82.1,-,-,5.88
Alpay Celebi,Alanyaspor, 22, Defender,,,0(1),4,-,-,-,-,-,100,-,-,5.87
Armando Sadiku,Erzurum BB, 30, FW,,,1(4),102,-,-,-,1,0.8,88,0.6,-,5.81
Gerard Gohou,Kasimpasa, 32, Forward,,,1,90,-,-,-,-,3,87.5,2,-,5.79
Guido Herrera,Yeni Malatyaspor, 29, GK,,,3,270,-,-,-,-,-,66,-,-,5.71
Yaw Ackah,Erzurum BB, 22, DMC,,,1(1),54,-,-,-,1,0.5,85.3,0.5,-,5.61
Andre Biyogo Poko,Goztepe, 28, D(R),M(CR),,1(1),63,-,-,1,-,-,60,-,-,5.61
Oytun Ozdogan,Fenerbahce, 22, Goalkeeper,,,1,90,-,-,-,-,-,88.9,-,-,5.38
