Name,Team,Age,Main_role,Secondary_role,third_role,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
Marius Noubissi,Beerschot, 24, FW,,,9(7),987,4,3,1,-,2.2,68.8,1.1,1,6.66
Kevin Hoggas,Cercle Bruges, 29, M(C),,,28(4),2441,1,4,1,1,1.5,80.9,0.6,2,6.66
Serge Leuko,Waasland-Beveren, 27, M(L),,,11(3),909,-,1,2,-,0.4,75.5,1,-,6.66
Mousa Suleiman,OH Leuven, 23, M(R),,,11(11),1180,1,1,1,-,1.3,78.2,0.2,1,6.66
Sandy Walsh,KV Mechelen, 26, D(CR),,,23(1),2041,3,3,3,-,0.9,81.6,1.4,-,6.66
Leonardo Bertone,Waasland-Beveren, 27, DMC,,,28,2507,1,2,5,-,1.4,75.5,0.6,-,6.65
Ortwin De Wolf,Eupen, 24, GK,,,11,946,-,-,-,-,-,65,0.4,-,6.65
Bassem Srarfi,Zulte Waregem, 23, M(LR),,,8(10),982,-,3,3,-,0.8,76.8,0.2,1,6.65
Mathieu Maertens,OH Leuven, 26, DMC,M(L),,18(1),1423,3,-,2,1,1.8,72.1,0.9,-,6.65
Lucas Bijker,KV Mechelen, 28, D(CL),,,26,2299,-,-,6,-,0.3,78.7,0.9,-,6.65
Daan Heymans,Waasland-Beveren, 21, AM(C),,,25(5),2144,8,4,4,-,1,76.4,1.8,2,6.65
Cédric Kipré,Sporting Charleroi, 24, D(C),,,5,444,-,-,3,-,0.6,79.1,3.2,-,6.65
Felipe Avenatti,Standard Liege, 28, FW,,,5(5),528,1,1,1,-,1.4,76.2,2.5,-,6.64
Tomas Chory,Zulte Waregem, 26, FW,,,9(7),856,4,1,3,-,1.4,68.7,3.3,-,6.64
Aleksandar Radovanovic,Kortrijk, 27, D(C),,,7,598,-,1,1,-,0.6,77.9,3.7,-,6.64
Amine Khammas,Waasland-Beveren, 22, D(L),,,12,1024,-,1,1,-,0.1,78.8,0.5,-,6.63
Toon Raemaekers,OH Leuven, 20, D(C),,,7(3),715,-,-,3,-,0.3,74.5,0.5,-,6.63
Andreas Hanche-Olsen,Gent, 24, D(CR),,,25,2188,1,-,2,-,0.3,82.4,2.1,-,6.63
Marian Shved,KV Mechelen, 23, AM(R),,,8(9),784,3,1,-,-,1.8,72.3,0.4,1,6.63
Brecht Capon,Oostende, 33, D(C),,,9(2),804,1,-,1,-,0.7,68.3,1.3,-,6.63
Liberato Cacace,St.Truiden, 20, D(L),M(L),,27,2424,-,2,5,-,0.8,82.3,0.5,2,6.63
Hannes Van Der Bruggen,Kortrijk, 28, DMC,,,14(3),1229,1,-,2,-,0.9,74.5,1.1,-,6.63
Senna Miangue,Eupen, 24, D(CL),M(L),,22(2),2044,-,-,2,-,0.1,79,1.7,-,6.62
Daniel Vukovic,Genk, 36, GK,,,24,2160,-,-,1,-,-,73.1,0.3,-,6.62
Danel Sinani,Waasland-Beveren, 24, AM(CR),FW,,10(8),1098,3,1,3,-,1.7,82.4,0.1,1,6.62
Saido Berahino,Zulte Waregem, 27, AM(CLR),FW,,6(2),508,2,1,1,-,1.1,78.6,0.4,1,6.62
Birger Verstraete,Royal Antwerp, 27, DMC,,,18(5),1620,1,1,5,1,0.5,84.1,0.5,1,6.62
Julien Ngoy,Eupen, 23, AM(L),FW,,22(10),2031,6,1,3,-,1.7,75.7,0.3,-,6.62
Alireza Safar Beiranvand,Royal Antwerp, 28, GK,,,10,845,-,-,-,-,-,66.5,0.1,1,6.61
Kevin Vandendriessche,Oostende, 31, M(C),,,23(5),1954,3,2,2,-,0.8,70.8,1.3,1,6.61
Robbe Quirynen,Royal Excel Mouscron, 19, D(R),,,6(3),607,-,-,2,-,0.1,69.4,1,-,6.61
Francis Amuzu,Anderlecht, 21, AM(LR),,,18(17),1975,2,3,2,-,1.3,86.6,0.1,2,6.61
