Name,Team,Age,Main_role,Secondary_role,third_role,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
Amin Younes,Eintracht Frankfurt, 27, AM(CL),,,16(10),1401,3,3,5,-,1.3,76.6,-,1,6.77
Emil Forsberg,RBL, 29, AM(CLR),FW,,20(9),1552,7,4,-,-,1.2,79.4,0.3,1,6.76
Leandro Barreiro Martins,Mainz, 21, DMC,,,27(2),2314,2,2,5,-,1.1,64.6,1.7,-,6.76
Maximilian Mittelstädt,Hertha Berlin, 24, D(L),M(CL),,22(5),1803,-,2,3,-,0.6,74.6,1,1,6.76
Stefan Lainer,Borussia M.Gladbach, 28, D(R),M(R),,31(2),2773,2,2,2,-,0.8,75.4,1.2,1,6.76
Lars Bender,Leverkusen, 32, D(CR),M(CR),,12(2),941,1,2,2,-,0.6,82.7,1,-,6.76
Lucas Alario,Leverkusen, 28, FW,,,12(13),1244,11,2,2,-,1.6,73.9,1.5,3,6.75
Danny da Costa,Mainz, 27, D(R),M(R),,15(1),1215,-,1,2,-,0.2,62.1,0.8,1,6.75
Jonathan Tah,Leverkusen, 25, D(C),,,24(3),2220,1,-,3,-,0.3,89.8,2.6,-,6.75
Kerem Demirbay,Leverkusen, 27, M(C),,,20(9),1748,4,4,2,-,1.5,80.8,0.4,3,6.75
Alexander Sørloth,RBL, 25, FW,,,13(16),1432,5,3,2,-,1.6,73.6,2.8,2,6.75
Yannick Gerhardt,Wolfsburg, 27, D(L),M(CL),,21(8),1934,2,4,3,-,1.1,75.6,1.1,1,6.75
Jamal Musiala,Bayern, 18, AM(C),,,7(19),871,6,1,-,-,1,83.8,0.3,3,6.74
Jérôme Boateng,Bayern, 32, D(CR),,,29,2379,1,1,6,-,0.3,88.4,1.4,-,6.74
Axel Witsel,Borussia Dortmund, 32, M(C),,,13(2),1130,-,-,4,-,0.8,93.7,1.1,-,6.74
Iago,Augsburg, 24, D(L),M(L),,18,1564,1,1,2,-,0.5,73.8,1.2,-,6.74
Gregor Kobel,Stuttgart, 23, GK,,,33,2970,-,-,-,-,-,79.6,0.1,1,6.74
Baptiste Santamaría,Freiburg, 26, DMC,,,28(2),2221,1,2,5,-,1,76.6,1.9,1,6.74
Alexander Hack,Mainz, 27, D(C),,,14(7),1367,1,-,2,-,0.3,77.1,2.2,-,6.74
Matteo Guendouzi,Hertha Berlin, 22, DMC,,,19(5),1817,2,1,5,-,0.7,86.7,0.6,1,6.73
Joshua Sargent,Werder Bremen, 21, AM(C),FW,,30(2),2519,5,2,7,-,1.4,70.8,2,1,6.73
Lucas Tousart,Hertha Berlin, 24, DMC,,,25(1),2098,1,-,7,-,1.2,77.2,2.4,1,6.73
Ralf Fährmann,Schalke, 32, GK,,,22,1878,-,-,2,-,-,59.1,0.4,2,6.73
Christian Günter,Freiburg, 28, D(L),M(L),,34,3060,3,3,2,-,0.8,75.5,0.4,3,6.73
Rafael Czichos,FC Koln, 31, D(C),,,26(2),2262,1,-,7,-,0.4,81.9,2.4,1,6.72
Cédric Brunner,Arminia Bielefeld, 27, D(R),,,30(1),2660,-,1,6,-,0.2,75.7,1.5,1,6.72
Koen Casteels,Wolfsburg, 28, GK,,,32,2880,-,-,-,-,-,72.4,0.4,1,6.72
Jean-Philippe Mateta,Mainz, 23, FW,,,12(3),1002,7,1,2,-,1.9,72.1,1.8,2,6.72
Lucas Höler,Freiburg, 26, AM(CLR),FW,,22(11),2095,4,4,5,-,1.3,66.7,2.2,1,6.71
Jude Bellingham,Borussia Dortmund, 17, M(CL),,,19(10),1705,1,3,4,1,1.1,84.3,0.9,-,6.71
Sebastiaan Bornauw,FC Koln, 22, D(C),,,23(1),2082,1,1,3,-,0.8,81.7,2.7,-,6.71
Omar Alderete,Hertha Berlin, 24, D(C),,,14(3),1299,-,-,2,-,0.4,80.5,1.9,-,6.71
Theodor Gebre Selassie,Werder Bremen, 34, D(CLR),DMC,M(R),34,3033,3,1,3,-,0.6,73.5,1.8,1,6.70
Roland Sallai,Freiburg, 24, AM(CLR),FW,,22(6),1674,8,3,5,-,1.7,75.5,1.3,3,6.70
Tyler Adams,RBL, 22, D(R),M(CR),,21(6),1853,1,1,3,-,0.3,86.1,0.8,-,6.70
Thomas Delaney,Borussia Dortmund, 29, DMC,,,14(6),1290,1,1,6,-,0.4,83.7,1.5,2,6.70
Andreas Luthe,Union Berlin, 34, GK,,,31,2769,-,-,1,-,-,68.2,0.4,3,6.70
Lennart Grill,Leverkusen, 22, Goalkeeper,,,4,360,-,-,-,-,-,85.2,-,-,6.70
Philipp Mwene,Mainz, 27, D(R),M(LR),,19(1),1675,1,2,3,-,0.4,64.7,0.5,1,6.69
Jean-Paul Boëtius,Mainz, 27, AM(CL),FW,,23(8),2075,2,4,5,-,0.9,71.1,0.5,1,6.69
Maximilian Eggestein,Werder Bremen, 24, M(CR),,,33,2943,2,5,5,-,0.7,76.4,1.1,1,6.69
Grischa Prömel,Union Berlin, 26, M(C),,,21(3),1827,3,1,7,-,0.8,78.4,0.8,-,6.69
Pavel Kaderábek,Hoffenheim, 29, D(R),M(LR),,17(3),1588,-,3,3,-,0.5,74.2,2.5,-,6.69
Ryan Sessegnon,Hoffenheim, 21, D(L),M(LR),,17(6),1573,2,3,4,-,0.2,79.4,0.7,-,6.68
Christoph Kramer,Borussia M.Gladbach, 30, DMC,,,23(5),2036,-,2,5,-,0.3,85.7,0.7,-,6.68
Robin Knoche,Union Berlin, 29, D(C),,,34,3043,1,-,4,-,0.4,84.3,2.1,1,6.68
Sebastian Andersson,FC Koln, 29, FW,,,14(2),1135,3,-,1,-,2.5,68,5.1,-,6.68
Vladimír Darida,Hertha Berlin, 30, M(C),FW,,24(3),1915,1,6,5,1,1,75.9,0.9,1,6.68
Waldemar Anton,Stuttgart, 24, D(C),DMC,,30(1),2712,-,1,3,-,0.4,88,1.6,-,6.68
Kevin Kampl,RBL, 30, M(CLR),,,24(3),1946,-,1,6,-,0.5,89.9,0.5,-,6.68
Erik Durm,Eintracht Frankfurt, 29, D(LR),M(LR),,19(2),1493,1,2,1,-,1,71.8,1,-,6.67
Dedryck Boyata,Hertha Berlin, 30, D(C),,,17(2),1545,1,-,3,-,0.5,89,1.5,-,6.66
Gonzalo Castro,Stuttgart, 33, D(L),M(CR),,23(3),1746,4,2,9,-,1.2,76.6,0.4,-,6.66
Jeffrey Gouweleeuw,Augsburg, 29, D(C),,,32,2836,1,-,9,-,0.2,78.9,1.6,1,6.66
Ron-Robert Zieler,FC Koln, 32, GK,,,0(1),50,-,-,-,-,-,73.7,-,-,6.66
Breel Embolo,Borussia M.Gladbach, 24, AM(CR),FW,,16(15),1435,5,2,4,-,1.3,73.6,1.2,1,6.66
Keven Schlotterbeck,Freiburg, 24, D(C),,,18(6),1650,-,-,3,-,0.3,80.8,2.1,-,6.66
Dodi Lukébakio,Hertha Berlin, 23, AM(CLR),FW,,21(8),1870,5,5,2,1,1.4,76.4,0.8,-,6.65
Jonathan Schmid,Freiburg, 30, D(R),M(CLR),,27(4),2399,2,2,4,-,0.7,77.1,0.5,-,6.65
Thomas Meunier,Borussia Dortmund, 29, D(R),M(R),,17(4),1474,1,1,3,-,0.6,82.1,0.7,1,6.65
Ruben Vargas,Augsburg, 22, AM(CL),,,18(12),1615,6,3,2,1,1.3,76.3,0.6,2,6.65
Joel Pohjanpalo,Union Berlin, 26, FW,,,10(9),851,6,-,-,-,1.6,68.6,1.7,1,6.65
Ömer Toprak,Werder Bremen, 31, D(C),,,24(2),1947,2,-,1,-,0.4,82.2,2.1,1,6.64
Niclas Füllkrug,Werder Bremen, 28, FW,,,10(9),879,6,-,1,-,1.8,57.5,2.9,1,6.64
Nadiem Amiri,Leverkusen, 24, M(CLR),,,20(9),1888,2,6,5,-,1.4,85.5,0.1,-,6.64
Frederik Rönnow,Schalke, 28, GK,,,10(1),945,-,-,-,-,-,71.4,0.3,-,6.63
Elvis Rexhbecaj,FC Koln, 23, M(C),,,20(10),1835,5,2,4,-,0.9,66.3,0.4,2,6.63
Florian Müller,Freiburg, 23, GK,,,31,2790,-,-,-,-,-,64.7,0.2,2,6.63
Marco John,Hoffenheim, 19, M(L),,,12(2),999,-,-,1,-,0.4,76.8,0.6,-,6.63
Manuel Gulde,Freiburg, 30, D(C),,,22(5),1959,2,-,3,-,0.3,87.6,1.7,-,6.62
Wendell,Leverkusen, 27, D(CL),M(L),,15(7),1454,-,-,3,-,0.3,86,0.8,-,6.62
Daley Sinkgraven,Leverkusen, 25, D(L),M(CL),,19(3),1574,-,-,4,-,0.3,81.9,0.4,-,6.62
Robin Zentner,Mainz, 26, GK,,,31,2790,-,-,2,-,0.1,60.2,0.3,-,6.62
Manuel Neuer,Bayern, 35, GK,,,33,2970,-,-,1,-,-,84.2,0.1,1,6.61
Bouna Sarr,Bayern, 29, D(R),M(CLR),,5(3),450,-,1,1,-,0.4,90.1,1,-,6.61
Ermedin Demirovic,Freiburg, 23, FW,,,19(11),1510,5,6,7,-,1.4,53,1.3,-,6.61
Manuel Prietl,Arminia Bielefeld, 29, M(C),,,28,2518,1,1,3,-,0.6,79.8,1.2,-,6.61
Charles Aránguiz,Leverkusen, 32, M(C),,,20(1),1676,-,-,4,-,0.2,85.8,0.5,-,6.61
Almamy Touré,Eintracht Frankfurt, 25, D(CR),M(R),,8(9),703,1,1,2,-,0.9,67.8,1.1,-,6.61
Makoto Hasebe,Eintracht Frankfurt, 37, D(CR),M(CR),,26(3),2291,-,-,5,-,0.1,88.4,1.1,-,6.60
Kevin Akpoguma,Hoffenheim, 26, D(CR),,,14(2),1186,1,-,1,-,0.1,82.2,1.4,-,6.60
Josuha Guilavogui,Wolfsburg, 30, D(C),M(C),,7(13),737,-,-,3,-,0.3,84.1,1.1,2,6.60
Anderson Lucoqui,Arminia Bielefeld, 23, D(L),,,18(3),1607,-,-,5,-,0.4,67,1.2,-,6.60
Leonardo Bittencourt,Werder Bremen, 27, M(CLR),FW,,19(8),1522,4,1,3,-,1.6,76,0.4,2,6.60
Alexander Schwolow,Hertha Berlin, 29, GK,,,26,2340,-,-,-,-,-,77.3,0.2,2,6.60
Peter Pekarík,Hertha Berlin, 34, D(LR),,,22(1),1703,3,1,4,-,0.3,82.7,0.7,-,6.59
Aleksandar Dragovic,Leverkusen, 30, D(CR),,,11(7),1131,1,-,3,-,0.2,88.9,1.3,1,6.59
Sebastian Rode,Eintracht Frankfurt, 30, D(R),M(C),,19(8),1630,1,-,10,-,0.1,85.5,0.7,-,6.59
Florian Kainz,FC Koln, 28, AM(CLR),,,6(2),451,1,-,1,-,1.1,70.9,0.5,-,6.59
Santiago Ascacibar,Hertha Berlin, 24, DMC,,,8(5),762,1,-,2,-,0.5,82.3,0.7,-,6.59
Mitchell Weiser,Leverkusen, 27, D(R),M(R),,2(3),225,1,-,-,-,0.4,82.7,0.6,-,6.59
Lukas Klostermann,RBL, 24, D(CLR),M(R),,15(8),1445,1,-,2,-,0.5,87,0.7,-,6.58
Philipp Lienhart,Freiburg, 24, D(C),,,34,2994,4,-,4,-,0.3,85,1.7,-,6.58
Stefan Posch,Hoffenheim, 24, D(CR),,,25(1),2124,-,-,9,1,0.4,79,2,1,6.58
Jérôme Roussillon,Wolfsburg, 28, D(L),M(L),,14(6),1231,-,2,-,-,0.6,77.3,0.6,-,6.58
Maximilian Philipp,Wolfsburg, 27, AM(CLR),FW,,13(11),1115,6,2,3,-,1.3,76,0.4,1,6.58
Oliver Baumann,Hoffenheim, 31, GK,,,31,2790,-,-,1,-,-,74.7,0.3,-,6.58
Felix Passlack,Borussia Dortmund, 23, D(LR),M(CR),,3(4),359,1,-,-,-,0.7,82.7,-,-,6.58
Philipp Pentke,Hoffenheim, 36, GK,,,3,270,-,-,-,-,-,82.2,0.3,-,6.58
Julian Brandt,Borussia Dortmund, 25, M(CLR),FW,,17(14),1494,3,2,-,-,0.7,85.2,0.2,1,6.58
David Abraham,Eintracht Frankfurt, 34, D(C),,,14,1224,1,-,3,1,0.7,84.4,2.2,-,6.58
Reece Oxford,Augsburg, 22, D(C),DMC,,13(11),1350,-,-,2,-,0.3,82,2.2,1,6.58
Edimilson Fernandes,Mainz, 25, M(CR),,,9(5),841,-,1,1,-,0.9,76.8,0.4,1,6.58
Moussa Niakhaté,Mainz, 25, D(CL),,,32,2867,3,1,8,1,0.3,75.3,2.1,-,6.58
Suat Serdar,Schalke, 24, M(C),,,24(1),1958,1,2,3,-,1.3,75.8,0.6,-,6.58
Karim Onisiwo,Mainz, 29, AM(LR),FW,,19(12),1843,4,-,2,-,1.7,64.9,1.9,1,6.57
Milot Rashica,Werder Bremen, 24, AM(CLR),FW,,14(10),1464,3,1,-,-,1.8,73.2,0.3,1,6.56
Mark Uth,Schalke, 29, AM(CR),FW,,18(2),1499,3,1,5,-,1.8,80,0.4,1,6.56
Nemanja Radonjic,Hertha Berlin, 25, AM(LR),,,5(7),610,1,2,1,-,1.3,67.9,0.3,1,6.56
Niklas Stark,Hertha Berlin, 26, D(C),DMC,,31(2),2794,-,-,2,-,0.3,82.8,2.1,-,6.56
Loris Karius,Union Berlin, 27, GK,,,3(1),291,-,-,-,-,-,57.6,0.5,-,6.56
Jirí Pavlenka,Werder Bremen, 29, GK,,,34,3060,-,-,2,-,-,70.4,0.3,2,6.56
Marcel Hartel,Arminia Bielefeld, 25, M(CL),,,20(2),1692,-,-,1,-,1,77.3,0.5,-,6.56
Tuta,Eintracht Frankfurt, 21, D(C),,,16(3),1459,-,-,5,-,0.2,84.7,1.7,-,6.56
Thorgan Hazard,Borussia Dortmund, 28, M(CLR),FW,,8(8),653,1,3,-,-,0.6,85.9,0.1,-,6.55
