Name,Team,Age,Main_role,Secondary_role,third_role,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
Mackenzie Chapman,Oldham, 0, Goalkeeper,,,0(1),45,-,-,-,-,-,69.2,-,-,6.20
Nile Ranger,Southend, 30, FW,,,0(1),12,-,-,-,-,-,33.3,2,-,6.20
Jack Roles,Stevenage, 22, AM(C),,,1(1),58,-,-,-,-,0.5,65.2,-,-,6.20
Jack Hindle,Barrow, 27, Forward,,,1(1),65,-,-,-,-,-,45.5,1,-,6.20
Stefan Payne,Grimsby, 29, FW,,,10(3),823,1,1,2,1,1.2,59.2,1.2,-,6.19
Mark Cullen,Port Vale, 29, FW,,,8(10),687,2,-,-,-,0.6,67.7,0.6,1,6.19
Jayden Reid,Walsall, 20, Forward,,,1,46,-,-,-,-,1,75,-,-,6.19
Josh Wright,Leyton Orient, 31, M(C),,,4(5),373,1,-,1,-,0.4,76.5,0.6,-,6.19
Tom Walker,Harrogate, 25, M(L),,,1(6),130,-,-,-,-,0.4,81.3,0.3,-,6.19
Zeli Ismail,Bradford, 27, AM(R),,,1(2),101,-,-,-,-,-,76,1,-,6.19
Matt Stevens,Stevenage, 23, FW,,,4(14),540,1,-,1,-,0.9,69.3,0.4,-,6.18
Sam Ashford,Crawley, 25, Forward,,,2(6),219,-,-,-,-,0.3,56.1,0.9,-,6.18
Jaden Charles,Mansfield, 19, Defender,,,0(2),17,-,-,-,-,-,75,1,-,6.18
Josh Dixon,Carlisle, 20, Midfielder,,,0(2),25,-,-,-,-,-,54.5,0.5,-,6.18
Ben Seymour,Exeter, 22, FW,,,8(25),828,1,-,-,-,0.7,62.7,0.8,-,6.18
Ira Jackson Jr,Grimsby, 0, FW,,,7(13),710,3,-,1,-,0.6,63.6,0.6,-,6.18
Reuben Reid,Cheltenham, 32, FW,,,4(8),382,2,-,-,-,0.8,72,0.1,-,6.17
Aaron Jarvis,Scunthorpe, 23, FW,,,6(7),597,2,-,2,-,1,61.3,2.1,-,6.17
Jordan Thomas,Leyton Orient, 20, Defender,,,1,78,-,-,-,-,1,79.3,1,-,6.17
Michael Klass,Southend, 22, Midfielder,,,0(2),33,-,-,1,-,1,57.1,0.5,-,6.17
Davide Rodari,Crawley, 0, Forward,,,1(11),204,1,-,1,-,0.4,56.6,1.2,-,6.17
Serhat Tasdemir,Oldham, 20, Midfielder,,,4(4),328,-,-,-,-,0.8,76.6,0.9,-,6.17
Jayden Reid,Barrow, 20, Forward,,,2(8),266,-,-,-,-,0.7,83.3,0.2,-,6.16
Brandon Comley,Bolton, 25, DMC,,,5(5),481,-,-,4,-,0.1,86.2,0.6,-,6.16
Joshua Bohui,Colchester, 22, Forward,,,0(13),152,1,-,-,-,0.2,80.9,0.2,-,6.15
Tyrone Marsh,Stevenage, 27, Forward,,,4(6),427,-,-,-,-,0.9,66.1,0.3,-,6.15
Luke Armstrong,Salford City, 24, FW,,,1(3),130,-,-,-,-,0.3,77.1,1,-,6.15
Tarryn Allarakhia,Crawley, 23, AM(CR),,,8(9),729,-,1,-,1,0.4,76.4,0.4,-,6.15
Ben Pringle,Morecambe, 31, AM(CLR),,,4(7),372,-,1,-,-,0.2,77.4,0.3,-,6.15
Sean Scannell,Grimsby, 30, M(LR),FW,,5(6),490,-,-,-,-,0.3,66.2,0.4,-,6.15
Mace Goodridge,Barrow, 21, Midfielder,,,0(2),78,-,-,-,-,-,73.8,1,-,6.15
Brandon Goodship,Southend, 26, AM(CL),FW,,15(14),1412,1,-,-,-,0.9,69.2,0.2,-,6.14
Alex Denny,Morecambe, 21, DMC,,,1(5),100,-,-,-,-,0.2,79.1,0.8,-,6.13
Isaac Hutchinson,Forest Green, 21, M(CR),,,3(8),271,-,2,-,-,0.5,59,0.1,-,6.13
Alfie Williams,Stevenage, 0, Midfielder,,,0(1),7,-,-,-,-,-,100,-,-,6.13
Aramide Oteh,Colchester, 22, AM(L),FW,,4(9),451,1,1,1,-,0.8,78.1,0.4,-,6.13
Ashley Baker,Newport, 24, D(R),M(R),,1(3),155,-,-,-,-,-,51.4,1,-,6.13
Kazaiah Sterling,Southend, 22, Forward,,,5(5),490,-,-,-,-,0.1,65.3,0.6,-,6.13
Dimitri Sea,Barrow, 0, Forward,,,0(8),78,-,-,-,-,0.5,80.8,0.3,-,6.13
Joe Bunney,Grimsby, 27, D(L),,,3(2),358,-,-,-,1,0.4,55.6,1.8,-,6.12
Kian Scales,Bradford, 19, Midfielder,,,6(14),647,1,-,1,-,0.4,79.7,0.2,-,6.12
Jake Burton,Tranmere, 19, Forward,,,1(1),41,-,-,-,-,-,71.4,-,-,6.12
Sam Smith,Tranmere, 23, FW,,,2(3),262,-,-,1,-,1.2,70.1,2.4,-,6.12
Virgil Gomis,Grimsby, 22, Forward,,,0(5),164,-,-,-,-,1.2,64.6,0.2,-,6.12
Ethan Walker,Carlisle, 18, Forward,,,4(13),483,-,-,1,-,0.8,65.3,0.2,-,6.12
Marcus Maddison,Bolton, 27, AM(CR),,,4(6),344,-,-,-,1,1.5,53.3,0.1,-,6.11
Junior Tchamadeu,Colchester, 0, D(R),,,8(3),730,-,-,1,-,0.1,64.4,0.3,-,6.11
Emmanuel Dieseruvwe,Salford City, 27, FW,,,1(13),232,-,-,1,-,0.3,56,1.8,-,6.11
Gavin Reilly,Carlisle, 28, FW,,,3(13),418,-,-,1,-,0.9,64.9,0.3,-,6.10
James Dayton,Leyton Orient, 32, M(CR),,,4(8),281,-,-,-,-,0.1,87.2,0.1,-,6.10
Billy Crellin,Bolton, 20, GK,,,11,990,-,-,-,-,-,65.4,0.4,-,6.10
Jordan Stevens,Bradford, 21, AM(R),,,1(15),231,-,-,-,-,0.1,64.8,0.1,-,6.09
Harry Phillips,Southend, 23, Midfielder,,,0(1),11,-,-,-,-,-,76.9,-,-,6.09
Martin Smith,Salford City, 25, Midfielder,,,1(3),63,-,-,2,-,-,83.1,-,-,6.09
Marcus Barnes,Oldham, 24, Forward,,,1(7),197,-,-,-,-,0.9,72.4,0.5,-,6.09
Mitchell Roberts,Harrogate, 0, Defender,,,4,271,-,-,1,-,-,65.6,0.5,-,6.09
Josh Andrews,Harrogate, 0, Forward,,,0(3),10,-,-,-,-,-,57.1,1,-,6.09
Matthew Foulds,Bradford, 23, Defender,,,0(3),43,-,-,-,-,-,68.6,-,-,6.08
Luis Adlard,Grimsby, 0, Forward,,,0(3),34,-,-,-,-,-,70,0.3,-,6.07
Harry Vaughan,Oldham, 0, Forward,,,0(6),62,-,-,1,-,0.2,86.4,-,-,6.07
Zak Elbouzedi,Bolton, 23, Midfielder,,,2(12),270,-,-,-,-,0.4,74.5,0.1,-,6.06
Oliver Sarkic,Mansfield, 23, AM(LR),FW,,0(4),47,-,-,-,-,0.3,80,-,-,6.06
Louis Boyd,Grimsby, 0, Midfielder,,,0(1),20,-,-,-,-,-,100,-,-,6.06
Luke Hallett,Forest Green, 18, Forward,,,0(1),7,-,-,-,-,-,71.4,1,-,6.06
Harry McKirdy,Port Vale, 24, AM(L),,,2(6),255,-,-,-,-,1,68.8,0.4,-,6.05
Indiana Vassilev,Cheltenham, 20, AM(L),,,0(12),206,-,-,-,-,0.3,75,0.4,-,6.05
Stefan Payne,Tranmere, 29, FW,,,1(3),45,-,-,-,-,-,46.2,0.5,-,6.05
Charlie Kelman,Southend, 19, FW,,,2(1),200,-,-,-,-,0.3,73,1.3,-,6.05
Eren Kinali,Southend, 21, Midfielder,,,0(2),25,-,-,-,-,-,50,1.5,-,6.05
Harvey Sayer,Colchester, 18, Defender,,,0(4),11,-,-,-,-,-,81.8,0.3,-,6.05
Jack Evans,Forest Green, 20, Defender,,,0(2),11,-,-,-,-,0.5,100,-,-,6.05
Austin Samuels,Bradford, 20, Forward,,,6(6),523,-,-,-,-,1,76.9,0.6,-,6.04
Mustapha Olagunju,Port Vale, 19, Defender,,,2(4),135,-,-,-,-,-,57.7,-,-,6.03
Sammie McLeod,Colchester, 21, Midfielder,,,0(1),7,-,-,-,-,-,-,-,-,6.03
Shawn McCoulsky,Forest Green, 24, Forward,,,0(2),5,-,-,-,-,-,40,0.5,-,6.03
Louis Walsh,Southend, 20, Midfielder,,,2(3),200,-,-,2,-,0.6,76.9,0.2,-,6.03
Alex Addai,Cheltenham, 27, FW,,,0(10),112,-,-,-,-,0.2,76.9,-,-,6.02
Derick Osei Yaw,Walsall, 22, Forward,,,1(10),179,-,-,1,-,0.1,70,0.1,-,6.02
Joseph Starbuck,Grimsby, 18, Midfielder,,,0(6),74,-,-,1,-,0.2,79.4,-,-,6.02
Alhagi Sisay,Grimsby, 0, Forward,,,0(1),11,-,-,-,-,-,100,-,-,6.02
Jacob Mellis,Southend, 30, AM(CLR),,,0(3),29,-,-,-,-,0.7,80,-,-,6.02
Jayden Sweeney,Leyton Orient, 19, Defender,,,0(1),5,-,-,-,-,-,100,-,-,6.02
Tristan Abrahams,Leyton Orient, 22, FW,,,3(11),418,-,-,1,-,0.4,65.5,0.2,-,6.02
Ronan Darcy,Bolton, 20, AM(C),,,1(7),187,-,-,1,-,0.3,87.6,-,-,6.01
Harry Kite,Exeter, 20, Midfielder,,,1(3),68,-,-,-,-,-,64.4,0.3,-,6.01
Jahmal Hector-Ingram,Stevenage, 22, Forward,,,0(1),6,-,-,-,-,-,-,1,-,6.01
Oliver Coker,Southend, 0, Midfielder,,,0(1),2,-,-,-,-,-,100,-,-,6.01
Junior Luamba,Oldham, 0, Forward,,,1(1),73,-,-,-,-,2,47.1,1.5,-,6.01
Harry Jessop,Scunthorpe, 18, Forward,,,0(3),38,-,-,-,-,0.3,71.4,-,-,6.00
Billy Cracknell,Colchester, 19, Defender,,,0(1),1,-,-,-,-,-,-,-,-,6.00
Jackson Longridge,Bradford, 26, D(L),,,0(2),2,-,-,-,-,-,-,-,-,6.00
Joe Willis,Walsall, 0, Midfielder,,,0(2),2,-,-,-,-,-,60,-,-,6.00
Joey Jones,Salford City, 27, DMC,,,0(1),1,-,-,-,-,-,-,-,-,6.00
Lewis Bell,Carlisle, 18, Midfielder,,,0(1),1,-,-,-,-,-,-,-,-,6.00
Marley Marshall,Colchester, 18, Midfielder,,,0(1),1,-,-,-,-,-,-,-,-,6.00
Thomas Stagg,Colchester, 18, Forward,,,0(1),7,-,-,-,-,-,-,-,-,6.00
Micah Obiero,Carlisle, 20, Forward,,,0(4),26,-,-,-,-,0.3,86.7,-,-,6.00
Connor Malley,Carlisle, 21, Midfielder,,,0(3),7,-,-,-,-,-,100,-,-,5.99
Cedwyn Scott,Carlisle, 22, Forward,,,0(7),53,-,-,-,-,0.1,68.8,0.1,-,5.99
Charlie Jolley,Tranmere, 20, Forward,,,0(2),48,-,-,-,-,0.5,40,-,-,5.99
Jordan Dyer,Exeter, 21, Defender,,,0(1),7,-,-,-,-,-,-,-,-,5.99
Olufela Olomola,Scunthorpe, 23, FW,,,0(5),58,-,-,-,-,0.2,75,-,-,5.99
Mikael Ndjoli,Barrow, 22, Forward,,,0(2),9,-,-,-,-,-,100,-,-,5.99
Jorge Sikora,Bradford, 19, Defender,,,1,75,-,-,-,-,-,69.8,1,-,5.98
Lewis Butroid,Scunthorpe, 22, Defender,,,0(1),2,-,-,-,-,-,-,-,-,5.98
Rob Howard,Southend, 21, Defender,,,0(2),25,-,-,-,-,-,11.1,0.5,-,5.98
Matt Young,Leyton Orient, 18, Midfielder,,,0(1),6,-,-,-,-,-,100,-,-,5.97
Kenny Coker,Southend, 0, Defender,,,0(2),31,-,-,-,-,-,33.3,-,-,5.96
Scott Flinders,Cheltenham, 34, GK,,,2,180,-,-,-,-,-,46.2,-,-,5.96
Andrew Dallas,Cambridge U, 21, Forward,,,0(1),11,-,-,-,-,-,50,-,-,5.95
Daniel Bramall,Barrow, 22, Midfielder,,,0(3),66,-,-,-,-,0.3,69.6,0.3,-,5.95
Rumarn Burrell,Bradford, 20, Forward,,,0(2),10,-,-,-,-,-,-,-,-,5.95
Callum Gribbin,Barrow, 22, Midfielder,,,0(1),23,-,-,-,-,-,85.7,-,-,5.94
Jake Wright,Mansfield, 35, D(C),,,0(2),13,-,-,1,-,-,45.5,0.5,-,5.93
Will Sutton,Oldham, 0, Defender,,,0(1),18,-,-,1,-,-,92.6,-,-,5.93
Kenan Dunnwald-Turan,Scunthorpe, 25, Forward,,,1(4),135,-,-,-,-,0.6,78,0.2,-,5.92
Finlay Hurford-Lockett,Bolton, 18, Midfielder,,,0(1),14,-,-,-,-,-,100,-,-,5.91
Sam Russell,Grimsby, 38, GK,,,5,450,-,-,1,-,-,58.1,0.2,-,5.91
Ricardo German,Crawley, 22, Forward,,,1(3),132,-,-,-,-,0.8,65.2,0.3,-,5.91
Lewis Gard,Southend, 21, Midfielder,,,1(2),111,-,-,-,-,-,70,0.7,-,5.89
Mark Wright,Crawley, 34, Midfielder,,,1,46,-,-,-,-,-,46.2,-,-,5.84
Bilel Mohsni,Grimsby, 33, Defender,,,0(1),20,-,-,-,-,-,50,-,-,5.79
Isaac Hutchinson,Southend, 21, M(CR),,,2,180,-,-,1,-,1.5,73.6,0.5,-,5.78
Alistair Smith,Mansfield, 22, Midfielder,,,0(1),6,-,-,1,-,-,50,-,-,5.77
Aaron O'Driscoll,Mansfield, 22, Defender,,,1(2),62,-,-,-,1,-,67.6,1,-,5.69
