Name,Team,Age,Main_role,Secondary_role,third_role,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
Ivan Sunjic,Birmingham, 24, DMC,,,38(5),3346,-,-,9,-,0.9,70.4,0.9,-,6.41
Nuno da Costa,Nottingham Forest, 30, AM(LR),FW,,1(1),99,-,-,-,-,0.5,57.1,0.5,-,6.41
Jack Walton,Barnsley, 23, GK,,,24,2160,-,-,1,-,-,35.7,0.4,-,6.41
Djed Spence,Middlesbrough, 20, D(R),M(R),,22(16),2086,1,-,1,-,0.3,70.4,1.3,-,6.41
Bradley Collins,Barnsley, 24, GK,,,24,2160,-,-,1,-,-,35.8,0.3,-,6.41
Shaun MacDonald,Rotherham, 32, DMC,,,15(4),1119,-,-,2,-,0.2,71.3,1.7,-,6.41
Joey Pelupessy,Sheff Wed, 28, DMC,,,24(15),2377,-,-,3,-,0.5,83.2,0.7,-,6.41
Carlos Sánchez,Watford, 35, D(C),M(C),,2(7),267,-,-,-,-,0.2,81.8,1,-,6.40
Riley McGree,Birmingham, 22, AM(C),,,8(7),737,1,-,1,-,0.7,77.3,0.5,-,6.40
Sone Aluko,Reading, 32, AM(CLR),FW,,9(24),977,2,1,-,-,0.6,80.6,0.2,-,6.40
Przemyslaw Placheta,Norwich, 23, AM(L),,,10(16),1121,1,-,1,-,1.3,80.8,0.2,1,6.40
Alen Halilovic,Birmingham, 24, AM(CR),,,9(8),787,1,-,1,-,0.9,74.5,0.1,-,6.40
Tyler Blackett,Nottingham Forest, 27, D(CL),M(L),,9(5),839,-,-,-,-,0.3,71,1.4,-,6.40
John Buckley,Blackburn, 21, M(C),,,7(21),987,1,1,1,-,0.4,77.3,0.4,-,6.40
Brad Potts,Preston, 26, AM(CLR),,,22(20),2122,5,1,2,-,1.5,75.6,1.3,1,6.40
Luke Freeman,Nottingham Forest, 29, AM(CLR),,,16(7),1278,1,-,1,-,0.8,77.7,0.5,-,6.40
Freddie Ladapo,Rotherham, 28, AM(R),FW,,23(19),2104,9,-,-,-,1.5,65.2,1.8,2,6.40
Henri Lansbury,Bristol City, 30, M(C),,,12(4),957,-,1,5,1,0.3,68.1,0.8,-,6.39
Ben Thompson,Millwall, 25, AM(C),,,16(14),1352,3,-,1,-,0.7,71.2,0.8,1,6.39
Nathaniel Mendez-Laing,Middlesbrough, 29, AM(LR),,,2(7),295,1,1,-,-,0.6,73.8,0.8,-,6.39
Ryley Towler,Bristol City, 20, Midfielder,,,3,173,-,-,1,-,-,68.2,0.3,-,6.39
Yaya Sanogo,Huddersfield, 28, FW,,,5(4),490,-,-,-,-,1.1,66.7,3.9,-,6.39
Paul Gallagher,Preston, 36, M(CLR),,,6(7),574,-,-,-,-,0.5,75.1,0.2,-,6.39
Anis Mehmeti,Wycombe, 20, AM(C),,,18(11),1498,3,1,3,-,1.1,68.8,0.6,1,6.38
Sam Surridge,Bournemouth, 22, FW,,,7(22),1012,4,1,2,-,0.8,66.8,0.8,-,6.38
Taylor Moore,Bristol City, 24, D(CR),,,16(6),1368,-,-,3,-,0.3,76.4,2.8,1,6.38
Kelle Roos,Derby, 29, GK,,,13(1),1218,-,-,-,-,-,53.3,0.5,-,6.38
Ryan Tunnicliffe,Luton, 28, M(CLR),,,17(7),1417,2,-,2,-,0.6,78.7,0.6,1,6.38
Ben Jackson,Huddersfield, 20, D(L),,,1,57,-,-,-,-,-,28.6,-,-,6.38
Greg Cunningham,Cardiff, 30, D(CL),M(L),,3(2),286,-,-,1,-,-,72,1.4,-,6.38
Jack Clarke,Stoke, 20, AM(R),,,6(8),585,-,1,2,-,0.6,75.9,0.2,-,6.38
Kenneth Zohore,Millwall, 27, FW,,,10(7),869,2,-,-,-,1.3,56.3,2.6,-,6.38
Saman Ghoddos,Brentford, 27, AM(CLR),FW,,16(27),1515,3,2,1,-,0.8,72.1,0.4,2,6.38
Mark Harris,Cardiff, 22, FW,,,6(10),647,3,1,-,-,0.5,78.2,0.4,-,6.38
Trevor Clarke,Rotherham, 23, Defender,,,1(8),189,-,-,-,-,0.3,41,0.6,-,6.38
Tom Bradshaw,Millwall, 28, AM(C),FW,,12(17),1048,4,-,-,-,1,62.1,1.4,-,6.38
Sean Maguire,Preston, 27, AM(LR),FW,,15(14),1359,3,2,4,-,0.9,74.3,1.3,1,6.38
Josh Harrop,Preston, 25, AM(CL),,,1(4),191,-,-,1,-,0.2,75.3,0.2,-,6.38
Glenn Murray,Nottingham Forest, 37, FW,,,8(8),722,2,-,1,-,1.1,54,2.7,1,6.37
Niko Hämäläinen,QPR, 24, D(L),M(L),,18(4),1736,-,-,4,-,0.5,70.3,1,-,6.37
Josh Coburn,Middlesbrough, 18, Forward,,,0(4),49,1,-,-,-,0.5,25,1.8,-,6.37
Kilian Ludewig,Barnsley, 21, D(R),M(R),,3(1),309,-,-,1,-,0.5,55.7,0.3,-,6.37
Aaron Rowe,Huddersfield, 20, M(LR),,,10(10),990,1,1,1,-,0.7,75.6,0.3,1,6.37
Steve Seddon,Birmingham, 23, D(L),M(L),,6(1),455,-,1,1,-,0.6,57.2,1.9,-,6.37
Angus Gunn,Stoke, 25, GK,,,14(1),1305,-,1,2,-,-,56.2,0.1,-,6.37
Anthony Gordon,Preston, 20, AM(L),,,5(6),514,-,-,1,-,1,77.4,0.2,-,6.37
Joe Morrell,Luton, 24, DMC,,,5(5),453,-,-,-,-,0.3,83.4,0.3,-,6.36
Stewart Downing,Blackburn, 36, D(L),M(CLR),,2(16),537,-,2,-,-,0.3,86,0.1,-,6.36
Marcel Ritzmaier,Barnsley, 28, D(L),M(CL),,3,199,-,-,1,-,-,74.7,1,-,6.36
Zach Jeacock,Birmingham, 20, Goalkeeper,,,2,180,-,-,-,-,-,64,-,-,6.36
Michael Rose,Coventry, 25, D(C),,,15(2),1227,-,1,1,1,0.3,74.5,2.5,-,6.35
Jack Wilshere,Bournemouth, 29, M(CLR),,,9(6),714,1,1,1,1,0.1,88.2,0.5,-,6.35
George Evans,Derby, 26, D(C),DMC,,5(1),451,-,-,1,-,0.2,76.9,1.2,-,6.35
Steven Sessegnon,Bristol City, 21, D(LR),,,10(6),978,-,1,-,-,0.2,69.5,0.8,-,6.35
Jordan Williams,Barnsley, 21, D(CLR),,,7(16),933,-,1,-,-,0.3,65.1,1,-,6.35
Cameron Dawson,Sheff Wed, 25, GK,,,8,720,-,-,-,-,-,40.8,0.3,-,6.35
Elias Kachunga,Sheff Wed, 29, AM(CLR),FW,,9(18),950,-,2,2,-,0.5,74.8,0.9,-,6.35
Isaac Success,Watford, 25, AM(LR),FW,,3(7),358,1,-,2,-,0.5,67.8,0.9,-,6.34
Yan Dhanda,Swansea, 22, AM(C),,,14(13),1340,1,3,2,-,1,73.8,0.3,-,6.34
Ben Wilson,Coventry, 28, GK,,,26(1),2341,-,-,1,-,-,51.7,0.2,-,6.34
Isaiah Brown,Sheff Wed, 24, AM(CL),FW,,4(15),529,-,1,1,-,0.3,69.5,0.7,1,6.34
Patrick Roberts,Derby, 24, AM(CR),,,7(8),675,1,1,1,-,0.7,82.2,-,-,6.34
Han-Noah Massengo,Bristol City, 19, DMC,,,18(9),1511,-,-,1,-,0.3,80,0.6,-,6.34
Corry Evans,Blackburn, 30, DMC,M(R),,11(7),812,-,2,2,-,0.5,83.1,0.6,-,6.34
James Shea,Luton, 29, GK,,,7,630,-,-,1,-,-,52.5,0.3,-,6.34
Liam Shaw,Sheff Wed, 20, DMC,,,13(6),982,1,-,1,2,0.5,78.1,1.7,-,6.34
Yan Valery,Birmingham, 22, D(R),M(R),,2(5),234,-,-,-,-,-,49.2,1.6,-,6.33
Elliot Simoes,Barnsley, 21, AM(CL),,,4(4),324,1,-,-,-,0.6,68.4,0.5,-,6.33
Herbie Kane,Barnsley, 22, DMC,,,6(18),910,-,-,1,-,0.5,63.1,0.9,-,6.33
Josh Eccles,Coventry, 21, M(C),,,2(5),344,-,-,-,-,0.3,71.7,0.1,-,6.33
