Name,Total_shots,OutOfBox,SixYardBox,PenaltyArea,League
Luisinho,0.2,0.2,-,-,La_Liga
Takefusa Kubo,0.6,-,-,0.6,La_Liga
Franco Vázquez,0.2,0.1,-,0.1,La_Liga
Ángel Rodríguez,1.2,0.3,0.1,0.8,La_Liga
Jon Bautista,0.6,0.1,-,0.4,La_Liga
Abdallahi Mahmoud,-,-,-,-,La_Liga
José Manuel Fontán,0.4,0.1,0.1,0.2,La_Liga
Hugo Duro,0.5,-,0.5,-,La_Liga
Iñigo Córdoba,0.7,-,-,0.7,La_Liga
Kenan Kodro,0.4,0.1,0.1,0.2,La_Liga
Kingsley Fobi,-,-,-,-,La_Liga
Vitolo,0.2,-,-,0.2,La_Liga
Javier López,0.1,-,-,0.1,La_Liga
Urko Gonzalez,-,-,-,-,La_Liga
Miguel Baeza,0.5,-,-,0.4,La_Liga
Manuel Nieto,0.5,-,0.5,-,La_Liga
Moussa Dembele,1.2,-,-,1.2,La_Liga
Juan Sánchez Miño,-,-,-,-,La_Liga
Sergio León,0.7,0.2,0.1,0.4,La_Liga
Augusto Fernández,-,-,-,-,La_Liga
Ricard Sánchez,1,-,-,1,La_Liga
Francisco Portillo,-,-,-,-,La_Liga
Chimy Avila,1,0.6,-,0.4,La_Liga
Jason,0.3,0.2,0.1,0.1,La_Liga
Oier Zarraga,0.2,-,-,0.2,La_Liga
Yann Bodiger,-,-,-,-,La_Liga
Yan Eteki,0.3,0.2,-,0.1,La_Liga
Alberto Soro,0.1,-,0.1,0.1,La_Liga
Cheick Doukouré,-,-,-,-,La_Liga
Rubén Blanco,-,-,-,-,La_Liga
Waldo Rubio,0.9,0.4,-,0.5,La_Liga
Borja Sainz,0.3,0.1,-,0.1,La_Liga
Aritz Arambarri,-,-,-,-,La_Liga
Víctor Rodríguez,-,-,-,-,La_Liga
Sofian Chakla,1,-,-,1,La_Liga
Victor Mollejo,-,-,-,-,La_Liga
Juan Brunet,-,-,-,-,La_Liga
Damian Kadzior,0.8,0.5,-,0.3,La_Liga
Adrián Marín,0.2,-,-,0.2,La_Liga
Álex Martín,-,-,-,-,La_Liga
Sergio Benito,-,-,-,-,La_Liga
Filip Malbasic,0.3,0.1,-,0.2,La_Liga
Juan Carlos Real,0.3,0.1,-,0.3,La_Liga
John Guidetti,0.5,0.1,0.1,0.3,La_Liga
Joaquín Muñoz,0.3,-,-,0.3,La_Liga
Cristiano Piccini,0.3,0.3,-,-,La_Liga
Raúl Navas,-,-,-,-,La_Liga
Yoel Rodríguez,-,-,-,-,La_Liga
Koffi,-,-,-,-,La_Liga
Youssouf Kone,-,-,-,-,La_Liga
Carles Aleñá,0.5,-,-,0.5,La_Liga
Stephane Paul Keller,-,-,-,-,La_Liga
Marc Cardona,0.3,-,-,0.3,La_Liga
Darío Poveda,-,-,-,-,La_Liga
Ramón Azeez,1,0.5,-,0.5,La_Liga
Tomás Tavares,-,-,-,-,La_Liga
Javi Moyano,-,-,-,-,La_Liga
Patrick Cutrone,0.4,0.1,-,0.3,La_Liga
Luismi,-,-,-,-,La_Liga
Rubén Sobrino,-,-,-,-,La_Liga
Sergi García,-,-,-,-,La_Liga
Sabit Abdulai,-,-,-,-,La_Liga
Kelechi Nwakali,-,-,-,-,La_Liga
Koba Koindredi,-,-,-,-,La_Liga
Quique González,0.3,0.1,-,0.3,La_Liga
Nino,0.2,-,-,0.2,La_Liga
Álex Blesa,-,-,-,-,La_Liga
David Juncà,-,-,-,-,La_Liga
Hugo Sotelo,-,-,-,-,La_Liga
Mamor Niang,1,-,-,1,La_Liga
Miguel Rodriguez,-,-,-,-,La_Liga
Ramón Folch,-,-,-,-,La_Liga
Sergio Cubero,-,-,-,-,La_Liga
Facundo Ferreyra,0.5,0.1,0.2,0.3,La_Liga
Giorgi Kochorashvili,0.3,0.3,-,-,La_Liga
Bobby Adekanye,0.3,-,-,0.3,La_Liga
Álex Millán,-,-,-,-,La_Liga
Sergio González,1,-,1,-,La_Liga
David Gil,-,-,-,-,La_Liga
Gabriel Veiga,-,-,-,-,La_Liga
Borja Mayoral,-,-,-,-,La_Liga
Daniel Plomer,-,-,-,-,La_Liga
John Patrick,0.3,0.2,-,0.2,La_Liga
Álvaro Bastida,-,-,-,-,La_Liga
Nano Mesa,-,-,-,-,La_Liga
Josete Miranda,0.3,-,-,0.3,La_Liga
Ferro,-,-,-,-,La_Liga
Isma Ruiz,-,-,-,-,La_Liga
Lautaro de León,-,-,-,-,La_Liga
Unai Arietaleanizbeaskoa,0.3,0.3,-,-,La_Liga
Gerónimo Rulli,-,-,-,-,La_Liga
John Donald,-,-,-,-,La_Liga
Marc Baró,1,1,-,-,La_Liga
Rubén Martínez,-,-,-,-,La_Liga
Koke Vegas,-,-,-,-,La_Liga
Unai Dufur,-,-,-,-,La_Liga
Eñaut Mendía,1,1,-,-,La_Liga
Jokin Ezkieta,-,-,-,-,La_Liga
Fabian Bredlow,-,-,-,-,Bundesliga
Robert Lewandowski,4.7,0.8,0.6,3.4,Bundesliga
Erling Haaland,3.3,0.3,0.5,2.6,Bundesliga
Joshua Kimmich,1.4,1,-,0.3,Bundesliga
Jadon Sancho,2,0.4,-,1.6,Bundesliga
André Silva,3.7,0.5,0.6,2.6,Bundesliga
Thomas Müller,1.6,0.3,0.2,1.1,Bundesliga
Matheus Cunha,2.6,1.5,-,1,Bundesliga
Wout Weghorst,2.7,0.3,0.2,2.2,Bundesliga
Maximilian Arnold,1.8,1.7,-,0.1,Bundesliga
Elias Bördner,-,-,-,-,Bundesliga
Filip Kostic,1.7,0.9,-,0.8,Bundesliga
Christopher Nkunku,2,0.7,-,1.3,Bundesliga
Mats Hummels,0.9,-,0.2,0.7,Bundesliga
Leon Bailey,1.9,0.9,0.2,0.9,Bundesliga
Raphael Guerreiro,1.4,0.6,-,0.7,Bundesliga
Andrej Kramaric,3.4,1.3,0.1,2,Bundesliga
Ermin Bicakcic,1,-,1,-,Bundesliga
Leon Goretzka,1.8,0.7,0.1,1,Bundesliga
Serge Gnabry,2.2,0.7,0.1,1.4,Bundesliga
Willi Orban,0.8,-,0.3,0.5,Bundesliga
Silas Wamangituka,1.8,0.2,0.1,1.5,Bundesliga
Jonas Hofmann,1,0.3,-,0.8,Bundesliga
Kingsley Coman,1.8,0.7,0.1,1,Bundesliga
Marco Reus,1.8,0.5,0.1,1.1,Bundesliga
Angeliño,1.3,0.3,-,1,Bundesliga
Bas Dost,1.3,0.1,0.3,0.9,Bundesliga
Vincenzo Grifo,1.9,0.7,-,1.2,Bundesliga
Emre Can,0.6,0.3,-,0.3,Bundesliga
Daniel Caligiuri,1.2,0.6,-,0.5,Bundesliga
Alphonso Davies,0.2,0.1,-,-,Bundesliga
Borna Sosa,0.5,0.2,-,0.3,Bundesliga
Wataru Endo,0.8,0.5,0.1,0.3,Bundesliga
Maxence Lacroix,0.5,-,0.1,0.4,Bundesliga
Christopher Trimmel,0.3,0.2,-,0.1,Bundesliga
Sasa Kalajdzic,2.1,0.3,0.2,1.5,Bundesliga
Lars Stindl,1.9,0.7,0.1,1.1,Bundesliga
Marcel Sabitzer,2.2,1.6,-,0.6,Bundesliga
Martin Hinteregger,0.8,0.1,0.3,0.4,Bundesliga
Nico Elvedi,0.4,-,-,0.4,Bundesliga
Kevin Mbabu,0.5,0.1,0.1,0.3,Bundesliga
Nicolás González,3.3,1,0.1,2.2,Bundesliga
Max Kruse,1.4,0.3,-,1,Bundesliga
Stefan Bell,0.5,0.1,-,0.4,Bundesliga
Marcus Thuram,2,0.3,0.2,1.5,Bundesliga
Lucas Hernández,0.2,-,-,0.2,Bundesliga
Ridle Baku,1.1,0.5,-,0.5,Bundesliga
Xaver Schlager,1.5,1.1,-,0.4,Bundesliga
Niklas Süle,1,0.4,0.1,0.6,Bundesliga
Pavao Pervan,-,-,-,-,Bundesliga
Tobias Sippel,-,-,-,-,Bundesliga
Edmond Tapsoba,0.5,0.1,-,0.4,Bundesliga
Ihlas Bebou,1.5,0.1,0.2,1.2,Bundesliga
Dani Olmo,2.4,1.1,-,1.3,Bundesliga
John Brooks,0.6,-,-,0.5,Bundesliga
Florian Neuhaus,1.5,1,-,0.5,Bundesliga
Leroy Sané,1.8,0.8,0.1,0.9,Bundesliga
Moussa Diaby,1.6,0.5,-,1.1,Bundesliga
Marvin Friedrich,0.7,0.1,-,0.6,Bundesliga
Josip Stanisic,2,-,1,1,Bundesliga
Felix Uduokhai,0.4,0.1,0.2,0.2,Bundesliga
Daichi Kamada,1.2,0.4,0.1,0.7,Bundesliga
Amos Pieper,0.5,0.1,0.1,0.3,Bundesliga
Mark Flekken,-,-,-,-,Bundesliga
Konstantinos Mavropanos,0.7,0.1,-,0.6,Bundesliga
Christopher Lenz,0.6,0.3,-,0.3,Bundesliga
Matthias Ginter,0.7,0.1,0.1,0.5,Bundesliga
Christoph Baumgartner,2,0.6,0.2,1.2,Bundesliga
Florian Hübner,0.5,0.2,-,0.3,Bundesliga
Renato Steffen,1.4,0.3,0.1,1,Bundesliga
Nicolas Höfler,0.6,0.2,0.1,0.3,Bundesliga
Paulo Otávio,0.6,0.4,-,0.2,Bundesliga
Orel Mangala,1.1,0.7,-,0.4,Bundesliga
Blendi Idrizi,1.3,1,-,0.3,Bundesliga
Marc Oliver Kempf,0.5,0.2,-,0.3,Bundesliga
Benjamin Pavard,0.5,0.3,-,0.2,Bundesliga
Florian Wirtz,1.1,0.4,-,0.6,Bundesliga
Ellyes Skhiri,0.5,0.1,0.3,0.2,Bundesliga
Robert Andrich,1.4,1.1,-,0.3,Bundesliga
Ondrej Duda,1.6,0.8,-,0.8,Bundesliga
Dayot Upamecano,0.5,-,-,0.4,Bundesliga
Ludwig Augustinsson,0.7,0.3,-,0.4,Bundesliga
Ritsu Doan,2,1,-,1,Bundesliga
Amine Harit,0.8,0.5,-,0.2,Bundesliga
Manuel Akanji,0.7,0.1,0.1,0.5,Bundesliga
Diadie Samassékou,0.5,0.5,-,-,Bundesliga
Fabian Klos,1.6,0.3,0.1,1.1,Bundesliga
Exequiel Palacios,0.2,0.1,-,0.1,Bundesliga
Marcel Halstenberg,0.6,0.3,0.1,0.2,Bundesliga
Obite Evan Ndicka,0.7,-,0.2,0.6,Bundesliga
Salif Sané,0.5,0.1,-,0.4,Bundesliga
Josip Brekalo,1.6,0.8,-,0.8,Bundesliga
Alassane Plea,2.1,0.8,0.1,1.3,Bundesliga
Ramy Bensebaini,0.9,0.2,-,0.6,Bundesliga
Djibril Sow,0.4,0.3,-,0.1,Bundesliga
Rafal Gikiewicz,-,-,-,-,Bundesliga
Shkodran Mustafi,0.7,-,-,0.7,Bundesliga
Jonas Hector,1.4,0.4,0.1,0.9,Bundesliga
Florian Grillitsch,0.8,0.3,0.1,0.3,Bundesliga
Giovanni Reyna,1.2,0.4,0.2,0.6,Bundesliga
Amadou Haidara,1.4,0.8,0.1,0.5,Bundesliga
Patrik Schick,1.9,0.2,0.3,1.4,Bundesliga
Joakim Nilsson,0.2,-,-,0.2,Bundesliga
Julian Baumgartlinger,0.4,0.2,0.2,-,Bundesliga
Stefan Ortega Moreno,-,-,-,-,Bundesliga
Nordi Mukiele,0.8,0.1,0.1,0.5,Bundesliga
Sheraldo Becker,1.7,0.7,-,1.1,Bundesliga
David Alaba,0.7,0.5,-,0.1,Bundesliga
Chris Richards,0.2,-,-,0.2,Bundesliga
André Hahn,1.5,0.3,0.2,1,Bundesliga
Nico Schlotterbeck,1.4,0.2,0.2,1,Bundesliga
Jhon Córdoba,2.3,0.2,0.1,1.9,Bundesliga
Dominik Kohr,0.9,0.8,0.1,0.1,Bundesliga
Ansgar Knauff,0.5,-,-,0.5,Bundesliga
Jeremiah St. Juste,0.7,0.3,0.1,0.4,Bundesliga
Yussuf Poulsen,1.7,0.3,0.1,1.2,Bundesliga
Mahmoud Dahoud,0.8,0.7,-,-,Bundesliga
Amin Younes,1.3,0.4,-,0.9,Bundesliga
Emil Forsberg,1.2,0.3,-,0.9,Bundesliga
Leandro Barreiro Martins,1.1,0.3,0.1,0.7,Bundesliga
Maximilian Mittelstädt,0.6,0.4,-,0.2,Bundesliga
Stefan Lainer,0.8,0.2,0.1,0.4,Bundesliga
Lars Bender,0.6,0.3,0.1,0.2,Bundesliga
Lucas Alario,1.6,0.1,0.2,1.4,Bundesliga
Danny da Costa,0.2,0.1,-,0.1,Bundesliga
Jonathan Tah,0.3,-,0.1,0.2,Bundesliga
Kerem Demirbay,1.5,1.2,0.1,0.2,Bundesliga
Alexander Sørloth,1.6,0.1,0.1,1.3,Bundesliga
Yannick Gerhardt,1.1,0.2,-,0.8,Bundesliga
Jamal Musiala,1,0.2,-,0.8,Bundesliga
Jérôme Boateng,0.3,0.1,-,0.2,Bundesliga
Axel Witsel,0.8,0.5,-,0.3,Bundesliga
Iago,0.5,0.3,0.1,0.2,Bundesliga
Gregor Kobel,-,-,-,-,Bundesliga
Baptiste Santamaría,1,0.6,-,0.3,Bundesliga
Alexander Hack,0.3,-,-,0.3,Bundesliga
Matteo Guendouzi,0.7,0.4,-,0.3,Bundesliga
Joshua Sargent,1.4,0.3,0.2,0.9,Bundesliga
Lucas Tousart,1.2,0.8,-,0.3,Bundesliga
Ralf Fährmann,-,-,-,-,Bundesliga
Christian Günter,0.8,0.5,-,0.3,Bundesliga
Rafael Czichos,0.4,-,0.2,0.1,Bundesliga
Cédric Brunner,0.2,0.1,0.1,0.1,Bundesliga
Koen Casteels,-,-,-,-,Bundesliga
Jean-Philippe Mateta,1.9,0.1,0.3,1.5,Bundesliga
Lucas Höler,1.3,0.1,0.1,1.1,Bundesliga
Jude Bellingham,1.1,0.6,-,0.6,Bundesliga
Sebastiaan Bornauw,0.8,-,-,0.7,Bundesliga
Omar Alderete,0.4,0.1,-,0.3,Bundesliga
Theodor Gebre Selassie,0.6,0.2,-,0.3,Bundesliga
Roland Sallai,1.7,0.5,0.1,1.1,Bundesliga
Tyler Adams,0.3,0.1,0.1,-,Bundesliga
Thomas Delaney,0.4,0.1,-,0.4,Bundesliga
Andreas Luthe,-,-,-,-,Bundesliga
Lennart Grill,-,-,-,-,Bundesliga
Philipp Mwene,0.4,0.2,-,0.2,Bundesliga
Jean-Paul Boëtius,0.9,0.5,0.1,0.3,Bundesliga
Maximilian Eggestein,0.7,0.5,-,0.2,Bundesliga
Grischa Prömel,0.8,0.2,0.1,0.5,Bundesliga
Pavel Kaderábek,0.5,0.1,0.1,0.4,Bundesliga
Ryan Sessegnon,0.2,-,0.1,0.1,Bundesliga
Christoph Kramer,0.3,0.3,-,0.1,Bundesliga
Robin Knoche,0.4,-,-,0.3,Bundesliga
Sebastian Andersson,2.5,0.3,0.3,1.9,Bundesliga
Vladimír Darida,1,0.7,-,0.3,Bundesliga
Waldemar Anton,0.4,0.1,-,0.3,Bundesliga
Kevin Kampl,0.5,0.4,-,0.1,Bundesliga
Erik Durm,1,0.4,-,0.6,Bundesliga
Dedryck Boyata,0.5,-,-,0.5,Bundesliga
Gonzalo Castro,1.2,0.5,-,0.6,Bundesliga
Jeffrey Gouweleeuw,0.2,-,-,0.2,Bundesliga
Ron-Robert Zieler,-,-,-,-,Bundesliga
Breel Embolo,1.3,0.2,0.2,1,Bundesliga
Keven Schlotterbeck,0.3,0.1,-,0.2,Bundesliga
Dodi Lukébakio,1.4,0.3,0.1,1,Bundesliga
Jonathan Schmid,0.7,0.4,-,0.3,Bundesliga
Thomas Meunier,0.6,0.3,-,0.2,Bundesliga
Ruben Vargas,1.3,0.4,0.1,0.8,Bundesliga
Joel Pohjanpalo,1.6,0.2,0.4,1.1,Bundesliga
Ömer Toprak,0.4,-,-,0.3,Bundesliga
Niclas Füllkrug,1.8,0.2,0.1,1.6,Bundesliga
Nadiem Amiri,1.4,1.1,-,0.3,Bundesliga
Frederik Rönnow,-,-,-,-,Bundesliga
Elvis Rexhbecaj,0.9,0.6,0.1,0.3,Bundesliga
Florian Müller,-,-,-,-,Bundesliga
Marco John,0.4,0.3,-,0.1,Bundesliga
Manuel Gulde,0.3,-,-,0.3,Bundesliga
Wendell,0.3,0.1,-,0.2,Bundesliga
Daley Sinkgraven,0.3,0.1,-,0.1,Bundesliga
Robin Zentner,0.1,-,-,-,Bundesliga
Manuel Neuer,-,-,-,-,Bundesliga
Bouna Sarr,0.4,0.4,-,-,Bundesliga
Ermedin Demirovic,1.4,0.3,0.1,1,Bundesliga
Manuel Prietl,0.6,0.6,-,-,Bundesliga
Charles Aránguiz,0.2,-,-,0.1,Bundesliga
Almamy Touré,0.9,0.3,0.1,0.5,Bundesliga
Makoto Hasebe,0.1,-,-,-,Bundesliga
Kevin Akpoguma,0.1,0.1,-,0.1,Bundesliga
Josuha Guilavogui,0.3,0.1,0.1,0.1,Bundesliga
Anderson Lucoqui,0.4,0.3,-,-,Bundesliga
Leonardo Bittencourt,1.6,0.9,0.1,0.6,Bundesliga
Alexander Schwolow,-,-,-,-,Bundesliga
Peter Pekarík,0.3,0.2,0.1,-,Bundesliga
Aleksandar Dragovic,0.2,0.1,-,0.2,Bundesliga
Sebastian Rode,0.1,0.1,-,-,Bundesliga
Florian Kainz,1.1,0.4,-,0.8,Bundesliga
Santiago Ascacibar,0.5,0.3,-,0.2,Bundesliga
Mitchell Weiser,0.4,-,-,0.4,Bundesliga
Lukas Klostermann,0.5,-,-,0.4,Bundesliga
Philipp Lienhart,0.3,-,0.1,0.2,Bundesliga
Stefan Posch,0.4,0.2,0.1,0.2,Bundesliga
Jérôme Roussillon,0.6,0.4,-,0.2,Bundesliga
Maximilian Philipp,1.3,0.4,-,0.8,Bundesliga
Oliver Baumann,-,-,-,-,Bundesliga
Felix Passlack,0.7,0.4,-,0.3,Bundesliga
Philipp Pentke,-,-,-,-,Bundesliga
Julian Brandt,0.7,0.3,0.1,0.4,Bundesliga
David Abraham,0.7,0.3,0.3,0.1,Bundesliga
Reece Oxford,0.3,-,0.1,0.1,Bundesliga
Edimilson Fernandes,0.9,0.7,-,0.1,Bundesliga
Moussa Niakhaté,0.3,0.1,0.1,0.2,Bundesliga
Suat Serdar,1.3,0.6,0.1,0.6,Bundesliga
Karim Onisiwo,1.7,0.5,0.2,1,Bundesliga
Milot Rashica,1.8,0.8,-,1,Bundesliga
Mark Uth,1.8,1,-,0.8,Bundesliga
Nemanja Radonjic,1.3,0.4,-,0.8,Bundesliga
Niklas Stark,0.3,-,-,0.3,Bundesliga
Loris Karius,-,-,-,-,Bundesliga
Jirí Pavlenka,-,-,-,-,Bundesliga
Marcel Hartel,1,0.7,0.1,0.1,Bundesliga
Tuta,0.2,0.1,-,0.2,Bundesliga
Thorgan Hazard,0.6,0.2,-,0.4,Bundesliga
Kevin Trapp,-,-,-,-,Bundesliga
Florian Niederlechner,1.7,0.2,0.1,1.4,Bundesliga
Marco Friedl,0.3,0.2,-,0.1,Bundesliga
Marius Wolf,1.3,0.4,0.3,0.6,Bundesliga
Luka Jovic,1.4,0.2,0.1,1.1,Bundesliga
Daniel Didavi,1,0.4,0.1,0.5,Bundesliga
Péter Gulácsi,-,-,-,-,Bundesliga
Milos Veljkovic,0.1,-,-,-,Bundesliga
Munas Dabbur,1.3,0.2,0.1,1,Bundesliga
Florian Flick,0.3,-,-,0.3,Bundesliga
Raphael Framberger,-,-,-,-,Bundesliga
Ibrahima Konaté,0.3,-,0.1,0.2,Bundesliga
Robin Quaison,1.3,0.5,0.1,0.6,Bundesliga
Aymen Barkok,0.7,0.5,-,0.3,Bundesliga
Kasim Adams,0.6,0.2,0.1,0.3,Bundesliga
Noah Katterbach,0.4,0.3,-,0.1,Bundesliga
Sven Bender,0.2,-,-,0.2,Bundesliga
Sebastian Rudy,0.6,0.4,-,0.2,Bundesliga
Andreas Voglsammer,1.8,0.6,0.2,1,Bundesliga
Taiwo Awoniyi,1.4,-,0.3,1,Bundesliga
Timothy Fosu-Mensah,0.3,-,-,0.3,Bundesliga
Levin Öztunali,0.4,0.1,-,0.2,Bundesliga
Marwin Hitz,-,-,-,-,Bundesliga
Marcus Ingvartsen,1.3,0.5,0.1,0.7,Bundesliga
Denis Zakaria,0.4,0.3,-,0.2,Bundesliga
Valentino Lazaro,0.7,0.2,-,0.5,Bundesliga
Jacob Laursen,0.1,0.1,-,0.1,Bundesliga
Tin Jedvaj,0.3,-,-,0.3,Bundesliga
Marin Pongracic,0.1,-,-,0.1,Bundesliga
Roman Bürki,-,-,-,-,Bundesliga
Santiago Arias,-,-,-,-,Bundesliga
Håvard Nordtveit,0.3,-,-,0.3,Bundesliga
Dominique Heintz,0.1,0.1,-,-,Bundesliga
Masaya Okugawa,0.7,0.2,-,0.5,Bundesliga
Petar Musa,1.2,0.2,0.1,0.9,Bundesliga
Mehmet Can Aydin,0.2,0.2,-,-,Bundesliga
Kingsley Ehizibue,0.4,0.2,-,0.1,Bundesliga
Tanguy Coulibaly,0.8,0.2,-,0.6,Bundesliga
Philipp Förster,0.8,0.2,-,0.6,Bundesliga
Luca Kilian,0.2,-,-,0.2,Bundesliga
Eric Maxim Choupo-Moting,0.9,0.1,0.2,0.6,Bundesliga
Mads Pedersen,0.1,0.1,-,-,Bundesliga
Michael Langer,-,-,-,-,Bundesliga
Mateu Morey,0.2,0.1,-,0.1,Bundesliga
Corentin Tolisso,0.8,0.1,0.1,0.6,Bundesliga
Louis Jordan Beyer,-,-,-,-,Bundesliga
Márton Dárdai,0.2,0.1,-,0.1,Bundesliga
Demarai Gray,1.5,0.4,-,1.1,Bundesliga
Benjamin Stambouli,0.1,-,-,-,Bundesliga
Chris Richards,-,-,-,-,Bundesliga
Philipp Klement,0.4,0.4,-,-,Bundesliga
Malick Thiaw,0.4,-,0.1,0.4,Bundesliga
Justin Kluivert,0.9,0.3,-,0.6,Bundesliga
Lukás Hrádecky,-,-,-,-,Bundesliga
Rune Jarstein,-,-,-,-,Bundesliga
Ajdin Hrustic,0.6,0.4,-,0.3,Bundesliga
Lukasz Piszczek,0.1,0.1,-,-,Bundesliga
Kevin Möhwald,0.9,0.6,-,0.2,Bundesliga
Robert Skov,1.4,0.9,-,0.6,Bundesliga
Krzysztof Piatek,1.3,0.2,0.2,1,Bundesliga
Dominik Kohr,0.7,0.3,-,0.4,Bundesliga
Youssoufa Moukoko,1.4,0.4,0.1,0.9,Bundesliga
Atakan Karazor,0.2,0.1,-,0.1,Bundesliga
Erik Thommy,1.5,0.8,-,0.8,Bundesliga
Danny Latza,0.8,0.3,-,0.4,Bundesliga
Timo Horn,-,-,-,-,Bundesliga
Lukas Kübler,0.1,0.1,-,0.1,Bundesliga
Admir Mehmedi,0.4,0.1,0.1,0.2,Bundesliga
Jonathan Burkardt,1,0.1,0.1,0.8,Bundesliga
Rocco Reitz,-,-,-,-,Bundesliga
Rani Khedira,0.4,0.2,-,0.2,Bundesliga
Roberto Massimo,0.8,0.1,-,0.8,Bundesliga
Jorge Meré,0.1,0.1,-,-,Bundesliga
Omar Mascarell,0.4,0.3,-,0.1,Bundesliga
Mateo Klimowicz,1.4,0.6,-,0.8,Bundesliga
Yann Sommer,-,-,-,-,Bundesliga
Felix Agu,0.3,0.1,-,0.1,Bundesliga
Dennis Geiger,0.8,0.3,-,0.4,Bundesliga
Deyovaisio Zeefuik,0.1,-,-,0.1,Bundesliga
Dominick Drexler,0.4,0.1,0.1,0.3,Bundesliga
Sami Khedira,0.1,0.1,-,-,Bundesliga
Karim Bellarabi,1.3,0.3,0.1,0.9,Bundesliga
Douglas Costa,0.4,0.2,-,0.2,Bundesliga
Sargis Adamyan,1.3,0.4,0.1,0.8,Bundesliga
Lazar Samardzic,0.1,0.1,-,-,Bundesliga
Ismail Jakobs,1,0.3,0.1,0.6,Bundesliga
Matthew Hoppe,0.9,-,-,0.9,Bundesliga
Steven Zuber,0.5,0.2,-,0.3,Bundesliga
Stefan Ilsanker,0.5,0.1,0.1,0.3,Bundesliga
Mike van der Hoorn,0.2,-,-,0.2,Bundesliga
Daniel Brosinski,0.5,0.3,-,0.2,Bundesliga
Jeong Woo-Yeong,0.5,0.2,-,0.4,Bundesliga
Marco Richter,1.9,1,0.2,0.8,Bundesliga
Ozan Kabak,0.9,0.1,0.1,0.6,Bundesliga
Nils Petersen,1,0.1,0.3,0.7,Bundesliga
Christian Groß,0.3,0.2,-,-,Bundesliga
Marvin Plattenhardt,0.2,0.2,-,-,Bundesliga
Sergio Córdova,0.9,0.1,0.1,0.7,Bundesliga
Kevin Stöger,0.5,0.2,0.1,0.3,Bundesliga
Tim Siersleben,1,-,-,1,Bundesliga
Jordan Torunarigha,0.3,0.1,-,0.2,Bundesliga
Javi Martínez,0.1,-,-,0.1,Bundesliga
Patrick Herrmann,0.7,0.1,-,0.6,Bundesliga
Javairô Dilrosun,0.7,0.3,-,0.3,Bundesliga
Luca Netz,0.2,-,0.1,0.1,Bundesliga
Klaas Jan Huntelaar,1.4,0.2,0.3,0.9,Bundesliga
Sead Kolasinac,0.4,0.1,-,0.3,Bundesliga
Kevin Vogt,-,-,-,-,Bundesliga
Timo Becker,0.3,0.2,-,0.1,Bundesliga
Georginio Rutter,0.7,0.2,-,0.4,Bundesliga
Carlos Gruezo,0.6,0.6,-,-,Bundesliga
László Bénes,0.7,0.3,-,0.4,Bundesliga
Sava-Arangel Cestic,0.1,-,0.1,-,Bundesliga
Jeremie Frimpong,0.3,-,-,0.3,Bundesliga
Michel Vlap,0.4,0.1,-,0.3,Bundesliga
Yannik Keitel,0.7,0.6,-,0.1,Bundesliga
Robert Glatzel,1,-,0.1,0.9,Bundesliga
Jean-Manuel Mbom,0.3,0.1,-,0.2,Bundesliga
Marek Suchy,-,-,-,-,Bundesliga
Christian Gentner,0.3,0.1,-,0.1,Bundesliga
Davy Klaassen,1.3,1,-,0.3,Bundesliga
Benjamin Henrichs,0.4,0.2,-,0.2,Bundesliga
Davie Selke,1.2,0.1,0.3,0.8,Bundesliga
Romano Schmid,0.8,0.6,-,0.2,Bundesliga
Jannes Horn,0.2,0.2,-,-,Bundesliga
Alexander Nübel,-,-,-,-,Bundesliga
Fabian Kunze,0.3,0.1,-,0.2,Bundesliga
Tobias Strobl,0.2,0.1,0.1,-,Bundesliga
Pascal Stenzel,0.2,0.2,-,-,Bundesliga
Hannes Wolf,0.5,0.1,-,0.4,Bundesliga
Pierre Kunde Malong,0.6,0.6,-,-,Bundesliga
Dan-Axel Zagadou,0.1,-,-,0.1,Bundesliga
Michael Gregoritsch,0.5,0.3,-,0.3,Bundesliga
Niklas Moisander,-,-,-,-,Bundesliga
William,0.5,0.3,0.1,0.1,Bundesliga
Akaki Gogia,0.3,0.1,-,0.1,Bundesliga
Lukas Klünter,-,-,-,-,Bundesliga
Kerim Çalhanoglu,0.3,-,-,0.3,Bundesliga
Jan Morávek,0.2,-,-,0.2,Bundesliga
Mathew Leckie,0.1,-,-,0.1,Bundesliga
Marius Bülter,0.7,0.3,-,0.3,Bundesliga
Keita Endo,0.5,0.1,-,0.4,Bundesliga
Tiago Dantas,-,-,-,-,Bundesliga
Oscar Wendt,0.3,0.1,-,0.1,Bundesliga
Cedric Teuchert,1,0.3,0.1,0.7,Bundesliga
Robert Gumny,0.3,0.1,-,0.1,Bundesliga
Salih Özcan,0.4,0.3,-,-,Bundesliga
Julian Ryerson,0.3,0.1,-,0.1,Bundesliga
Ridle Baku,-,-,-,-,Bundesliga
Matija Nastasic,0.5,-,-,0.5,Bundesliga
Cebio Soukou,0.6,0.4,-,0.3,Bundesliga
Arne Maier,0.7,0.4,-,0.3,Bundesliga
Mijat Gacinovic,0.6,0.2,0.1,0.3,Bundesliga
Gonçalo Paciência,1.5,0.3,0.1,1.1,Bundesliga
Nassim Boujellab,1.2,0.3,-,0.8,Bundesliga
Yuya Osako,0.4,0.1,-,0.3,Bundesliga
