Name,Total_shots,OutOfBox,SixYardBox,PenaltyArea
Braian Ojeda,0.6,0.2,-,0.4
Jesús Vargas,0.6,0.2,-,0.4
Leonardo Villalba,0.5,0.3,-,0.2
Alfonso Parot,-,-,-,-
Mateo Montenegro,-,-,-,-
Alan Marinelli,-,-,-,-
Nicolás Orsini,0.4,0.1,-,0.3
Luciano Pizarro,-,-,-,-
Leonel Picco,0.5,0.5,-,-
Mauricio Caranta,-,-,-,-
Joaquín Varela,0.3,0.2,-,0.2
Fausto Montero,-,-,-,-
Franco González,0.3,0.3,-,-
Eugenio Isnaldo,0.5,0.5,-,-
Janeiler Rivas,1,-,-,1
Pablo Cortizo,-,-,-,-
Gastón Lodico,0.3,-,-,0.3
Lorenzo Faravelli,0.6,0.4,-,0.3
Agustín Curruhinca,0.3,-,0.2,0.2
Fabián Cubero,-,-,-,-
Mauro Valiente,0.5,-,-,0.5
Facundo Barboza,0.3,-,-,0.3
Daniel Osvaldo,0.5,0.5,-,-
Braian Álvarez,0.4,-,-,0.4
Lucas Ríos,-,-,-,-
Benjamín Rollheiser,1.3,0.3,-,1
Martín Cañete,0.3,-,-,0.3
Pablo Cuadra,0.2,-,-,0.2
Francisco Fydriszewski,-,-,-,-
Matías Gómez,0.3,0.2,-,0.2
Álvaro Barreal,0.6,0.6,-,-
Camilo Albornoz,-,-,-,-
Cristian Chávez,1,0.7,-,0.3
Nicolás Castro,0.3,0.3,-,-
Ezequiel Cérica,0.7,0.2,-,0.5
Facundo Tobares,-,-,-,-
Federico Vietto,-,-,-,-
Gustavo Toledo,0.3,0.3,-,-
Agustín Fontana,0.8,0.2,0.1,0.5
Nicolás Leguizamón,1.3,0.3,0.1,0.9
Agustín Lagos,-,-,-,-
Iván Maggi,-,-,-,-
Damián Fernández,-,-,-,-
Juan Franzoni,-,-,-,-
Martín Payero,1,1,-,-
Nicolás Fernández,0.5,0.3,0.3,-
Raúl Bobadilla,1,-,-,1
Alejo Antilef,0.8,0.3,-,0.5
Bruno Bianchi,0.5,-,-,0.5
Francisco Pizzini,-,-,-,-
Giuliano Galoppo,-,-,-,-
Ezequiel Navarro,-,-,-,-
Sebastián Assis,0.5,0.5,-,-
Joaquín Arzura,-,-,-,-
Nahuel Barrios,0.5,0.5,-,-
Cristian Chávez,0.4,0.1,-,0.3
Franco Ibarra,-,-,-,-
Nicolás Leguizamón,-,-,-,-
Tomás Andrade,0.3,0.3,-,-
Claudio Villagra,0.3,-,-,0.3
Agustín Álvarez,-,-,-,-
Francesco Lo Celso,-,-,-,-
Israel Damonte,-,-,-,-
Francisco Silva,-,-,-,-
Matías Caruzzo,0.5,-,-,0.5
Victor Ramis,0.2,-,-,0.2
Facundo Farías,-,-,-,-
Carlos Alcaraz,-,-,-,-
Cristian Núñez,-,-,-,-
Elías Pereyra,-,-,-,-
Mauro Barraza,0.5,0.5,-,-
Nicolás Avellaneda,-,-,-,-
Leonel Ferroni,2,2,-,-
Rodrigo Cabral,0.5,0.5,-,-
Sebastián Cocimano,1,0.5,0.5,-
Tobías Zarate,-,-,-,-
Fabián Bordagaray,-,-,-,-
Jorge Ortega,1,-,-,1
Juan Miritello,-,-,-,-
Néstor Ortigoza,-,-,-,-
Luca Andrada,1,1,-,-
Faustino Dettler,-,-,-,-
Favio Cabral,-,-,-,-
Franco Godoy,-,-,-,-
Lucas Ambrogio,-,-,-,-
Brian Fernández,1,-,-,1
Fernando Cosciuc,-,-,-,-
Braian Maidana,1,1,-,-
Francisco González,-,-,-,-
Rodrigo Contreras,0.7,0.3,-,0.3
Agustin Hausch,-,-,-,-
Hernán Burbano,-,-,-,-
Rodrigo Villagra,-,-,-,-
Marcos Peano,-,-,-,-
Marcelo Herrera,0.5,-,-,0.5
Nelson Insfrán,-,-,-,-
Khalil Caraballo,-,-,-,-
