Name,Total_shots,OutOfBox,SixYardBox,PenaltyArea
Victor Adeboyejo,0.6,0.2,-,0.4
Alex Pritchard,0.4,0.2,-,0.2
Adam Clayton,0.1,0.1,-,-
Glenn Murray,0.6,-,0.2,0.4
Demeaco Duhaney,0.2,-,-,0.2
Morgan Whittaker,0.9,0.6,-,0.3
Paul Smyth,0.3,-,-,0.3
Andre Green,0.2,-,-,0.2
Sam Baldock,0.4,0.1,-,0.4
Tashan Oakley-Boothe,0.1,-,-,0.1
Miguel Ángel Guerrero,0.8,0.1,-,0.7
Aynsley Pears,-,-,-,-
Matt Bloomfield,0.5,0.3,0.1,0.2
Florian Jozefzoon,0.2,-,-,0.1
Viktor Gyökeres,0.8,0.1,-,0.7
George Hirst,0.5,0.1,0.1,0.3
Billy Bodin,0.3,0.3,-,-
Saïd Benrahma,1,0.5,-,0.5
Lee Tomlin,1,0.6,0.2,0.2
Faysal Bettache,0.3,0.3,-,-
Max Watters,0.3,-,-,0.3
Finley Stevens,-,-,-,-
Jonathan Williams,0.1,-,0.1,-
Onel Hernández,0.8,0.1,-,0.6
Hayden Coulson,0.4,0.2,-,0.2
Opi Edwards,-,-,-,-
Sorba Thomas,0.4,0.1,-,0.3
Daniel Phillips,-,-,-,-
Wayne Routledge,0.3,-,-,0.3
Amadou Bakayoko,0.4,-,0.1,0.4
Kieran Phillips,0.5,0.1,0.2,0.2
Dejan Tetek,0.1,0.1,-,-
Rubin Colwill,0.5,-,-,0.5
George Miller,0.4,-,-,0.4
Scott High,0.4,0.3,-,0.1
Christian Norton,0.2,-,-,0.2
Sam Folarin,1,-,-,1
Gavin Whyte,-,-,-,-
Ajani Burchall,-,-,-,-
Sol Bamba,-,-,-,-
Patrick Schmidt,0.6,0.1,-,0.5
Daniel Crowley,-,-,-,-
Jack Stretton,0.3,-,-,0.3
Jordan Lawrence-Gabriel,-,-,-,-
Stephen Duke-McKenna,-,-,-,-
Darius Charles,1.2,-,0.2,1
Charlie Kelman,0.3,0.1,-,0.2
Tyler Burey,0.1,-,-,0.1
Will Bapaga,-,-,-,-
Sam Bell,0.3,-,-,0.3
Louie Watson,0.1,0.1,-,-
Sam Cosgrove,0.2,0.1,0.1,-
Jack Marriott,0.9,0.3,0.1,0.5
Liam Kitching,-,-,-,-
Jordan Zemura,-,-,-,-
Matty Daly,0.4,0.2,-,0.2
Daniel Butterworth,1,-,-,1
Jordon Ibe,-,-,-,-
Alex Samuel,0.8,0.2,-,0.6
Jordan Garrick,-,-,-,-
Danny Hylton,0.5,-,0.1,0.4
Jahmal Hector-Ingram,0.1,-,-,0.1
Brandon Cooper,-,-,-,-
Femi Azeez,-,-,-,-
Gavin Kilkenny,-,-,-,-
Hayden Hackney,-,-,-,-
Jayden Mitchell-Lawson,-,-,-,-
Nnamdi Ofoborh,-,-,-,-
Oliver Cooper,0.7,0.3,-,0.3
Reece McAlear,-,-,-,-
Tennai Watson,-,-,-,-
Ignacio Pussetto,-,-,-,-
Jack Robinson,-,-,-,-
Ryan Stirk,0.5,0.5,-,-
Tyrese Omotoye,-,-,-,-
Sam Nombe,0.4,-,-,0.4
Saikou Janneh,-,-,-,-
Will Swan,-,-,-,-
Alex Hunt,0.3,0.3,-,-
Amari Miller,0.4,-,0.2,0.2
Wesley Jobello,-,-,-,-
Marley Watkins,0.5,-,-,0.5
Maurizio Pochettino,-,-,-,-
Thibaud Verlinden,-,-,-,-
Gervane Kastaneer,-,-,-,-
Festy Ebosele,-,-,-,-
Jordan Morris,-,-,-,-
Adan George,-,-,-,-
Josh Parker,-,-,-,-
Luke Brennan,-,-,-,-
Jordan Thompson,-,-,-,-
Aaron Pressley,-,-,-,-
Dion Pereira,-,-,-,-
Jaden Brown,0.1,-,-,0.1
Mamadi Camara,-,-,-,-
Jayden Onen,-,-,-,-
Owura Edwards,-,-,-,-
Paul Arriola,0.5,-,-,0.5
Maxwell Haygarth,-,-,-,-
Connor Ripley,-,-,-,-
Cameron Cresswell,-,-,-,-
Brahima Diarra,-,-,-,-
Keyendrah Simmonds,-,-,-,-
Joe Williams,1,1,-,-
Joel Pereira,-,-,-,-
Luke Southwood,-,-,-,-
Connal Trueman,-,-,-,-
Mark Travers,-,-,-,-
