Name,Total_shots,OutOfBox,SixYardBox,PenaltyArea
Serhat Tasdemir,0.8,0.5,-,0.3
Jayden Reid,0.7,0.1,-,0.6
Brandon Comley,0.1,-,-,0.1
Joshua Bohui,0.2,-,-,0.2
Tyrone Marsh,0.9,0.5,-,0.4
Luke Armstrong,0.3,-,-,0.3
Tarryn Allarakhia,0.4,0.2,-,0.2
Ben Pringle,0.2,0.1,-,0.1
Sean Scannell,0.3,0.1,-,0.2
Mace Goodridge,-,-,-,-
Brandon Goodship,0.9,0.4,-,0.4
Alex Denny,0.2,0.2,-,-
Isaac Hutchinson,0.5,0.4,-,0.1
Alfie Williams,-,-,-,-
Aramide Oteh,0.8,0.3,0.2,0.3
Ashley Baker,-,-,-,-
Kazaiah Sterling,0.1,0.1,-,-
Dimitri Sea,0.5,-,-,0.5
Joe Bunney,0.4,0.4,-,-
Kian Scales,0.4,0.3,-,0.1
Jake Burton,-,-,-,-
Sam Smith,1.2,0.4,-,0.8
Virgil Gomis,1.2,0.4,-,0.8
Ethan Walker,0.8,0.4,-,0.4
Marcus Maddison,1.5,0.9,0.1,0.5
Junior Tchamadeu,0.1,0.1,-,-
Emmanuel Dieseruvwe,0.3,-,0.1,0.1
Gavin Reilly,0.9,0.1,0.1,0.8
James Dayton,0.1,0.1,-,-
Billy Crellin,-,-,-,-
Jordan Stevens,0.1,-,-,0.1
Harry Phillips,-,-,-,-
Martin Smith,-,-,-,-
Marcus Barnes,0.9,0.4,-,0.5
Mitchell Roberts,-,-,-,-
Josh Andrews,-,-,-,-
Matthew Foulds,-,-,-,-
Luis Adlard,-,-,-,-
Harry Vaughan,0.2,0.2,-,-
Zak Elbouzedi,0.4,0.2,-,0.2
Oliver Sarkic,0.3,0.3,-,-
Louis Boyd,-,-,-,-
Luke Hallett,-,-,-,-
Harry McKirdy,1,0.5,0.1,0.4
Indiana Vassilev,0.3,0.3,-,0.1
Stefan Payne,-,-,-,-
Charlie Kelman,0.3,-,-,0.3
Eren Kinali,-,-,-,-
Harvey Sayer,-,-,-,-
Jack Evans,0.5,-,-,0.5
Austin Samuels,1,0.2,0.2,0.7
Mustapha Olagunju,-,-,-,-
Sammie McLeod,-,-,-,-
Shawn McCoulsky,-,-,-,-
Louis Walsh,0.6,-,-,0.6
Alex Addai,0.2,-,-,0.2
Derick Osei Yaw,0.1,-,-,0.1
Joseph Starbuck,0.2,-,-,0.2
Alhagi Sisay,-,-,-,-
Jacob Mellis,0.7,0.7,-,-
Jayden Sweeney,-,-,-,-
Tristan Abrahams,0.4,0.1,-,0.4
Ronan Darcy,0.3,0.3,-,-
Harry Kite,-,-,-,-
Jahmal Hector-Ingram,-,-,-,-
Oliver Coker,-,-,-,-
Junior Luamba,2,0.5,-,1.5
Harry Jessop,0.3,-,-,0.3
Billy Cracknell,-,-,-,-
Jackson Longridge,-,-,-,-
Joe Willis,-,-,-,-
Joey Jones,-,-,-,-
Lewis Bell,-,-,-,-
Marley Marshall,-,-,-,-
Thomas Stagg,-,-,-,-
Micah Obiero,0.3,-,-,0.3
Connor Malley,-,-,-,-
Cedwyn Scott,0.1,-,-,0.1
Charlie Jolley,0.5,-,-,0.5
Jordan Dyer,-,-,-,-
Olufela Olomola,0.2,-,-,0.2
Mikael Ndjoli,-,-,-,-
Jorge Sikora,-,-,-,-
Lewis Butroid,-,-,-,-
Rob Howard,-,-,-,-
Matt Young,-,-,-,-
Kenny Coker,-,-,-,-
Scott Flinders,-,-,-,-
Andrew Dallas,-,-,-,-
Daniel Bramall,0.3,0.3,-,-
Rumarn Burrell,-,-,-,-
Callum Gribbin,-,-,-,-
Jake Wright,-,-,-,-
Will Sutton,-,-,-,-
Kenan Dunnwald-Turan,0.6,0.2,-,0.4
Finlay Hurford-Lockett,-,-,-,-
Sam Russell,-,-,-,-
Ricardo German,0.8,-,-,0.8
Lewis Gard,-,-,-,-
Mark Wright,-,-,-,-
Bilel Mohsni,-,-,-,-
Isaac Hutchinson,1.5,1.5,-,-
Alistair Smith,-,-,-,-
Aaron O'Driscoll,-,-,-,-
