Name,Total_shots,OutOfBox,SixYardBox,PenaltyArea
Ilker Karakas,0.6,0.2,0.1,0.4
Mucahit Albayrak,-,-,-,-
Omer Faruk Beyaz,-,-,-,-
Fernando Zuqui,0.5,0.4,-,0.1
Arouna Koné,0.5,0.1,0.2,0.2
Ender Aygören,0.3,-,-,0.3
Dogan Can Golpek,0.3,0.3,-,-
Sahverdi Cetin,0.4,0.3,-,0.1
Melih Okutan,0.3,-,-,0.3
Mostapha El Kabir,0.8,0.2,0.1,0.5
Ismail Guven,-,-,-,-
Mithat Pala,0.2,0.2,-,-
Yavuz Aygun,-,-,-,-
Zeki Yildirim,0.2,-,-,0.2
Kevin Luckassen,0.8,0.1,0.1,0.6
Yasin Dulger,0.4,0.3,-,0.1
Harrison Manzala,-,-,-,-
Muhammed Emin Sarikaya,0.3,0.3,-,-
Luka Adzic,0.7,0.3,0.1,0.4
Youssouf Kone,-,-,-,-
Ilhan Depe,0.3,0.3,-,-
Mustafa Hüseyin Seyhan,0.2,0.1,-,0.1
Aly Mallé,0.1,-,-,0.1
Safa Kinali,0.2,0.1,-,0.1
Ahmet Canbaz,0.5,0.5,-,-
Ali Yavuz Kol,0.5,-,-,0.5
Ufuk Akyol,0.3,0.2,-,0.1
Furkan Kulekci,0.5,0.5,-,-
Soner Örnek,1,-,0.3,0.8
Ahmet Karademir,-,-,-,-
Srdan Spiridonovic,-,-,-,-
Abdul-Aziz Tetteh,-,-,-,-
Nurettin Korkmaz,0.2,-,-,0.2
Joseph Akomadi,-,-,-,-
Mucahit Can Akcay,-,-,-,-
Kerem Atakan Kesgin,-,-,-,-
Kubilay Aktas,0.2,-,-,0.2
Mehmet Umut Nayir,-,-,-,-
Brahim Darri,0.3,0.3,-,-
Thuram,-,-,-,-
Jugurtha Hamroun,0.3,-,-,0.3
Mugdat Celik,0.2,-,0.1,0.1
Berke Gurbuz,-,-,-,-
Volkan Findikli,-,-,-,-
Embiya Ayyldiz,0.6,-,-,0.6
Mevlut Han Ekelik,-,-,-,-
Efe Binici,0.5,0.3,-,0.3
Abdullah Sahindere,-,-,-,-
Adem Dogan,-,-,-,-
Atakan Gündüz,-,-,-,-
Bartug Elmaz,-,-,-,-
Dogukan Emeksiz,-,-,-,-
Emir Dede,-,-,-,-
Emre Karaal,-,-,-,-
Erce Kardesler,-,-,-,-
Ferhat Erdogen,-,-,-,-
Hakan Yesil,-,-,-,-
Mahamadou Ba,1,-,-,1
Mert Sarikus,-,-,-,-
Muhammed Uzun,-,-,-,-
Muhammed Eren Kiryolcu,-,-,-,-
Murat Saglam,-,-,-,-
Yusuf Ozdemir,-,-,-,-
Alberk Koç,0.3,0.1,-,0.1
Cebrail Karayel,-,-,-,-
Jean-Armel Drole,-,-,-,-
Sami Gokhan Altiparmak,0.1,-,-,0.1
Yilmaz Basravi,-,-,-,-
Ömer Sismanoglu,0.3,-,-,0.3
Stiven Plaza,-,-,-,-
Atakan Üner,-,-,-,-
Erdogan Kaya,-,-,-,-
Mehmet Ali Ulaman,-,-,-,-
Fatih Yigit Sanliturk,-,-,-,-
Enes Karakus,0.5,-,-,0.5
Übeyd Adiyaman,-,-,-,-
Caglar Sahin Akbaba,-,-,-,-
Alpay Celebi,-,-,-,-
Armando Sadiku,0.8,0.2,-,0.6
Gerard Gohou,3,-,-,3
Guido Herrera,-,-,-,-
Yaw Ackah,0.5,0.5,-,-
Andre Biyogo Poko,-,-,-,-
Oytun Ozdogan,-,-,-,-
