,Unnamed: 0,Name,Team,Age,Apps,start_bench,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,League,Tackles,Inter,Fouls,Offsides,Clear,Drb_past,Blocks,OwnG,Drb_per_game,Fouled,Off,Disp,UnsTch,Total_shots,OutOfBox,SixYardBox,PenaltyArea,KeyP,AvgP,Crosses,LongB,ThrB,Main_role,is_pos_c,is_pos_l,is_pos_r,secondary_role,is_pos_sec_c,is_pos_sec_l,is_pos_sec_r,third_role,is_pos_third_c,is_pos_third_l,is_pos_third_r,name,date_of_birth,height,foot,joined,contract_until,market_value,nationality_1,nationality_2,nationality_3
5836,5836,Noe Dussenne,Standard Liege,29,18,2,1593,2,0,3,1,0.9,79.2,3.6,1,6.94,Jupiler_league,1.7,2.1,1.7,0.4,3.4,0.5,0.6,0,0.2,1.0,0.0,0.3,0.3,0.9,0.0,0.1,0.8,0.2,51.9,0.1,6.9,0.1, D,1,0,0,None,0,0,0,None,0,0,0,Noe Dussenne,1992-04-07,1.92,right,2019-08-07,2023-06-30,600000.0,'Belgium',None,None
5837,5837,Noel Knothe,Nuernberg,22,3,2,256,0,0,0,0,0.2,72.0,1.2,0,6.55,Bundesliga_2,1.0,1.4,1.4,0.0,2.0,1.0,0.0,0,0.6,0.2,0.0,0.8,1.0,0.2,0.2,0.0,0.0,0.0,15.0,0.0,0.6,0.0, D,1,0,0,None,0,0,0,None,0,0,0,Noel Knothe,1999-05-05,1.88,right,2020-07-16,2022-06-30,250000.0,'Germany',None,None
5838,5838,Nolan Roux,Nimes,33,6,13,648,0,0,2,0,0.5,74.3,0.7,0,6.05,Ligue_1,0.4,0.3,0.6,0.0,0.2,0.3,0.0,0,0.1,0.8,0.2,0.5,1.4,0.5,0.3,0.0,0.3,0.2,7.4,0.1,0.1,0.0, AM,0,1,1,FW,1,0,0,None,0,0,0,Nolan Roux,1988-03-01,1.82,right,2020-01-30,2021-06-30,800000.0,'France',None,None
5839,5839,Nolito,Celta Vigo,34,35,1,2628,7,5,7,0,1.5,75.5,0.4,0,6.83,La_Liga,1.9,0.6,1.4,0.0,0.5,1.7,0.1,0,0.8,1.1,0.3,0.9,1.3,1.5,0.4,0.0,1.1,1.0,26.1,0.3,1.2,0.2, AM,1,1,0,None,0,0,0,None,0,0,0,NolitoNolito,1986-10-15,1.75,right,2020-06-18,2022-06-30,1500000.0,'Spain',None,None
5840,5840,Nonato,Internacional,23,0,1,17,0,0,0,0,0.0,71.4,0.0,0,6.0,Brasileirao,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0, AM,1,0,0,None,0,0,0,None,0,0,0,Nonato,1998-03-03,1.75,right,2019-10-01,2023-12-31,1800000.0,'Brazil', 'Italy',None
5841,5841,Noni Madueke,PSV Eindhoven,19,7,17,960,7,4,1,0,1.3,86.3,0.4,3,6.89,Eredivisie,0.3,0.1,0.3,0.0,0.1,0.3,0.0,0,1.6,0.8,0.1,1.1,1.8,1.3,0.5,0.1,0.7,0.7,14.6,0.3,0.1,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,Noni Madueke,2002-03-10,1.82,left,2020-03-14,2024-06-30,16000000.0,'England', 'Nigeria',None
5842,5842,Norberto Briasco,Huracan,25,14,4,1205,3,1,2,0,0.9,69.0,1.6,0,6.73,Superliga,1.2,0.4,1.8,0.0,0.4,1.1,0.0,0,1.5,1.4,0.2,1.2,2.1,0.9,0.2,0.0,0.7,0.5,12.9,0.4,0.2,0.0, AM,0,1,1,FW,1,0,0,None,0,0,0,Norberto BriascoNorberto Briasco,1996-02-29,1.79,both,2016-07-01,2023-06-30,1800000.0,'Armenia', 'Argentina',None
5843,5843,Nordi Mukiele,RBL,23,21,7,1684,3,1,5,0,0.8,78.4,2.0,0,6.79,Bundesliga,1.6,0.8,1.4,0.2,1.1,0.6,0.0,0,0.5,0.8,0.1,0.5,0.9,0.8,0.1,0.1,0.5,0.4,33.9,0.4,1.7,0.0, D,1,0,1,M,0,0,1,None,0,0,0,Nordi Mukiele,1997-11-01,1.87,right,2018-07-01,2023-06-30,25000000.0,'France', 'DR Congo',None
5844,5844,Nordin Jackers,Waasland-Beveren,23,28,0,2520,0,0,1,0,0.0,61.8,0.5,3,6.88,Jupiler_league,0.0,0.1,0.0,0.0,0.9,0.0,0.0,0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4,0.0,10.3,0.0, GK,1,0,0,None,0,0,0,None,0,0,0,Nordin Jackers,1997-09-05,1.87,right,2020-08-31,2023-06-30,800000.0,'Belgium',None,None
5845,5845,Norman Theuerkauf,FC Heidenheim,34,22,2,1946,1,3,5,0,0.5,74.2,1.6,1,6.67,Bundesliga_2,0.9,0.9,0.5,0.3,2.3,0.7,0.4,0,0.2,0.5,0.0,0.1,0.7,0.5,0.3,0.0,0.2,0.9,43.1,1.0,3.8,0.0, D,1,1,0,DMC,1,0,0,None,0,0,0,Norman Theuerkauf,1987-01-24,1.83,left,2015-07-01,2022-06-30,300000.0,'Germany',None,None
5846,5846,Nouha Dicko,Gaziantep FK,29,23,5,1940,4,0,4,0,1.6,74.7,1.5,1,6.63,Super_lig,0.5,0.3,1.8,0.0,0.1,0.3,0.1,0,1.1,1.0,0.7,1.4,2.4,1.6,0.4,0.3,0.9,0.5,11.9,0.3,0.1,0.0, AM,0,0,1,FW,1,0,0,None,0,0,0,Nouha Dicko,1992-05-14,1.73,right,2020-10-02,2022-06-30,1100000.0,'Mali', 'France',None
5847,5847,Nouhou Tolo,Seattle,23,8,0,720,0,0,2,0,0.1,83.1,1.3,0,7.18,MLS,2.1,2.0,0.8,0.4,3.6,0.4,0.5,0,0.6,1.3,0.0,0.6,0.5,0.1,0.1,0.0,0.0,0.1,40.6,0.1,3.1,0.0, D,1,1,0,None,0,0,0,None,0,0,0,Nouhou Tolo,1997-06-23,1.78,right,2017-01-26,2022-06-30,1800000.0,'Cameroon',None,None
5848,5848,Noussair Mazraoui,Ajax,23,16,3,1216,0,1,0,0,0.6,82.9,0.7,0,7.08,Eredivisie,1.8,1.5,0.6,0.0,1.0,0.5,0.2,0,1.5,0.8,0.0,0.5,0.7,0.6,0.5,0.0,0.2,0.6,39.4,0.4,2.2,0.0, D,0,0,1,None,0,0,0,None,0,0,0,Noussair Mazraoui,1997-11-14,1.83,right,2018-03-12,2022-06-30,17000000.0,'Morocco', 'Netherlands',None
5849,5849,Nuno Borges,Nacional,33,20,5,1671,1,0,6,1,0.4,81.8,1.0,0,6.47,Liga_nos,1.2,1.3,1.4,0.0,1.4,1.2,0.4,0,0.7,1.3,0.0,0.4,0.9,0.4,0.4,0.0,0.1,0.4,39.0,0.1,3.8,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0,Nuno Borges,1988-03-31,1.81,left,2019-07-01,2021-06-30,200000.0,'Cape Verde', 'Portugal',None
5850,5850,Nuno Mendes,Sporting,18,29,0,2401,1,1,4,0,0.6,79.3,1.2,5,7.24,Liga_nos,1.7,2.1,1.0,0.4,1.1,0.7,0.1,0,1.5,2.0,0.1,0.9,2.0,0.6,0.4,0.0,0.2,1.1,37.1,1.4,1.6,0.0, M,0,1,0,None,0,0,0,None,0,0,0,Nuno da Costa,1991-02-10,1.82,right,2020-10-05,2021-06-30,1000000.0,'Cape Verde', 'France',None
5851,5851,Nuno Santos,Sporting,26,23,8,1920,7,6,4,0,1.1,80.3,0.3,1,6.86,Liga_nos,0.5,0.3,0.5,0.0,0.1,0.3,0.0,0,0.7,1.0,0.1,0.4,1.1,1.1,0.5,0.1,0.5,1.4,25.6,1.2,0.9,0.0, AM,1,1,1,None,0,0,0,None,0,0,0,Nuno Mendes,2002-06-19,1.76,left,2019-07-01,2025-06-30,40000000.0,'Portugal',None,None
5852,5852,Nuno Sequeira,Braga,30,24,2,2055,0,2,7,0,0.3,79.8,1.7,1,6.91,Liga_nos,2.2,1.9,1.5,0.3,1.4,1.2,0.0,0,0.5,1.3,0.0,0.5,0.9,0.3,0.3,0.0,0.0,0.8,57.1,0.5,3.8,0.0, D,1,1,0,M,0,1,0,None,0,0,0,Nuno Santos,1995-02-13,1.76,left,2020-08-21,2025-06-30,6000000.0,'Portugal',None,None
5853,5853,Nuno Tavares,Benfica,21,7,7,636,0,0,3,0,0.4,78.0,1.0,0,6.48,Liga_nos,1.0,0.4,1.6,0.1,0.6,0.4,0.0,0,1.1,1.1,0.1,0.9,1.1,0.4,0.1,0.0,0.3,0.6,27.6,0.7,0.9,0.0, D,0,1,0,None,0,0,0,None,0,0,0,Nuno Sequeira,1990-08-19,1.84,left,2017-07-01,2022-06-30,4000000.0,'Portugal',None,None
5854,5854,Nuno da Costa,Royal Excel Mouscron,30,24,1,2109,6,0,5,0,2.4,56.8,3.9,6,7.05,Jupiler_league,1.5,0.6,1.5,0.0,0.6,0.3,0.1,0,1.6,2.1,0.4,2.7,4.2,2.4,0.7,0.4,1.4,0.9,20.8,0.0,0.6,0.0, AM,0,1,1,FW,1,0,0,None,0,0,0,Nuno Tavares,2000-01-26,1.84,left,2019-07-01,2024-06-30,7000000.0,'Portugal', 'Cape Verde',None
5855,5855,Nurettin Korkmaz,Kayserispor,18,0,11,138,0,0,2,0,0.2,54.5,0.3,0,6.05,Super_lig,0.4,0.2,0.4,0.0,0.1,0.3,0.0,0,0.5,0.2,0.0,0.1,1.0,0.2,0.0,0.0,0.2,0.0,3.0,0.0,0.0,0.0, M,1,0,0,None,0,0,0,None,0,0,0,Nurettin Korkmaz,2002-06-27,1.78,left,2019-02-18,2022-06-30,675000.0,'Turkey',None,None
5856,5856,Nuri Sahin,Antalyaspor,32,33,3,2886,0,4,6,0,0.3,87.3,0.6,0,6.68,Super_lig,2.1,1.6,1.5,0.1,0.7,1.4,0.1,0,0.3,0.5,0.0,0.3,0.4,0.3,0.3,0.0,0.0,0.9,51.9,0.4,2.8,0.0, M,1,0,0,None,0,0,0,None,0,0,0,Nuri Sahin,1988-09-05,1.8,left,2020-08-19,2022-06-30,1000000.0,'Turkey', 'Germany',None
5857,5857,Nurio Fortuna,Gent,26,24,1,2098,1,0,3,0,0.8,79.8,1.7,0,6.84,Jupiler_league,1.8,1.7,1.8,0.2,2.2,0.4,0.5,0,0.2,1.3,0.0,0.4,1.2,0.8,0.4,0.0,0.3,0.5,46.4,0.3,2.8,0.0, D,1,0,0,None,0,0,0,None,0,0,0,Nurio Fortuna,1995-03-24,1.77,left,2020-07-01,2024-06-30,3000000.0,'Angola', 'Portugal',None
5858,5858,Nzuzi Toko,Wuerzburger Kickers,30,13,2,998,0,0,3,0,0.1,76.9,1.0,0,6.19,Bundesliga_2,1.0,1.9,0.9,0.0,0.9,0.9,0.1,0,0.1,0.7,0.0,0.5,0.8,0.1,0.1,0.0,0.0,0.3,27.7,0.1,1.4,0.0, D,0,0,1,M,1,0,0,None,0,0,0,Nzuzi Toko,1990-11-20,1.71,right,2020-09-16,2022-06-30,350000.0,'DR Congo', 'Switzerland',None
5859,5859,Obbi Oulare,Standard Liege,25,5,7,479,2,0,2,0,1.9,56.1,3.4,0,6.54,Jupiler_league,0.4,0.1,1.6,0.0,0.4,0.0,0.1,0,0.1,0.5,0.3,0.8,1.0,1.9,0.3,0.3,1.3,0.4,12.3,0.0,0.3,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,Obbi OulareObbi Oulare,1996-01-08,1.96,right,2019-07-01,2023-06-30,1200000.0,'Belgium', 'Guinea',None
5860,5860,Obinna Nwobodo,Goztepe,24,25,6,2375,0,2,10,1,0.2,83.4,0.5,0,6.68,Super_lig,3.6,1.6,2.1,0.1,0.8,1.0,0.3,0,0.6,0.5,0.0,0.6,1.1,0.2,0.2,0.0,0.0,0.4,36.7,0.0,1.8,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0,Obinna Nwobodo,1996-11-29,1.79,right,2020-09-17,2023-06-30,1300000.0,'Nigeria',None,None
5861,5861,Odilon Kossounou,Club Bruges,20,30,3,2699,1,2,5,0,0.3,85.9,1.5,0,6.78,Jupiler_league,1.2,1.2,0.9,0.6,1.9,0.3,0.5,0,0.4,0.4,0.0,0.3,0.5,0.3,0.1,0.0,0.2,0.3,47.0,0.1,3.7,0.0, D,1,0,0,None,0,0,0,None,0,0,0,Odilon Kossounou,2001-01-04,1.91,right,2019-07-01,2024-06-30,13000000.0,"""Cote d'Ivoire""",None,None
5862,5862,Odin Bailey,Forest Green,21,26,11,2353,4,5,5,0,1.6,77.4,0.6,3,6.71,League_two,1.0,0.5,0.6,0.0,0.2,0.5,0.0,0,1.1,0.9,0.1,1.3,1.9,1.6,0.9,0.1,0.6,1.1,18.8,0.7,0.9,0.1, AM,1,0,1,None,0,0,0,None,0,0,0,Odin Bailey,1999-12-08,1.8,left,2019-07-01,2022-06-30,150000.0,'England',None,None
5863,5863,Odsonne Edouard,Celtic,23,28,3,2340,18,4,1,0,3.5,80.2,0.8,4,7.33,Premiership,0.3,0.1,0.6,0.0,0.2,0.3,0.0,0,1.6,1.0,0.2,2.0,3.1,3.5,0.8,0.4,2.3,1.2,22.0,0.0,0.3,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,Odsonne Edouard,1998-01-16,1.87,right,2018-07-01,2022-05-31,15000000.0,'France', 'French Guiana',None
5864,5864,Odysseas Vlachodimos,Benfica,27,18,0,1620,0,0,0,0,0.0,74.3,0.2,0,6.8,Liga_nos,0.1,0.0,0.0,0.0,0.8,0.1,0.0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.1,0.0,3.8,0.0, GK,1,0,0,None,0,0,0,None,0,0,0,Odysseas Vlachodimos,1994-04-26,1.91,right,2018-07-01,2024-06-30,12000000.0,'Greece', 'Germany',None
5865,5865,Odysseus Velanas,FC Utrecht,22,0,1,11,0,0,0,0,0.0,60.0,0.0,0,5.99,Eredivisie,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0, M,1,0,0,None,0,0,0,None,0,0,0,Odysseus Velanas,1998-06-05,1.8,right,2020-07-01,2022-06-30,400000.0,'Netherlands', 'Greece',None
5866,5866,Offrande Zanzala,Carlisle,24,15,8,1360,5,2,3,0,1.6,57.7,2.0,1,6.44,League_two,0.3,0.1,2.2,0.0,0.4,0.1,0.0,0,0.4,1.1,0.6,1.2,2.3,1.6,0.2,0.3,1.1,0.3,8.5,0.0,0.0,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,Offrande Zanzala,1996-11-08,1.85,right,2021-01-08,2021-06-30,25000.0,'Congo', 'England',None
5867,5867,Ofir Marciano,Hibernian,31,32,0,2847,0,0,0,0,0.0,56.8,0.3,2,6.74,Premiership,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.9,0.0,8.3,0.0, GK,1,0,0,None,0,0,0,None,0,0,0,Ofir Marciano,1989-10-07,1.93,right,2017-07-01,2021-05-31,400000.0,'Israel', 'Portugal',None
5868,5868,Ogechika Heil,Hamburg,20,0,6,71,0,0,0,0,0.0,69.6,0.2,0,6.17,Bundesliga_2,0.0,0.0,0.2,0.0,0.0,0.3,0.0,0,1.0,0.3,0.2,0.2,1.0,0.0,0.0,0.0,0.0,0.2,3.8,0.0,0.0,0.0, M,1,0,0,None,0,0,0,None,0,0,0,Ogechika Heil,2000-11-27,1.68,right,2021-01-01,2024-06-30,200000.0,'Germany', 'Nigeria',None
5869,5869,Oghenekaro Etebo,Galatasaray,25,14,10,1237,0,0,3,1,0.3,90.0,0.9,1,6.55,Super_lig,1.0,1.1,0.6,0.0,0.6,0.6,0.3,0,0.8,1.6,0.0,0.6,0.6,0.3,0.3,0.0,0.0,0.4,37.0,0.0,2.3,0.0, M,1,1,0,FW,1,0,0,None,0,0,0,Oghenekaro Etebo,1995-11-09,1.74,right,2020-09-09,2021-06-30,3200000.0,'Nigeria',None,None
5870,5870,Ognjen Gnjatic,Erzgebirge Aue,29,20,3,1567,0,0,5,0,0.3,70.2,2.0,1,6.71,Bundesliga_2,2.3,1.7,1.5,0.0,2.4,1.3,0.5,0,0.2,0.5,0.0,0.3,0.7,0.3,0.1,0.0,0.2,0.2,23.3,0.1,1.4,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0,Ognjen Gnjatic,1991-10-16,1.9,right,2020-08-12,2022-06-30,400000.0,'Bosnia-Herzegovina', 'Croatia',None
5871,5871,Ognjen Vranjes,Sporting Charleroi,31,9,0,797,0,0,1,0,0.6,82.7,3.4,0,6.85,Jupiler_league,1.1,2.8,1.2,0.3,4.4,0.4,0.8,0,0.2,0.9,0.1,0.2,0.0,0.6,0.0,0.0,0.6,0.1,42.3,0.0,5.7,0.0, D,1,0,1,None,0,0,0,None,0,0,0,Ognjen Vranjes,1989-10-24,1.83,right,2021-01-25,2021-06-30,700000.0,'Bosnia-Herzegovina', 'Serbia',None
5872,5872,Ogulcan Çaglayan,Galatasaray,25,10,8,846,4,1,1,0,1.4,77.4,1.2,1,6.65,Super_lig,0.6,0.4,1.1,0.0,0.4,0.4,0.1,0,0.6,0.3,0.3,0.6,1.8,1.4,0.2,0.2,1.0,0.8,15.9,0.2,0.1,0.0, AM,0,1,1,FW,1,0,0,None,0,0,0,Ogulcan Caglayan,1996-03-22,1.88,right,2020-08-11,2024-06-30,800000.0,'Turkey',None,None
5873,5873,Oguz Ceylan,Gaziantep FK,30,24,4,2012,0,2,2,1,0.4,79.1,0.6,1,6.51,Super_lig,1.5,1.3,0.9,0.3,1.2,1.2,0.1,0,0.6,0.6,0.1,0.5,1.1,0.4,0.2,0.1,0.1,0.5,25.0,0.5,1.3,0.0, D,0,0,1,M,0,0,1,None,0,0,0,Oguz Ceylan,1990-12-15,1.74,right,2019-01-09,2023-06-30,850000.0,'Turkey',None,None
5874,5874,Oguz Guctekin,Konyaspor,22,7,12,751,0,0,3,0,0.2,91.5,0.2,0,6.22,Super_lig,1.2,0.8,0.3,0.0,0.4,1.1,0.1,0,0.2,0.3,0.0,0.4,0.9,0.2,0.2,0.0,0.0,0.2,18.0,0.0,1.1,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0,Oguz Kagan Guctekin,1999-04-06,1.73,right,2020-09-22,2021-06-30,850000.0,'Turkey',None,None
5875,5875,Oguz Yilmaz,Denizlispor,28,15,3,1279,1,0,4,0,0.3,80.2,1.8,1,6.56,Super_lig,1.0,1.6,0.4,0.2,3.5,0.3,0.8,0,0.0,1.1,0.1,0.0,0.3,0.3,0.0,0.1,0.3,0.2,32.8,0.0,3.0,0.0, D,1,0,0,None,0,0,0,None,0,0,0,Oguz Yilmaz,1993-01-01,1.85,right,2019-01-15,2023-06-30,300000.0,'Turkey',None,None
5876,5876,Oguzhan Ozyakup,Besiktas,28,8,11,620,3,1,0,0,0.7,77.7,0.1,0,6.51,Super_lig,0.9,0.3,0.3,0.0,0.0,0.3,0.0,0,0.0,0.6,0.1,0.4,0.6,0.7,0.5,0.0,0.3,0.3,14.2,0.4,0.6,0.0, M,1,0,0,None,0,0,0,None,0,0,0,Oguzhan Ozyakup,1992-09-23,1.8,right,2012-07-01,2022-06-30,1800000.0,'Turkey', 'Netherlands',None
5877,5877,Oier Zarraga,Athletic Bilbao,22,1,4,98,0,0,0,0,0.2,78.6,0.0,0,6.14,La_Liga,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0,0.4,0.4,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,8.4,0.0,0.2,0.0, M,1,0,0,None,0,0,0,None,0,0,0,Oier Zarraga,1999-01-04,1.75,right,2021-02-01,2023-06-30,500000.0,'Spain',None,None
5878,5878,Oihan Sancet,Athletic Bilbao,21,11,13,1036,2,2,2,0,0.8,73.1,0.8,0,6.41,La_Liga,0.3,0.2,0.8,0.0,0.3,0.2,0.0,0,0.8,0.7,0.2,1.1,1.1,0.8,0.1,0.1,0.5,0.5,14.4,0.0,0.4,0.0, AM,1,0,0,FW,1,0,0,None,0,0,0,Oihan Sancet,2000-04-25,1.88,right,2020-08-04,2022-06-30,3500000.0,'Spain',None,None
5879,5879,Okan Kocuk,Galatasaray,25,10,0,900,0,0,1,0,0.0,76.4,0.4,0,6.51,Super_lig,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0,0.0,0.2,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,25.8,0.0,5.5,0.0, GK,1,0,0,None,0,0,0,None,0,0,0,Okan Kocuk,1995-07-27,1.87,right,2019-07-18,2023-06-30,700000.0,'Turkey',None,None
5880,5880,Okay Yokuslu,West Brom,27,15,1,1319,0,1,4,0,0.8,82.5,2.6,0,6.96,Premier_league,2.4,2.2,1.6,0.0,2.0,1.1,0.2,0,1.2,1.8,0.1,0.6,1.4,0.8,0.4,0.1,0.3,0.4,33.1,0.0,1.9,0.0, D,1,0,0,DMC,1,0,0,None,0,0,0,Okay Yokuslu,1994-03-09,1.91,right,2021-02-01,2021-06-30,7500000.0,'Turkey',None,None
5881,5881,Ola Aina,Fulham,24,31,0,2671,2,1,3,0,0.5,78.9,1.0,1,6.63,Premier_league,1.2,1.5,1.0,0.4,2.6,0.7,0.2,0,0.7,0.8,0.1,0.3,0.9,0.5,0.3,0.0,0.1,0.5,47.2,0.3,2.1,0.0, D,1,1,1,M,0,1,1,None,0,0,0,Ola AinaOla Aina,1996-10-08,1.84,right,2020-09-11,2021-06-30,6000000.0,'Nigeria', 'England',None
5882,5882,Ola John,RKC Waalwijk,29,16,7,1070,2,2,0,0,1.0,73.9,0.8,0,6.58,Eredivisie,0.3,0.2,0.1,0.0,0.1,0.1,0.0,0,1.3,0.6,0.1,1.1,1.6,1.0,0.4,0.0,0.6,1.0,14.7,0.7,1.2,0.0, AM,0,1,1,None,0,0,0,None,0,0,0,Ola JohnOla John,1992-05-19,1.79,right,2020-10-06,2021-06-30,650000.0,'Netherlands', 'Liberia',None
5883,5883,Ola Kamara,DC United,31,1,4,178,3,0,0,0,1.0,79.2,1.0,1,6.74,MLS,0.0,0.2,0.6,0.0,0.2,0.2,0.0,0,0.0,0.4,0.0,0.4,0.8,1.0,0.0,0.2,0.8,0.2,9.6,0.0,0.4,0.0, AM,0,1,0,FW,1,0,0,None,0,0,0,Ola Kamara,1989-10-15,1.84,left,2019-08-07,2022-06-30,1500000.0,'Norway',None,None
5884,5884,Olamide Shodipo,Oxford,23,24,17,2264,11,2,2,0,1.5,76.9,0.3,0,6.64,League_one,0.7,0.3,1.1,0.0,0.2,0.3,0.1,0,0.6,1.5,0.1,1.3,1.5,1.5,0.7,0.1,0.7,0.6,9.6,0.2,0.2,0.0, AM,0,1,1,None,0,0,0,None,0,0,0,Olamide Shodipo,1997-07-05,1.76,right,2016-07-01,2022-06-30,100000.0,'Ireland', 'England',None
5885,5885,Olarenwaju Kayode,Sivasspor,28,18,15,1613,6,2,2,0,1.2,77.7,0.3,1,6.52,Super_lig,0.5,0.2,0.9,0.0,0.3,0.2,0.0,0,0.5,1.7,0.2,0.5,2.2,1.2,0.2,0.3,0.7,0.4,9.2,0.1,0.2,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,Olarenwaju Kayode,1993-05-08,1.76,right,2020-09-22,2021-06-30,3700000.0,'Nigeria',None,None
5886,5886,Olcay Sahan,Yeni Malatyaspor,34,4,8,363,0,0,2,0,0.3,66.9,0.0,0,6.22,Super_lig,0.8,0.3,0.6,0.0,0.1,0.4,0.0,0,0.5,0.3,0.2,0.4,0.7,0.3,0.3,0.0,0.1,0.7,10.3,0.5,0.6,0.0, M,1,1,1,None,0,0,0,None,0,0,0,Olcay Sahan,1987-05-26,1.79,right,2020-10-05,2021-06-30,125000.0,'Turkey', 'Germany',None
5887,5887,Ole Romeny,Willem II,20,2,9,354,0,0,0,0,1.0,70.3,1.0,0,6.31,Eredivisie,0.8,0.2,0.5,0.0,0.6,0.1,0.0,0,0.7,1.6,0.1,0.5,1.1,1.0,0.2,0.1,0.7,0.0,10.7,0.1,0.1,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,Ole Romeny,2000-06-20,1.85,right,2020-09-30,2021-06-30,400000.0,'Netherlands',None,None
5888,5888,Oleg Aleinik,FC Rotor Volgograd,32,20,3,1785,0,0,5,0,1.0,78.6,0.5,0,6.5,Russian_premier_league,2.0,1.5,1.5,0.0,1.7,0.9,0.3,0,0.2,1.3,0.1,0.6,1.1,1.0,0.9,0.0,0.1,0.7,31.3,0.1,2.4,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0,Oleg Aleynik,1989-02-08,1.81,right,2019-07-01,2021-06-30,400000.0,'Russia',None,None
5889,5889,Oleg Ivanov,FC Ufa,34,8,1,710,1,0,2,0,1.2,79.3,3.2,1,6.89,Russian_premier_league,1.7,0.9,0.8,0.0,0.7,1.3,0.3,0,0.2,0.8,0.0,0.8,0.7,1.2,0.7,0.2,0.3,0.9,46.1,0.4,3.8,0.0, M,1,0,0,FW,1,0,0,None,0,0,0,Oleg Ivanov,1986-08-04,1.92,right,2021-01-21,2022-06-30,500000.0,'Russia',None,None
5890,5890,Oleg Kozhemyakin,FC Rotor Volgograd,26,16,3,1443,0,1,5,0,0.4,71.1,2.3,1,6.65,Russian_premier_league,0.9,2.2,0.7,0.3,2.9,0.3,0.4,0,0.2,0.3,0.0,0.3,0.5,0.4,0.1,0.1,0.3,0.2,35.2,0.2,2.8,0.0, D,1,0,1,None,0,0,0,None,0,0,0,Oleg Kozhemyakin,1995-05-30,1.84,right,2020-07-01,2022-06-30,700000.0,'Russia',None,None
5891,5891,Oleg Shatov,Rubin Kazan,30,17,4,1482,1,3,4,0,0.7,81.8,0.7,0,6.65,Russian_premier_league,1.0,0.9,0.7,0.1,0.5,0.7,0.3,0,0.4,1.6,0.0,1.0,1.2,0.7,0.5,0.0,0.2,1.3,35.4,0.7,2.4,0.0, M,1,1,1,None,0,0,0,None,0,0,0,Oleg Shatov,1990-07-29,1.73,right,2020-08-01,2022-06-30,2500000.0,'Russia',None,None
5892,5892,Oleksandr Filippov,St.Truiden,28,7,8,664,1,4,0,0,0.9,75.8,0.5,0,6.46,Jupiler_league,0.5,0.1,0.3,0.0,0.2,0.1,0.0,0,0.2,0.8,0.3,1.1,1.0,0.9,0.3,0.0,0.6,0.9,14.1,0.5,0.5,0.1, FW,1,0,0,None,0,0,0,None,0,0,0,Oleksandr Filippov,1992-10-23,1.83,right,2020-09-22,2023-06-30,750000.0,'Ukraine',None,None
5893,5893,Oleksandr Zinchenko,Man City,24,15,5,1474,0,0,0,0,0.8,89.8,1.5,0,6.84,Premier_league,1.3,1.2,0.5,0.2,1.3,0.5,0.2,0,0.3,0.2,0.1,0.3,0.8,0.8,0.6,0.0,0.3,0.8,68.4,0.3,1.5,0.0, D,0,1,0,M,1,0,1,None,0,0,0,Oleksandr Zinchenko,1996-12-15,1.75,left,2016-07-04,2024-06-30,25000000.0,'Ukraine',None,None
5894,5894,Oli Shaw,Ross County,22,12,12,1253,6,1,2,0,1.3,73.8,1.6,1,6.48,Premiership,0.3,0.2,0.5,0.0,0.2,0.4,0.1,0,0.4,1.0,0.3,0.8,1.5,1.3,0.6,0.1,0.6,0.4,15.1,0.1,0.5,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,Oli ShawOli Shaw,1998-09-12,1.7,right,2020-01-22,2022-05-31,350000.0,'Scotland',None,None
