,Unnamed: 0,Name,Team,Age,Apps,start_bench,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,League,Tackles,Inter,Fouls,Offsides,Clear,Drb_past,Blocks,OwnG,Drb_per_game,Fouled,Off,Disp,UnsTch,Total_shots,OutOfBox,SixYardBox,PenaltyArea,KeyP,AvgP,Crosses,LongB,ThrB,Main_role,is_pos_c,is_pos_l,is_pos_r,secondary_role,is_pos_sec_c,is_pos_sec_l,is_pos_sec_r,third_role,is_pos_third_c,is_pos_third_l,is_pos_third_r,name,date_of_birth,height,foot,joined,contract_until,market_value,nationality_1,nationality_2,nationality_3
2150,2150,Ellis Chapman,Cheltenham,20,9,12,998,0,0,1,0,0.1,71.2,0.8,0,6.39,League_two,1.4,0.7,0.8,0.0,0.4,0.2,0.1,0,0.3,0.2,0.0,0.1,0.7,0.1,0.1,0.0,0.0,0.2,23.0,0.2,1.3,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0,Ellis Chapman,2001-01-08,1.91,left,2020-10-15,2021-06-30,25000.0,'England',None,None
2151,2151,Ellis Harrison,Portsmouth,27,11,14,1199,4,0,3,0,1.6,53.3,4.4,0,6.68,League_one,0.2,0.4,1.4,0.0,1.0,0.2,0.0,0,0.2,1.6,0.3,1.4,1.2,1.6,0.4,0.2,1.0,1.0,14.0,0.1,0.2,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,Ellis Harrison,1994-01-29,1.8,right,2019-07-01,2022-06-30,400000.0,'Wales',None,None
2152,2152,Ellis Iandolo,Swindon,23,5,3,375,0,0,0,0,0.3,53.7,1.3,0,6.47,League_one,2.0,0.6,0.4,0.0,1.4,0.4,0.1,0,0.1,0.6,0.0,0.3,0.6,0.3,0.0,0.0,0.3,0.3,23.8,0.3,1.5,0.0, D,0,1,0,None,0,0,0,None,0,0,0,Ellis Iandolo,1997-08-22,1.86,right,2015-08-04,2022-06-30,75000.0,'England',None,None
2153,2153,Ellyes Skhiri,FC Koln,26,32,0,2790,5,2,5,0,0.5,86.7,1.3,2,6.88,Bundesliga,2.6,2.6,1.3,0.1,1.0,1.0,0.4,0,0.5,0.5,0.1,0.5,1.0,0.5,0.1,0.3,0.2,0.5,47.3,0.0,2.9,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0,Ellyes Skhiri,1995-05-10,1.85,right,2019-07-29,2023-06-30,10000000.0,'Tunisia', 'France',None
2154,2154,Elmir Nabiullin,PFC Sochi,26,7,9,700,0,1,1,0,0.4,59.5,0.7,0,6.3,Russian_premier_league,0.8,0.4,0.5,0.0,0.9,0.4,0.1,0,0.1,0.6,0.1,0.2,0.8,0.4,0.3,0.0,0.2,0.4,12.5,0.3,0.5,0.0, D,0,1,0,M,0,1,0,None,0,0,0,Elmir Nabiullin,1995-03-08,1.74,left,2019-07-08,2021-06-30,1000000.0,'Russia',None,None
2155,2155,Eloy Room,Columbus,32,7,0,630,0,0,0,0,0.0,70.8,0.0,0,6.72,MLS,0.0,0.1,0.0,0.0,0.7,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.9,0.0,8.1,0.0, GK,1,0,0,None,0,0,0,None,0,0,0,Eloy Room,1989-02-06,1.9,right,2019-07-09,2021-12-31,1000000.0,'Curacao', 'Netherlands',None
2156,2156,Elseid Hysaj,Napoli,27,20,4,1773,0,2,2,0,0.3,84.6,0.8,0,6.81,Serie_A,1.2,1.3,0.7,0.1,1.8,0.7,0.2,0,0.9,0.8,0.0,0.3,1.0,0.3,0.3,0.0,0.1,0.6,44.1,0.0,2.0,0.1, D,0,1,1,None,0,0,0,None,0,0,0,Elseid Hysaj,1994-02-02,1.82,right,2015-08-02,2021-06-30,13000000.0,'Albania',None,None
2157,2157,Eltinho,Juventude,33,0,1,1,0,0,0,0,0.0,0.0,0.0,0,6.0,Brasileirao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, D,0,1,0,None,0,0,0,None,0,0,0,EltinhoEltinho,1987-07-07,1.71,left,2019-01-03,2022-06-30,300000.0,'Brazil',None,None
2158,2158,Elton,Juventude,31,0,1,1,0,0,0,0,0.0,0.0,0.0,0,6.0,Brasileirao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0,EltonElton,1990-03-17,1.8,right,2021-03-10,2022-06-30,500000.0,'Brazil',None,None
2159,2159,Elton,Cuiaba,35,1,0,90,1,0,0,0,3.0,61.5,3.0,0,7.23,Brasileirao,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,5.0,3.0,1.0,1.0,1.0,1.0,13.0,0.0,0.0,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,EltonElton,1985-08-01,1.85,left,2020-09-18,2021-12-31,400000.0,'Brazil',None,None
2160,2160,Elvis Bwomono,Southend,22,38,3,3350,1,2,3,0,0.4,64.5,1.1,0,6.5,League_two,1.6,1.1,0.4,0.3,2.0,0.3,0.2,0,0.3,0.6,0.1,0.4,1.0,0.4,0.2,0.0,0.2,0.3,30.1,0.3,2.3,0.0, D,1,0,1,M,0,0,1,None,0,0,0,Elvis Bwomono,1998-11-29,1.75,right,2017-07-01,2021-06-30,25000.0,'Uganda', 'England',None
2161,2161,Elvis Rexhbecaj,FC Koln,23,20,10,1835,5,2,4,0,0.9,66.3,0.4,2,6.63,Bundesliga,1.8,0.9,0.7,0.0,0.5,1.1,0.2,0,0.4,1.6,0.0,0.8,1.6,0.9,0.6,0.1,0.3,0.9,19.2,0.6,0.8,0.0, M,1,0,0,None,0,0,0,None,0,0,0,Elvis Rexhbecaj,1997-11-01,1.82,left,2020-01-06,2021-06-30,4000000.0,'Germany', 'Kosovo',None
2162,2162,Ema Twumasi,FC Dallas,24,0,1,11,0,0,0,0,0.0,70.0,0.0,0,5.97,MLS,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,Ema Twumasi,1997-05-18,1.72,right,2018-01-19,2021-12-31,150000.0,'Ghana',None,None
2163,2163,Emanuel Britez,Rosario Central,29,22,0,1980,1,0,9,0,0.8,72.9,2.0,1,6.99,Superliga,2.9,2.0,1.6,0.3,2.9,0.5,0.6,0,0.8,1.5,0.2,0.8,1.7,0.8,0.1,0.1,0.5,0.4,33.1,0.1,1.6,0.0, D,1,1,1,None,0,0,0,None,0,0,0,Emanuel Britez,1992-03-26,1.78,right,2020-10-26,2023-12-31,1400000.0,'Argentina',None,None
2164,2164,Emanuel Cecchini,Union,24,2,2,257,0,1,0,0,1.5,82.0,0.3,0,6.68,Superliga,2.5,0.8,0.8,0.0,1.5,2.3,0.0,0,0.8,0.3,0.0,0.8,0.8,1.5,1.5,0.0,0.0,1.0,30.5,0.0,2.3,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0,Emanuel Cecchini,1996-12-24,1.79,right,2021-02-20,2021-12-31,600000.0,'Argentina', 'Italy',None
2165,2165,Emanuel Coronel,Banfield,24,2,0,180,0,0,1,0,0.0,61.5,1.5,0,6.39,Superliga,1.0,0.5,0.5,0.0,5.0,0.0,0.0,0,0.5,0.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.5,32.5,0.0,1.5,0.0, D,0,0,1,None,0,0,0,None,0,0,0,Emanuel Coronel,1997-02-01,1.74,right,2019-01-01,2024-12-31,1200000.0,'Argentina',None,None
2166,2166,Emanuel Emegha,Sparta Rotterdam,18,1,15,370,1,0,0,0,0.3,76.4,0.4,0,6.18,Eredivisie,0.2,0.1,0.8,0.0,0.0,0.0,0.0,0,0.4,0.4,0.3,0.5,1.6,0.3,0.1,0.1,0.1,0.6,4.5,0.0,0.0,0.1, FW,1,0,0,None,0,0,0,None,0,0,0,Emanuel Emegha,2003-02-03,1.95,both,2020-07-01,2023-06-30,450000.0,'Netherlands', 'Nigeria',None
2167,2167,Emanuel Iniguez,Aldosivi,24,13,0,1068,1,1,3,0,0.2,61.0,1.4,1,6.92,Superliga,3.6,1.6,1.0,0.3,2.5,1.0,0.0,0,1.2,1.5,0.0,1.1,1.5,0.2,0.1,0.0,0.1,0.2,29.8,0.0,1.7,0.1, D,0,0,1,None,0,0,0,None,0,0,0,Emanuel Iniguez,1996-09-16,1.77,right,2018-01-01,2021-06-30,800000.0,'Argentina',None,None
2168,2168,Emanuel Maciel,San Lorenzo,24,1,0,90,0,0,0,0,0.0,85.9,1.0,0,7.19,Superliga,1.0,5.0,0.0,0.0,1.0,0.0,2.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,8.0,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0,Emanuel Maciel,1997-03-28,1.8,left,2020-02-11,2022-06-30,300000.0,'Argentina',None,None
2169,2169,Emanuel Mammana,PFC Sochi,25,14,4,1312,0,1,4,0,0.2,83.6,1.1,0,6.67,Russian_premier_league,1.1,1.7,0.7,0.2,4.2,0.4,0.5,0,0.2,0.2,0.0,0.1,0.2,0.2,0.2,0.0,0.1,0.2,35.2,0.0,3.3,0.0, D,1,0,0,None,0,0,0,None,0,0,0,Emanuel Mammana,1996-02-10,1.83,right,2020-08-07,2021-06-30,3000000.0,'Argentina',None,None
2170,2170,Emanuel Reynoso,Boca Juniors,25,9,9,894,1,3,4,0,0.7,75.2,0.6,3,7.1,Superliga,2.1,0.4,1.1,0.0,0.2,1.7,0.0,0,2.4,1.3,0.0,1.6,1.6,0.7,0.6,0.1,0.1,1.7,27.1,0.8,1.3,0.1, AM,1,1,0,None,0,0,0,None,0,0,0,Emanuel Reynoso,1995-11-16,1.76,left,2020-09-01,2023-12-31,10000000.0,'Argentina',None,None
2171,2171,Emanuel Taffertshofer,Sandhausen,26,16,5,1369,0,0,7,0,0.7,72.5,0.7,0,6.44,Bundesliga_2,2.2,1.3,1.5,0.0,0.7,0.7,0.0,0,0.5,1.1,0.0,0.4,1.3,0.7,0.6,0.0,0.1,0.3,28.1,0.0,1.5,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0,Emanuel Taffertshofer,1995-02-24,1.74,right,2018-07-01,2021-06-30,325000.0,'Germany',None,None
2172,2172,Emanuel Vignato,Bologna,20,11,20,1193,1,4,4,0,0.7,77.9,0.1,1,6.42,Serie_A,0.6,0.3,0.4,0.0,0.2,0.4,0.0,0,0.7,0.4,0.1,0.4,0.5,0.7,0.4,0.0,0.3,0.8,20.3,0.5,0.7,0.1, AM,1,1,0,None,0,0,0,None,0,0,0,Emanuel Vignato,2000-08-24,1.75,right,2020-01-20,2024-06-30,6000000.0,'Italy', 'Brazil',None
2173,2173,Embiya Ayyldiz,Ankaragucu,20,1,4,77,0,0,1,0,0.6,92.3,0.0,0,6.01,Super_lig,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,0.0,0.6,0.0,2.6,0.0,0.0,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,Embiya Ayyildiz,2000-07-05,1.9,left,2021-01-19,2023-06-30,150000.0,'Turkey',None,None
2174,2174,Emerson,Real Betis,22,34,0,2993,1,4,9,1,0.3,81.2,1.8,2,6.99,La_Liga,2.7,1.8,1.7,0.5,2.5,1.0,0.2,1,0.7,2.1,0.1,1.0,1.6,0.3,0.1,0.1,0.2,1.0,45.0,0.6,1.2,0.0, D,0,0,1,M,0,0,1,None,0,0,0,Emerson,1994-08-03,1.81,left,2018-01-30,2022-06-30,12000000.0,'Italy', 'Brazil',None
2175,2175,Emerson Hyndman,Atlanta United,25,7,0,621,1,1,2,0,0.9,91.2,0.6,0,6.53,MLS,1.7,0.3,1.7,0.1,0.7,1.0,0.0,0,0.7,0.7,0.1,0.9,2.3,0.9,0.6,0.0,0.3,0.7,48.6,0.0,2.4,0.0, M,1,1,0,None,0,0,0,None,0,0,0,Emerson Hyndman,1996-04-09,1.7,right,2020-01-01,2022-12-31,1800000.0,'United States', 'Portugal',None
2176,2176,Emil Audero,Sampdoria,24,37,0,3330,0,1,0,0,0.0,65.6,0.2,2,6.81,Serie_A,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.8,0.0,7.2,0.0, GK,1,0,0,None,0,0,0,None,0,0,0,Emil Audero,1997-01-18,1.92,right,2019-07-01,2026-06-30,14000000.0,'Italy',None,None
2177,2177,Emil Berggreen,Greuther Fuerth,28,0,4,65,0,0,0,0,1.0,75.0,1.5,0,6.29,Bundesliga_2,0.0,0.0,0.3,0.0,0.5,0.0,0.0,0,0.3,0.3,0.0,0.3,0.3,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,Emil Berggreen,1993-05-10,1.94,right,2020-09-15,2022-06-30,350000.0,'Denmark', 'Croatia',None
2178,2178,Emil Bergström,FC Utrecht,28,4,5,416,0,0,0,0,0.1,87.7,1.9,0,6.34,Eredivisie,0.4,0.6,0.3,0.1,2.7,0.2,0.4,0,0.0,0.0,0.1,0.1,0.3,0.1,0.0,0.0,0.1,0.2,29.0,0.0,1.7,0.0, D,1,1,0,None,0,0,0,None,0,0,0,Emil Bergström,1993-05-19,1.88,right,2018-07-30,2022-06-30,650000.0,'Sweden',None,None
2179,2179,Emil Bohinen,CSKA Moscow,22,2,2,197,0,0,1,0,0.5,78.7,0.5,0,6.8,Russian_premier_league,1.8,1.0,0.8,0.0,0.0,1.5,0.0,0,1.0,0.3,0.0,0.3,2.0,0.5,0.3,0.0,0.3,1.5,27.0,1.3,1.8,0.0, M,1,0,0,None,0,0,0,None,0,0,0,Emil Bohinen,1999-03-12,1.89,left,2021-02-15,2025-06-30,1500000.0,'Norway',None,None
2180,2180,Emil Forsberg,RBL,29,20,9,1552,7,4,0,0,1.2,79.4,0.3,1,6.76,Bundesliga,0.4,0.4,0.5,0.0,0.1,0.8,0.0,0,0.7,0.9,0.2,0.8,1.3,1.2,0.3,0.0,0.9,1.2,19.6,0.5,0.4,0.1, AM,1,1,1,FW,1,0,0,None,0,0,0,Emil Forsberg,1991-10-23,1.79,right,2015-01-07,2025-06-30,20000000.0,'Sweden',None,None
2181,2181,Emil Hansson,Fortuna Sittard,22,17,15,1605,2,4,0,0,1.1,78.9,0.1,1,6.56,Eredivisie,0.9,0.1,0.3,0.0,0.3,0.8,0.0,0,0.7,0.1,0.1,0.4,1.2,1.1,0.4,0.0,0.6,1.0,17.0,0.7,0.5,0.1, AM,0,1,0,None,0,0,0,None,0,0,0,Emil Hansson,1998-06-15,1.72,right,2020-07-01,2024-06-30,850000.0,'Sweden', 'Norway',None
2182,2182,Emil Krafth,Newcastle,26,14,2,1291,1,0,4,0,0.4,74.9,1.6,0,6.47,Premier_league,1.2,0.9,0.8,0.4,2.9,0.8,0.6,0,0.2,0.6,0.1,0.3,0.6,0.4,0.3,0.0,0.2,0.4,28.4,0.2,1.2,0.0, D,1,0,1,None,0,0,0,None,0,0,0,Emil Krafth,1994-08-02,1.84,right,2019-08-08,2023-06-30,3500000.0,'Sweden',None,None
2183,2183,Emile Acquah,Southend,20,20,11,1595,2,1,1,0,1.1,58.6,2.5,0,6.3,League_two,0.3,0.1,1.1,0.0,0.6,0.2,0.1,0,0.2,1.0,0.2,1.3,2.0,1.1,0.2,0.1,0.8,0.3,9.0,0.0,0.1,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,Emile Acquah,2000-07-13,1.91,right,2020-09-01,2021-06-30,25000.0,'England', 'Ghana',None
2184,2184,Emile Smith Rowe,Arsenal,20,18,2,1448,2,4,0,0,0.7,88.7,0.2,0,6.77,Premier_league,0.7,0.5,0.3,0.0,0.5,0.6,0.1,0,0.5,1.0,0.2,0.4,1.9,0.7,0.2,0.0,0.5,1.4,36.3,0.1,0.6,0.1, AM,1,1,0,None,0,0,0,None,0,0,0,Emile Smith Rowe,2000-07-28,1.82,right,2020-08-01,2023-06-30,18000000.0,'England',None,None
2185,2185,Emiliano Buendia,Norwich,24,39,0,3340,15,16,4,2,2.8,78.6,0.9,14,7.78,Championship,2.4,1.1,1.6,0.1,1.3,1.8,0.1,0,1.6,2.0,0.1,1.8,2.2,2.8,1.5,0.1,1.2,3.1,48.5,1.3,3.5,0.3, M,0,0,1,None,0,0,0,None,0,0,0,Emiliano Buendia,1996-12-25,1.72,right,2018-07-01,2024-06-30,22000000.0,'Argentina', 'Spain',None
2186,2186,Emiliano Marcondes,Brentford,26,14,20,1548,2,3,3,0,1.0,74.6,0.6,0,6.49,Championship,0.8,0.2,0.7,0.0,0.5,0.5,0.1,0,0.1,0.8,0.0,0.4,0.9,1.0,0.3,0.1,0.6,0.7,17.9,0.2,0.8,0.0, AM,1,0,0,None,0,0,0,None,0,0,0,Emiliano Marcondes,1995-03-09,1.82,right,2018-01-01,2021-06-30,2800000.0,'Denmark', 'Brazil',None
2187,2187,Emiliano Martinez,Aston Villa,28,38,0,3420,0,0,1,0,0.0,62.5,0.3,3,7.0,Premier_league,0.1,0.1,0.0,0.0,0.4,0.0,0.0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,29.8,0.0,7.0,0.0, GK,1,0,0,None,0,0,0,None,0,0,0,Emiliano Martinez,1992-09-02,1.95,right,2020-09-16,2024-06-30,30000000.0,'Argentina',None,None
2188,2188,Emiliano Mendez,Arsenal Sarandi,32,6,6,676,2,2,3,0,0.7,85.6,1.4,1,6.84,Superliga,2.2,1.0,1.3,0.1,1.4,1.3,0.2,0,0.3,0.6,0.0,0.3,0.7,0.7,0.4,0.0,0.3,0.3,31.2,0.0,1.9,0.0, M,1,0,0,None,0,0,0,None,0,0,0,Emiliano Mendez,1989-02-15,1.86,right,2018-07-25,2021-12-31,200000.0,'Argentina',None,None
2189,2189,Emiliano Papa,Arsenal Sarandi,39,23,0,2070,0,1,4,0,0.1,79.5,0.5,0,6.66,Superliga,1.8,1.2,0.5,0.2,1.1,1.7,0.4,0,0.7,0.8,0.2,0.3,0.6,0.1,0.1,0.0,0.0,1.0,43.2,0.7,1.9,0.0, D,0,1,0,DMC,1,0,0,None,0,0,0,Emiliano Papa,1982-04-19,1.71,left,2017-07-01,2021-12-31,50000.0,'Argentina', 'Italy',None
2190,2190,Emiliano Rigoni,Elche,28,12,11,1142,1,1,5,0,0.7,82.2,0.2,0,6.24,La_Liga,0.5,0.3,0.9,0.0,0.4,0.5,0.0,0,0.6,0.3,0.3,0.6,1.6,0.7,0.4,0.1,0.2,0.5,14.7,0.5,0.4,0.0, AM,1,1,1,FW,1,0,0,None,0,0,0,Emiliano Rigoni,1993-02-04,1.8,both,2021-05-26,2024-12-31,2500000.0,'Argentina', 'Italy',None
2191,2191,Emiliano Viviano,Fatih Karagumruk,35,32,0,2817,0,0,4,0,0.0,68.7,0.1,1,6.5,Super_lig,0.1,0.0,0.0,0.0,0.2,0.1,0.0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,29.7,0.0,6.1,0.0, GK,1,0,0,None,0,0,0,None,0,0,0,Emiliano Viviano,1985-12-01,1.95,left,2020-08-20,2022-06-30,350000.0,'Italy',None,None
2192,2192,Emir Dede,Rizespor,20,0,1,2,0,0,0,0,0.0,0.0,0.0,0,6.0,Super_lig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, M,1,0,0,None,0,0,0,None,0,0,0,Emir DedeEmir Dede,2001-05-02,1.79,left,2021-02-01,2025-06-30,225000.0,'Turkey',None,None
2193,2193,Emir Dilaver,Rizespor,30,20,3,1802,0,1,4,0,0.1,86.3,1.5,0,6.55,Super_lig,0.9,1.7,0.7,0.4,2.8,0.3,0.6,0,0.1,0.9,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.3,43.7,0.0,4.3,0.0, D,1,0,0,None,0,0,0,None,0,0,0,Emir Dilaver,1991-05-07,1.84,right,2020-09-28,2023-06-30,1200000.0,'Austria',None,None
2194,2194,Emmanuel Adebowale,Crawley,23,1,0,90,0,0,0,0,0.0,42.3,7.0,0,7.18,League_two,3.0,6.0,1.0,3.0,2.0,2.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0,0.0, D,1,0,0,None,0,0,0,None,0,0,0,Emmanuel Adebowale,1997-09-14,1.96,left,2020-01-31,2022-06-30,25000.0,'England', 'Nigeria',None
2195,2195,Emmanuel Agbadou,Eupen,23,23,0,1986,1,0,2,2,0.5,82.7,1.7,2,6.76,Jupiler_league,1.8,2.6,1.7,0.3,3.1,1.0,0.7,0,0.7,0.3,0.2,0.5,0.9,0.5,0.3,0.0,0.2,0.5,49.9,0.1,3.0,0.0, D,1,0,0,DMC,1,0,0,None,0,0,0,Emmanuel Agbadou,1997-06-17,1.92,right,2020-09-01,2023-06-30,1200000.0,"""Cote d'Ivoire""",None,None
2196,2196,Emmanuel Dennis,FC Koln,23,6,3,475,0,0,0,0,0.6,72.0,0.8,0,6.21,Bundesliga,1.4,0.0,1.7,0.0,0.0,0.6,0.0,0,1.2,0.6,0.8,0.4,3.1,0.6,0.1,0.0,0.4,0.2,13.9,0.3,0.0,0.0, M,0,0,1,FW,1,0,0,None,0,0,0,Emmanuel Dennis,1997-11-15,1.75,right,2021-01-25,2021-06-30,5000000.0,'Nigeria',None,None
2197,2197,Emmanuel Dieseruvwe,Salford City,27,1,13,232,0,0,1,0,0.3,56.0,1.8,0,6.11,League_two,0.1,0.1,0.7,0.0,0.1,0.1,0.0,0,0.1,0.6,0.3,0.7,0.9,0.3,0.0,0.1,0.1,0.0,5.4,0.0,0.1,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,Emmanuel Dieseruvwe,1995-02-20,1.95,right,2017-07-01,2021-06-30,50000.0,'England', 'Nigeria',None
2198,2198,Emmanuel Gyasi,Spezia,27,32,5,2858,4,6,4,0,0.8,84.5,0.7,0,6.61,Serie_A,0.8,0.4,1.8,0.0,0.2,0.6,0.1,0,1.1,1.4,0.8,1.2,2.0,0.8,0.1,0.2,0.5,0.7,24.5,0.2,0.5,0.0, AM,0,1,1,None,0,0,0,None,0,0,0,Emmanuel Gyasi,1994-01-11,1.81,right,2016-08-09,2023-06-30,2500000.0,'Ghana', 'Italy',None
2199,2199,Emmanuel Iyoha,Fortuna Duesseldorf,23,1,6,196,0,0,0,0,0.7,72.9,0.1,0,6.24,Bundesliga_2,0.3,0.4,0.1,0.0,0.3,0.3,0.0,0,0.3,0.4,0.0,0.4,1.0,0.7,0.1,0.3,0.3,0.6,8.4,0.1,0.0,0.0, AM,0,1,1,FW,1,0,0,None,0,0,0,Emmanuel Iyoha,1997-10-11,1.91,right,2016-07-01,2024-06-30,750000.0,'Germany', 'Nigeria',None
2200,2200,Emmanuel Mas,Boca Juniors,32,5,0,443,0,0,1,0,1.6,65.2,1.8,0,6.73,Superliga,2.0,1.4,1.2,0.0,1.4,0.8,0.4,0,0.2,1.4,0.0,0.8,1.8,1.6,0.2,0.0,1.4,0.0,22.4,0.0,0.6,0.0, D,0,1,0,None,0,0,0,None,0,0,0,Emmanuel Mas,1989-01-15,1.8,left,2018-01-04,2021-06-30,1000000.0,'Argentina', 'Italy',None
2201,2201,Emmanuel Onariase,Scunthorpe,24,23,3,2158,2,0,1,0,0.7,62.0,4.3,3,7.06,League_two,1.3,2.3,1.1,0.8,5.3,0.2,0.9,1,0.2,0.5,0.0,0.1,0.5,0.7,0.1,0.3,0.3,0.2,31.5,0.0,2.5,0.0, D,1,0,0,None,0,0,0,None,0,0,0,Emmanuel Onariase,1996-10-21,1.88,right,2020-08-03,2022-06-30,50000.0,'England', 'Nigeria',None
2202,2202,Emmanuel Osadebe,Walsall,24,26,12,2279,3,2,3,0,1.2,68.7,0.9,0,6.5,League_two,1.1,0.2,0.7,0.0,0.5,0.3,0.1,0,0.9,0.8,0.1,1.3,2.0,1.2,0.5,0.0,0.6,0.8,20.2,0.6,0.9,0.0, AM,1,1,0,None,0,0,0,None,0,0,0,Emmanuel Osadebe,1996-10-01,1.88,right,2020-09-03,2022-06-30,75000.0,'Ireland', 'England',None
2203,2203,Emmanuel Riviere,Crotone,31,7,14,632,1,1,2,0,0.6,73.5,0.7,0,6.21,Serie_A,0.1,0.0,0.5,0.0,0.0,0.1,0.0,0,0.2,0.9,0.0,0.4,0.9,0.6,0.1,0.1,0.3,0.2,7.0,0.0,0.1,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,Emmanuel Riviere,1990-03-03,1.82,right,2020-09-11,2022-06-30,700000.0,'Martinique', 'France',None
2204,2204,Emmanuel Sowah,Eupen,23,0,2,2,0,0,0,0,0.0,0.0,0.0,0,6.0,Jupiler_league,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0, D,1,0,0,None,0,0,0,None,0,0,0,Emmanuel Sowah Adjei,1998-01-16,1.82,right,2020-01-17,2022-06-30,200000.0,'Ghana',None,None
2205,2205,Emre Akbaba,Galatasaray,28,18,9,1407,5,2,2,0,1.7,83.8,0.3,1,6.68,Super_lig,0.8,0.3,0.7,0.0,0.1,0.3,0.0,0,0.6,0.8,0.1,0.6,1.6,1.7,0.6,0.2,0.9,0.7,21.3,0.4,0.6,0.0, M,1,1,0,FW,1,0,0,None,0,0,0,Emre Akbaba,1992-10-04,1.8,left,2018-08-18,2021-06-30,2500000.0,'Turkey', 'France',None
2206,2206,Emre Can,Borussia Dortmund,27,23,5,2134,1,4,5,0,0.6,87.0,1.6,0,7.06,Bundesliga,1.5,1.7,1.3,0.1,1.8,0.6,0.4,0,1.1,0.8,0.0,0.5,0.7,0.6,0.3,0.0,0.3,0.6,62.3,0.3,3.8,0.0, D,1,1,1,DMC,1,0,0,None,0,0,0,Emre CanEmre Can,1994-01-12,1.86,right,2020-07-01,2024-06-30,26000000.0,'Germany', 'Turkey',None
2207,2207,Emre Demir,Kayserispor,17,1,13,215,0,1,1,0,0.5,78.9,0.1,0,6.14,Super_lig,0.4,0.1,0.7,0.0,0.2,0.4,0.0,0,0.2,0.5,0.0,0.2,0.4,0.5,0.2,0.1,0.2,0.4,5.4,0.0,0.1,0.0, FW,1,0,0,None,0,0,0,None,0,0,0,Emre Demir,2004-01-15,1.75,left,2019-01-17,2022-06-30,1000000.0,'Turkey',None,None
2208,2208,Emre Gural,Ankaragucu,32,8,18,874,4,3,4,0,1.3,76.2,0.5,1,6.4,Super_lig,0.2,0.1,0.4,0.0,0.3,0.3,0.0,0,0.6,0.4,0.0,0.4,1.0,1.3,0.7,0.1,0.5,0.7,12.9,0.1,0.8,0.1, AM,1,0,1,FW,1,0,0,None,0,0,0,Emre Gural,1989-04-05,1.87,left,2020-09-25,2021-06-30,150000.0,'Turkey', 'Germany',None
2209,2209,Emre Kilinc,Galatasaray,26,27,8,2309,4,4,0,1,1.3,84.4,0.7,0,6.78,Super_lig,0.9,0.5,0.9,0.0,0.2,0.9,0.0,0,1.1,0.8,0.1,0.7,1.4,1.3,0.6,0.0,0.7,1.0,29.7,0.6,1.0,0.0, AM,1,1,1,None,0,0,0,None,0,0,0,Emre Kilinc,1994-08-23,1.74,left,2020-08-12,2024-06-30,5000000.0,'Turkey',None,None
