Name,Team,Age,Apps,start_bench,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating,League,Tackles,Inter,Fouls,Offsides,Clear,Drb_past,Blocks,OwnG,Drb_per_game,Fouled,Off,Disp,UnsTch,Total_shots,OutOfBox,SixYardBox,PenaltyArea,KeyP,AvgP,Crosses,LongB,ThrB,Main_role,is_pos_c,is_pos_l,is_pos_r,secondary_role,is_pos_sec_c,is_pos_sec_l,is_pos_sec_r,third_role,is_pos_third_c,is_pos_third_l,is_pos_third_r
Connor Wood,Bradford,24,46,0,4125,1,2,4,0,0.7,66.3,1.6,0,6.8,League_two,1.9,1.0,0.6,0.2,2.2,0.4,0.3,0,0.7,1.4,0.0,0.6,1.2,0.7,0.5,0.0,0.2,0.6,36.6,0.8,2.2,0.0, D,0,1,0,M,0,1,0,None,0,0,0
Archie Collins,Exeter,21,46,0,4084,4,2,4,0,0.7,76.1,1.8,2,6.77,League_two,1.1,1.2,0.8,0.1,0.9,0.5,0.3,0,0.6,0.8,0.0,0.8,1.5,0.7,0.5,0.0,0.2,0.8,49.3,0.2,2.5,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0
Lawrence Vigouroux,Leyton Orient,27,46,0,4140,0,1,4,0,0.0,57.2,0.3,4,6.77,League_two,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.6,0.0,7.7,0.0, GK,1,0,0,None,0,0,0,None,0,0,0
Ricardo Santos,Bolton,25,46,0,4170,0,1,5,0,0.3,78.2,4.8,9,7.14,League_two,1.5,0.9,1.1,0.3,6.2,0.2,0.7,1,0.7,1.4,0.0,0.3,0.5,0.3,0.0,0.1,0.2,0.2,50.6,0.0,4.6,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Carlos Mendes Gomes,Morecambe,22,46,0,3999,16,5,6,0,1.7,70.3,0.7,5,6.98,League_two,2.3,0.6,1.0,0.0,0.2,0.8,0.1,0,0.9,1.4,0.4,1.3,2.4,1.7,0.3,0.3,1.1,1.1,22.9,0.2,1.1,0.1, AM,1,1,1,None,0,0,0,None,0,0,0
Michael Cooper,Plymouth,21,46,0,4132,0,0,2,0,0.0,60.6,0.5,2,6.6,League_one,0.0,0.0,0.0,0.0,1.1,0.1,0.0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2,0.0,4.9,0.0, GK,1,0,0,None,0,0,0,None,0,0,0
Bartosz Bialkowski,Millwall,33,46,0,4140,0,0,0,0,0.0,43.8,0.2,2,6.57,Championship,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.6,0.0,5.8,0.0, GK,1,0,0,None,0,0,0,None,0,0,0
Joel Dixon,Barrow,27,46,0,4140,0,0,2,0,0.0,51.6,0.3,0,6.51,League_two,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.4,0.0,7.1,0.0, GK,1,0,0,None,0,0,0,None,0,0,0
Craig MacGillivray,Portsmouth,28,46,0,4140,0,0,0,0,0.0,45.6,0.2,0,6.64,League_one,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,26.7,0.0,8.4,0.0, GK,1,0,0,None,0,0,0,None,0,0,0
Tom Naylor,Portsmouth,29,46,0,4114,6,0,7,0,1.1,78.5,2.7,2,6.99,League_one,1.8,1.1,0.8,0.0,2.0,1.0,0.6,1,0.2,1.7,0.0,0.5,0.8,1.1,0.6,0.1,0.4,0.4,48.9,0.0,2.8,0.0, D,1,0,1,DMC,1,0,0,None,0,0,0
Ben Amos,Charlton,31,46,0,4140,0,0,3,0,0.0,61.2,0.5,1,6.73,League_one,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,28.7,0.0,8.9,0.0, GK,1,0,0,None,0,0,0,None,0,0,0
Scott Brown,Port Vale,36,46,0,4140,0,0,3,0,0.0,36.4,0.1,1,6.51,League_two,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.8,0.0,7.8,0.0, GK,1,0,0,None,0,0,0,None,0,0,0
Chris Maxwell,Blackpool,30,46,0,4140,0,1,3,0,0.0,54.7,0.4,0,6.7,League_one,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,30.5,0.0,8.6,0.0, GK,1,0,0,None,0,0,0,None,0,0,0
Ian Henderson,Salford City,36,45,1,3944,17,7,5,0,2.0,70.8,1.7,3,6.84,League_two,0.6,0.5,1.7,0.0,0.3,0.6,0.1,0,0.3,0.8,1.0,1.1,2.1,2.0,0.4,0.2,1.4,1.4,24.4,0.1,0.5,0.0, AM,1,0,0,FW,1,0,0,None,0,0,0
Max Aarons,Norwich,21,45,0,4049,2,2,5,0,0.6,83.0,0.8,0,6.93,Championship,0.7,0.9,0.5,0.1,1.8,0.3,0.2,0,1.4,1.4,0.1,0.6,1.5,0.6,0.2,0.1,0.3,1.4,46.7,0.8,2.3,0.0, D,0,0,1,None,0,0,0,None,0,0,0
Danny Andrew,Fleetwood,30,45,0,4027,2,1,10,0,0.8,73.2,1.6,2,6.69,League_one,1.7,1.0,1.0,0.1,1.4,0.4,0.1,0,0.5,0.2,0.0,0.4,0.7,0.8,0.6,0.0,0.3,0.8,38.1,0.6,2.8,0.0, D,0,1,0,M,0,1,0,None,0,0,0
Matt Grimes,Swansea,25,45,3,4147,3,3,6,0,1.0,77.8,1.9,3,6.97,Championship,2.0,1.4,1.1,0.1,1.3,1.1,0.4,1,0.6,0.9,0.0,0.4,0.9,1.0,0.9,0.0,0.1,0.9,55.2,0.6,3.5,0.0, D,0,1,0,M,1,1,0,None,0,0,0
David Raya Martin,Brentford,25,45,0,4050,0,0,1,0,0.0,74.9,0.2,1,6.66,Championship,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.2,0.0,7.5,0.0, GK,1,0,0,None,0,0,0,None,0,0,0
Jay Spearing,Tranmere,32,45,0,3915,1,3,7,1,0.4,78.2,1.3,1,6.77,League_two,2.4,1.4,1.4,0.0,1.2,0.8,0.7,0,0.2,0.8,0.0,0.6,0.6,0.4,0.4,0.0,0.0,0.6,48.8,0.1,3.8,0.0, M,1,0,0,None,0,0,0,None,0,0,0
Glenn Morris,Crawley,37,45,0,4015,0,0,0,0,0.0,31.8,0.3,2,6.76,League_two,0.1,0.0,0.0,0.0,1.3,0.0,0.0,0,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,0.0,7.8,0.0, GK,1,0,0,None,0,0,0,None,0,0,0
Lucas Akins,Burton,32,45,0,3929,9,0,3,0,1.2,66.5,3.3,0,6.75,League_one,1.1,0.3,1.8,0.2,1.3,0.6,0.2,0,0.4,1.0,0.4,1.6,2.8,1.2,0.3,0.1,0.8,1.2,28.5,0.2,1.1,0.0, D,0,0,1,M,1,1,1,FW,1,0,0
Jonson Clarke-Harris,Peterborough,26,45,0,3906,31,3,4,0,2.9,55.1,4.9,10,7.36,League_one,0.5,0.2,1.8,0.0,1.1,0.3,0.2,0,0.3,2.0,0.2,1.4,3.0,2.9,0.7,0.4,1.9,1.0,20.6,0.0,0.5,0.1, FW,1,0,0,None,0,0,0,None,0,0,0
Michal Helik,Barnsley,25,45,0,3932,5,1,5,1,0.6,52.3,6.2,7,7.23,Championship,1.8,2.4,1.3,1.3,5.3,0.1,0.4,0,0.0,0.7,0.0,0.1,0.4,0.6,0.0,0.3,0.3,0.3,31.5,0.0,2.2,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Joe Pigott,AFC Wimbledon,27,45,0,3871,20,5,5,0,3.5,57.7,4.9,7,7.2,League_one,1.0,0.4,2.5,0.0,1.3,0.6,0.2,0,0.6,1.4,0.5,2.1,2.9,3.5,1.2,0.2,2.1,1.0,20.7,0.1,1.1,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Frankie Kent,Peterborough,25,45,0,4019,1,1,9,0,0.5,78.2,3.8,2,7.06,League_one,1.5,1.5,1.2,0.2,4.4,0.3,0.5,0,0.3,1.0,0.0,0.2,0.4,0.5,0.1,0.1,0.2,0.4,52.0,0.0,3.7,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Rafael Cabral,Reading,31,45,0,4050,0,0,1,0,0.0,65.1,0.2,0,6.53,Championship,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.6,0.0,6.1,0.0, GK,1,0,0,None,0,0,0,None,0,0,0
Liam Shephard,Newport,26,45,0,3999,2,1,5,1,0.6,74.3,1.6,2,6.73,League_two,1.7,0.7,0.7,0.2,1.1,0.5,0.3,0,0.6,1.2,0.1,0.9,1.3,0.6,0.3,0.0,0.3,0.8,37.4,0.7,2.8,0.0, D,1,0,1,M,0,0,1,None,0,0,0
Jamal Lowe,Swansea,26,45,4,3731,14,0,3,0,1.8,68.3,1.5,4,6.74,Championship,1.0,0.2,1.9,0.0,0.2,0.6,0.0,0,1.0,1.4,0.8,1.6,3.0,1.8,0.4,0.1,1.2,0.5,18.0,0.1,0.3,0.1, AM,1,1,1,FW,1,0,0,None,0,0,0
Connor Ogilvie,Gillingham,25,45,0,4043,4,4,3,1,0.7,46.8,4.5,2,7.04,League_one,1.2,1.3,1.0,0.2,2.9,0.2,0.7,0,0.3,2.5,0.0,0.2,0.2,0.7,0.0,0.1,0.6,0.6,24.7,0.3,2.7,0.0, D,1,1,0,None,0,0,0,None,0,0,0
Tommy Smith,Colchester,31,45,0,4050,2,2,6,0,0.3,65.3,4.8,2,6.87,League_two,1.1,1.6,0.6,0.5,4.2,0.3,0.9,1,0.2,1.0,0.0,0.1,0.3,0.3,0.0,0.1,0.2,0.1,44.0,0.1,4.6,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Jamie Jones,Wigan,32,45,0,4050,0,0,3,0,0.0,41.4,0.3,0,6.47,League_one,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5,0.0,8.4,0.0, GK,1,0,0,None,0,0,0,None,0,0,0
Josh Laurent,Reading,26,45,0,3999,3,3,4,0,0.7,83.6,1.5,2,6.88,Championship,2.0,1.4,1.3,0.0,0.9,1.3,0.4,0,0.9,0.7,0.1,1.0,1.1,0.7,0.4,0.1,0.2,0.5,51.6,0.0,2.2,0.0, M,1,0,0,None,0,0,0,None,0,0,0
Thomas Eastman,Colchester,29,45,0,4050,2,0,9,0,0.4,65.8,5.7,2,6.94,League_two,1.1,1.4,0.8,0.4,4.6,0.2,0.9,0,0.1,0.4,0.0,0.1,0.3,0.4,0.1,0.1,0.2,0.2,44.6,0.0,4.7,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Anthony O'Connor,Bradford,28,45,0,4022,2,1,6,1,0.5,74.3,5.0,7,7.13,League_two,1.4,2.0,0.8,0.4,4.2,0.3,0.8,0,0.4,0.8,0.0,0.2,0.6,0.5,0.1,0.1,0.3,0.3,47.2,0.1,3.5,0.0, D,1,0,1,None,0,0,0,None,0,0,0
Brice Samba,Nottingham Forest,27,45,0,4050,0,0,4,0,0.0,54.2,0.5,1,6.55,Championship,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,29.2,0.0,6.9,0.0, GK,1,0,0,None,0,0,0,None,0,0,0
Sean Raggett,Portsmouth,28,45,0,3958,3,0,5,0,1.0,71.9,6.1,4,7.02,League_one,0.8,1.0,0.8,0.4,4.6,0.1,0.9,1,0.1,0.7,0.1,0.2,0.3,1.0,0.0,0.2,0.7,0.2,40.6,0.0,2.4,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Ibou Touray,Salford City,26,45,1,4059,1,5,9,0,0.5,65.5,2.4,2,7.02,League_two,1.8,1.0,1.2,0.2,1.9,0.4,0.2,0,1.2,1.2,0.0,0.9,1.0,0.5,0.2,0.0,0.2,1.0,42.8,0.8,2.6,0.0, D,0,1,0,M,0,1,0,None,0,0,0
Paul Mullin,Cambridge U,26,45,1,3936,32,4,5,0,3.7,70.4,1.2,6,7.0,League_two,0.7,0.2,1.7,0.0,0.1,0.4,0.0,0,0.5,1.3,0.5,1.3,3.2,3.7,1.1,0.3,2.3,0.9,17.9,0.1,0.2,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Mark Beevers,Peterborough,31,45,0,4019,0,1,8,0,0.2,79.4,5.3,1,7.07,League_one,0.8,1.9,1.0,0.4,3.8,0.3,0.8,0,0.2,1.2,0.0,0.1,0.5,0.2,0.0,0.1,0.2,0.2,50.0,0.0,2.6,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Sam Hoskins,Northampton,28,44,2,3989,7,6,8,0,2.1,59.8,0.7,0,6.72,League_one,1.2,1.1,1.0,0.0,1.5,0.8,0.2,0,0.5,1.0,0.1,0.9,1.7,2.1,1.1,0.0,1.0,0.9,21.0,0.6,1.7,0.0, M,1,1,1,FW,1,0,0,None,0,0,0
Josh Ruffels,Oxford,27,44,0,3864,6,6,1,0,1.3,63.7,4.2,5,7.13,League_one,1.3,1.8,0.8,0.3,2.5,0.3,0.4,0,0.3,0.5,0.0,0.3,0.8,1.3,0.4,0.2,0.8,0.7,37.0,0.4,1.7,0.0, D,0,1,0,None,0,0,0,None,0,0,0
André Ayew,Swansea,31,44,2,3925,17,4,6,0,2.2,70.7,3.0,7,7.1,Championship,0.8,0.2,0.9,0.0,1.5,0.6,0.1,0,1.5,1.7,0.6,1.8,2.6,2.2,0.6,0.2,1.4,0.8,25.3,0.1,0.5,0.0, M,1,1,1,FW,1,0,0,None,0,0,0
Cyrus Christie,Nottingham Forest,28,44,0,3956,0,3,3,0,0.6,74.0,2.0,3,6.9,Championship,1.8,1.6,0.8,0.1,2.2,0.6,0.6,0,1.0,0.6,0.0,0.4,1.2,0.6,0.3,0.0,0.3,1.0,43.2,0.6,1.8,0.0, D,0,0,1,M,0,0,1,None,0,0,0
Curtis Nelson,Cardiff,28,44,0,3942,1,0,6,0,0.5,65.5,5.9,1,6.98,Championship,1.0,1.4,1.0,0.3,4.3,0.1,0.9,0,0.0,0.5,0.1,0.1,0.6,0.5,0.0,0.1,0.4,0.2,35.2,0.0,2.8,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Oliver Skipp,Norwich,20,44,1,3863,1,1,7,0,0.2,88.0,1.4,1,6.9,Championship,2.2,1.1,1.1,0.0,1.0,0.7,0.5,0,0.6,1.5,0.0,0.4,1.0,0.2,0.1,0.0,0.0,0.6,55.8,0.1,2.4,0.1, DMC,1,0,0,None,0,0,0,None,0,0,0
Jed Wallace,Millwall,27,44,1,3842,11,5,3,0,1.8,74.5,0.3,6,6.97,Championship,1.0,0.3,0.9,0.0,0.2,1.2,0.0,0,1.8,1.0,0.3,1.0,2.6,1.8,1.0,0.0,0.8,1.9,33.0,1.8,2.2,0.0, AM,1,1,1,FW,1,0,0,None,0,0,0
Danny Mayor,Plymouth,30,44,0,3903,1,3,3,1,1.7,82.7,0.8,0,6.67,League_one,1.1,0.5,1.1,0.0,1.3,0.6,0.1,0,1.5,1.1,0.1,1.9,1.2,1.7,0.8,0.0,0.8,1.4,36.4,0.4,1.6,0.0, AM,1,1,0,None,0,0,0,None,0,0,0
Jack Bonham,Gillingham,27,44,0,3903,0,0,0,0,0.0,45.9,0.2,1,6.65,League_one,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,31.6,0.0,13.4,0.0, GK,1,0,0,None,0,0,0,None,0,0,0
James Brophy,Leyton Orient,26,44,0,3911,2,6,10,0,0.4,75.9,1.0,2,6.89,League_two,1.9,0.9,0.6,0.2,1.3,0.6,0.1,1,1.3,1.3,0.0,1.0,1.5,0.4,0.1,0.0,0.2,1.3,47.5,0.5,3.0,0.0, D,0,1,0,M,1,1,0,None,0,0,0
Nathan Smith,Port Vale,25,44,0,3956,4,0,2,0,0.6,58.5,4.7,2,6.86,League_two,1.2,0.9,1.0,0.3,4.3,0.3,0.5,0,0.0,1.2,0.1,0.2,0.3,0.6,0.0,0.0,0.5,0.2,26.9,0.0,1.3,0.0, D,1,0,1,None,0,0,0,None,0,0,0
Callum Guy,Carlisle,24,44,0,3892,0,14,8,0,0.9,62.0,1.7,3,7.3,League_two,2.6,2.3,0.9,0.1,1.8,1.1,0.2,0,0.3,1.9,0.0,0.7,1.0,0.9,0.9,0.0,0.0,2.1,37.0,2.2,2.5,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0
Elliot Watt,Bradford,21,44,2,3930,3,2,8,0,0.8,71.0,1.3,0,6.86,League_two,2.4,1.4,1.3,0.1,1.4,1.3,0.4,0,0.5,0.7,0.0,0.8,1.1,0.8,0.8,0.0,0.0,1.1,52.9,0.9,6.3,0.0, DMC,1,0,0,None,0,0,0,None,0,0,0
Connor Roberts,Swansea,25,44,4,4052,5,7,6,0,0.6,74.3,0.9,4,6.85,Championship,0.7,1.1,0.8,0.1,1.3,0.5,0.5,0,0.2,1.7,0.1,0.5,0.8,0.6,0.3,0.0,0.4,1.8,39.1,1.0,2.1,0.0, D,0,1,1,M,0,0,1,None,0,0,0
Harry Pickering,Crewe,22,44,0,3937,3,1,4,0,0.7,74.7,1.4,0,6.81,League_one,1.5,0.7,0.8,0.1,2.1,0.5,0.4,0,0.4,1.2,0.1,0.5,0.9,0.7,0.4,0.0,0.3,1.9,56.0,1.2,3.5,0.1, D,0,1,0,None,0,0,0,None,0,0,0
Jason Lowe,Salford City,29,44,1,3954,0,2,8,0,0.4,77.9,1.2,0,6.59,League_two,1.0,1.4,1.1,0.1,0.9,0.4,0.4,0,0.2,0.6,0.0,0.4,0.8,0.4,0.3,0.0,0.1,0.4,45.0,0.0,2.8,0.0, D,1,0,1,DMC,1,0,0,None,0,0,0
Tom Anderson,Doncaster,27,44,0,3884,2,1,6,0,0.5,76.0,5.1,2,6.96,League_one,1.0,1.2,0.9,0.3,5.1,0.3,1.3,0,0.1,0.4,0.0,0.1,0.3,0.5,0.0,0.1,0.4,0.2,53.4,0.0,3.1,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Greg Docherty,Hull,24,44,0,3777,5,4,7,0,1.6,76.7,0.8,4,6.99,League_one,2.4,1.0,1.2,0.0,0.8,1.3,0.2,0,1.0,1.0,0.0,1.2,1.3,1.6,1.0,0.0,0.6,0.9,41.7,0.1,3.2,0.1, DMC,1,0,0,None,0,0,0,None,0,0,0
Joshua Griffiths,Cheltenham,19,44,0,3960,0,0,1,0,0.0,47.9,0.1,1,6.47,League_two,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,28.6,0.0,6.4,0.0, GK,1,0,0,None,0,0,0,None,0,0,0
Jerry Yates,Blackpool,24,44,3,3842,21,8,4,0,1.9,73.6,1.7,4,6.92,League_one,0.6,0.1,1.7,0.0,0.1,0.5,0.0,0,0.9,0.7,0.8,1.7,2.8,1.9,0.4,0.3,1.3,1.0,17.5,0.0,0.4,0.0, AM,0,1,0,FW,1,0,0,None,0,0,0
Chris Hussey,Cheltenham,32,43,0,3764,1,5,1,0,0.6,74.0,1.0,2,6.94,League_two,1.1,0.7,0.5,0.2,1.4,0.4,0.2,0,0.7,1.7,0.1,0.5,1.0,0.6,0.3,0.0,0.3,1.5,38.7,2.0,3.0,0.0, M,0,1,0,None,0,0,0,None,0,0,0
Eoin Doyle,Bolton,33,43,0,3726,19,3,1,0,2.8,71.6,1.1,2,6.87,League_two,0.4,0.1,0.7,0.0,0.4,0.5,0.1,0,0.5,0.6,0.7,0.7,2.1,2.8,0.7,0.4,1.8,0.8,16.7,0.2,0.5,0.0, FW,1,0,0,None,0,0,0,None,0,0,0
Neil Etheridge,Birmingham,31,43,0,3870,0,0,2,0,0.0,44.4,0.3,2,6.53,Championship,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,26.9,0.0,8.0,0.0, GK,1,0,0,None,0,0,0,None,0,0,0
Daniel Bentley,Bristol City,27,43,0,3870,0,0,0,0,0.0,50.8,0.4,1,6.5,Championship,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,0.0,8.5,0.0, GK,1,0,0,None,0,0,0,None,0,0,0
Lee Burge,Sunderland,28,43,0,3826,0,0,0,0,0.0,58.2,0.1,0,6.65,League_one,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3,0.0,5.8,0.0, GK,1,0,0,None,0,0,0,None,0,0,0
Matt Jay,Exeter,25,43,1,3567,18,7,1,0,2.4,72.4,0.5,4,7.03,League_two,1.0,0.5,0.6,0.0,0.2,0.4,0.0,0,0.5,1.0,0.2,1.3,1.8,2.4,0.6,0.3,1.5,1.6,29.7,0.7,0.4,0.0, AM,1,0,0,FW,1,0,0,None,0,0,0
Aaron Hayden,Carlisle,24,43,2,3804,5,2,7,1,1.1,55.4,5.6,3,7.06,League_two,1.2,1.7,1.2,0.5,4.6,0.3,0.5,0,0.1,1.2,0.1,0.2,0.6,1.1,0.0,0.2,0.8,0.4,28.3,0.0,2.4,0.0, D,1,0,1,None,0,0,0,None,0,0,0
Ryan Jackson,Gillingham,30,43,0,3813,0,4,5,0,0.0,66.7,1.0,0,6.53,League_one,0.8,1.3,0.8,0.0,1.4,0.3,0.1,0,0.4,0.6,0.0,0.6,0.5,0.0,0.0,0.0,0.0,0.9,25.0,0.7,2.2,0.0, D,0,0,1,None,0,0,0,None,0,0,0
Paul Farman,Carlisle,31,43,0,3870,0,0,4,0,0.0,29.6,0.2,0,6.42,League_two,0.0,0.0,0.0,0.0,1.1,0.1,0.0,0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3,0.0,6.3,0.0, GK,1,0,0,None,0,0,0,None,0,0,0
Ilias Chair,QPR,23,43,2,3520,8,4,6,0,1.9,83.4,0.3,3,6.78,Championship,0.8,0.3,1.0,0.0,0.1,0.7,0.1,0,1.1,0.7,0.5,1.2,2.3,1.9,0.7,0.1,1.0,1.6,32.1,1.5,1.1,0.0, AM,1,1,0,FW,1,0,0,None,0,0,0
Callum Elder,Hull,26,43,1,3820,1,9,6,0,0.3,72.2,2.8,3,7.19,League_one,2.0,0.9,1.3,0.2,2.3,0.3,0.3,0,0.3,0.8,0.1,0.5,1.1,0.3,0.2,0.0,0.1,1.7,38.0,1.9,2.1,0.0, D,0,1,0,None,0,0,0,None,0,0,0
Steve Cook,Bournemouth,30,43,0,3701,0,2,4,1,0.4,79.2,4.1,1,6.89,Championship,0.6,1.4,0.6,0.8,4.1,0.2,0.8,0,0.1,0.6,0.0,0.0,0.2,0.4,0.1,0.0,0.4,0.2,57.4,0.0,5.3,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Thomas Kaminski,Blackburn,28,43,0,3870,0,0,4,0,0.0,63.1,0.5,0,6.56,Championship,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.3,0.0,6.9,0.0, GK,1,0,0,None,0,0,0,None,0,0,0
Marc Guehi,Swansea,20,43,0,3819,0,0,8,0,0.4,76.9,3.3,0,6.9,Championship,1.6,1.6,0.8,0.3,2.7,0.3,0.3,0,0.4,1.6,0.1,0.2,0.6,0.4,0.1,0.0,0.2,0.2,45.9,0.1,3.0,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Dean Lewington,Milton Keynes Dons,37,43,0,3863,0,0,7,0,0.1,84.1,2.3,1,6.73,League_one,2.1,1.2,0.8,0.4,2.1,0.6,0.3,0,0.3,1.5,0.0,0.5,0.7,0.1,0.1,0.0,0.0,0.5,81.9,0.1,4.9,0.0, D,1,1,0,M,0,1,0,None,0,0,0
Robert Dickie,QPR,25,43,0,3806,3,1,9,1,0.5,78.3,4.9,7,7.17,Championship,1.3,1.8,1.0,0.8,4.0,0.4,0.7,0,0.5,1.6,0.0,0.3,0.7,0.5,0.1,0.1,0.4,0.3,57.6,0.1,3.1,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Alex Gilliead,Scunthorpe,25,43,1,3819,1,3,4,0,0.7,70.3,1.7,2,6.82,League_two,2.2,1.4,0.6,0.0,1.0,0.8,0.2,0,1.0,1.0,0.1,1.2,1.3,0.7,0.3,0.1,0.4,0.8,27.9,0.6,0.7,0.0, AM,1,0,1,None,0,0,0,None,0,0,0
Cauley Woodrow,Barnsley,26,43,1,3467,13,5,8,0,2.6,62.2,2.9,2,6.73,Championship,0.5,0.3,1.8,0.0,0.8,0.7,0.0,0,0.4,1.1,0.7,1.2,3.1,2.6,1.0,0.1,1.5,1.1,25.5,0.2,0.7,0.0, AM,1,0,0,FW,1,0,0,None,0,0,0
Josh Vela,Shrewsbury,27,43,1,3818,3,2,12,1,1.0,77.8,2.2,1,6.87,League_one,2.5,1.2,1.6,0.0,1.1,1.1,0.3,0,0.6,0.9,0.0,0.9,1.1,1.0,0.6,0.0,0.3,0.8,37.2,0.2,2.7,0.0, D,0,0,1,M,1,0,0,None,0,0,0
Farrend Rawson,Mansfield,24,43,0,3826,0,0,1,0,0.6,58.9,6.0,1,6.77,League_two,0.6,1.3,1.1,0.3,3.7,0.1,0.6,2,0.1,1.0,0.0,0.1,0.2,0.6,0.0,0.1,0.4,0.1,30.9,0.0,2.1,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Dominic Hyam,Coventry,25,43,0,3870,3,0,3,0,0.4,74.5,3.5,1,6.79,Championship,1.2,1.5,0.4,0.4,4.3,0.6,0.5,0,0.1,0.7,0.1,0.1,0.4,0.4,0.0,0.1,0.3,0.0,47.7,0.0,3.3,0.0, D,1,0,0,None,0,0,0,None,0,0,0
Mallik Wilks,Hull,22,42,2,3675,19,8,7,0,3.2,65.4,1.9,9,7.11,League_one,0.5,0.3,1.7,0.0,0.6,0.3,0.1,0,1.5,2.0,0.6,2.6,3.1,3.2,1.0,0.2,2.0,0.8,16.5,0.2,0.4,0.0, AM,0,1,1,FW,1,0,0,None,0,0,0
Callum Brittain,Barnsley,23,42,0,3730,0,5,3,0,0.8,56.0,1.0,1,6.87,Championship,1.7,0.8,0.4,0.2,1.8,0.7,0.2,0,1.7,0.3,0.0,0.9,1.5,0.8,0.4,0.0,0.5,0.8,30.1,0.7,1.8,0.0, D,0,0,1,M,0,0,1,None,0,0,0
Callum Styles,Barnsley,21,42,2,3595,4,3,7,0,1.0,60.9,1.2,6,6.82,Championship,2.6,1.2,1.0,0.3,1.3,1.1,0.1,0,0.8,1.1,0.0,1.0,2.4,1.0,0.5,0.0,0.5,0.8,29.6,0.5,1.3,0.0, DMC,1,0,0,M,0,1,0,None,0,0,0
