Name,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
Ander Capa,1.3,0.9,0.9,0.3,1.6,0.7,0.3,-
Rodrygo,0.7,0.3,0.7,-,-,0.7,-,-
Victor Chust,0.5,0.5,0.5,0.5,2.5,1,1,-
Lucas Olaza,1.4,1.1,0.6,0.6,2.1,0.6,0.5,-
Marc Bartra,1.4,2.1,1.5,1.4,3.8,0.5,0.3,-
Jonathan Calleri,0.6,-,1.7,-,0.4,0.6,0.1,-
Carlos Clerc,1.6,1.1,1.1,0.5,1.2,0.5,0.1,-
Rubén Rochina,1.5,0.9,1.6,-,0.2,0.9,0.1,-
Neto,-,-,-,-,0.9,0.1,-,-
Lucas Pérez,0.2,0.1,0.4,-,0.1,0.3,-,-
Sergiño Dest,1,0.3,0.5,-,0.6,0.5,0.1,-
Carlos Akapo,1.4,1.5,0.8,0.2,2.1,0.6,0.2,-
Juan Miranda,1.2,1.3,1,0.5,2.1,0.7,0.1,-
Ilaix Moriba,1,0.4,1.1,-,0.3,0.4,0.1,-
Gonzalo Verdú,1,1.6,0.9,0.5,3.3,0.4,0.9,-
Marc-André ter Stegen,-,-,-,-,0.7,0.1,-,-
Víctor Ruiz,0.4,1.6,0.9,0.7,3,0.3,0.5,2
Álvaro Odriozola,1.1,0.5,0.4,0.1,0.7,0.2,0.2,-
Ramiro Funes Mori,1.2,0.8,0.7,0.4,4.1,0.4,0.5,-
Vinícius Júnior,0.9,0.2,0.7,-,0.1,0.9,-,-
Roque Mesa,1.8,0.6,1.2,-,0.8,1.1,0.1,-
Martín Zubimendi,1.3,1.3,1.2,-,1.2,0.5,0.3,-
Antonio Sanabria,0.3,0.2,1.1,-,0.6,0.1,0.1,-
Aleix Vidal,0.8,1,0.4,-,0.5,0.6,0.1,-
Óscar Plano,1.2,0.9,1.2,-,1.1,0.9,0.2,-
Lee Kang-In,0.6,0.1,0.6,-,-,1.2,-,-
Nemanja Maksimovic,1.4,1.7,0.7,0.1,1.2,0.8,0.3,-
Moi Gómez,0.6,0.3,0.6,-,0.4,0.6,0.1,-
Álex Fernández,0.8,0.9,0.4,0.1,0.6,0.9,-,-
Nacho Vidal,1.6,1.3,1.3,0.4,1.7,0.3,0.3,-
Joaquín Fernández,1.2,1.7,1.1,0.5,4.4,0.4,0.6,-
Sime Vrsaljko,2,0.9,0.9,0.1,1,0.4,-,-
Tete Morente,1,0.4,0.9,-,0.9,1,-,-
Cucho Hernández,0.8,0.3,1.5,-,0.3,0.9,-,-
Saidy Janko,1,0.9,0.7,0.2,2.1,0.3,0.1,-
Jeison Murillo,1.5,1.2,1.5,0.4,3,0.6,0.5,-
Ivan Rakitic,0.9,0.7,0.9,-,0.8,0.8,0.1,-
Roger Martí,0.3,0.1,1.3,-,0.2,0.5,0.1,-
Raúl García,1,0.4,1.5,-,0.5,0.4,-,-
Héctor Herrera,0.8,0.9,0.6,-,0.4,0.4,0.1,-
Íñigo Martínez,0.8,1,1.1,0.6,3.4,0.6,0.3,-
Clément Lenglet,1.1,1,1.5,0.2,2,0.3,0.4,1
Borja Iglesias,-,0.1,0.7,-,0.3,0.3,0.1,-
Ximo Navarro,1.7,1.5,1.1,0.2,2.1,0.5,0.1,-
Hugo Guillamón,0.9,1.1,1.3,0.5,4.1,0.5,0.6,1
Aarón Martín,1.8,0.7,1.3,0.1,1.8,1.2,0.2,-
Willian José,0.2,-,0.2,-,0.5,0.2,0.1,-
Esteban Burgos,0.5,1.6,1,0.8,3.9,0.3,0.5,-
Sergi Enrich,0.8,0.2,1.1,0.1,0.2,0.5,-,-
Daniel Cárdenas,-,0.4,-,-,1,0.1,-,-
Jorge Pulido,1.2,1.6,1.1,0.5,2.8,0.4,0.5,-
Kike Barja,0.3,0.5,0.5,-,0.2,0.6,-,-
Raúl Albiol,0.6,0.6,0.4,0.7,4,0.1,0.6,-
Pablo Hervías,0.7,0.4,0.3,0.1,0.3,0.6,-,-
Igor Zubeldia,1,0.5,1.3,0.5,1.8,0.3,0.5,-
Josema,1.5,1.3,0.8,0.3,2.9,0.3,0.2,-
Sergio Asenjo,-,-,-,-,0.6,-,-,-
Jorge Miramón,1.2,1,0.6,0.2,1.7,0.5,0.1,-
Aihen Muñoz,1.4,0.6,1.1,0.2,1.7,0.5,0.1,-
Óscar Duarte,0.8,1.2,1.2,0.9,3.3,0.3,0.5,-
Samuel Chukwueze,0.4,0.4,0.5,-,0.1,0.5,-,-
Enis Bardhi,1.1,0.8,1,-,0.5,1,0.1,-
Augusto Solari,1.1,0.4,1,-,0.3,1.3,0.1,-
Josan,1,0.6,0.7,0.2,0.6,0.8,-,-
Mickaël Malsa,1.6,1.2,1.1,0.1,1,0.8,0.3,-
Álvaro Tejero,0.5,1.5,0.5,-,3,1,-,-
Juan Cala,0.8,1.3,1.1,0.7,3.1,0.4,0.3,-
Rúben Vezo,1.1,1.4,0.8,0.6,3.1,0.5,0.3,1
Karim Rekik,0.6,0.5,1.6,0.2,1.4,0.3,0.3,-
Jorge Molina,0.3,0.1,0.8,-,0.6,0.4,-,-
Óliver Torres,1,0.5,0.6,-,0.2,1,-,-
Carles Aleñá,0.7,0.1,0.9,-,-,0.8,-,-
Toni Villa,1.5,0.2,0.8,-,0.1,1.3,-,-
Iván Villar,-,-,-,-,1.7,-,-,-
Luis Suárez,0.7,0.3,1,-,0.3,0.4,-,-
Enes Ünal,0.4,0.1,1.4,-,0.5,0.4,-,-
Paco Alcácer,0.2,0.3,0.3,-,0.2,0.1,-,-
Samuel Umtiti,0.4,0.7,1.1,0.2,1.1,0.1,0.5,-
Unai López,1,0.7,0.8,-,0.3,0.7,0.2,1
Aitor Ruibal,1.1,0.4,1.3,-,0.2,0.9,-,-
Raúl Guti,1.3,1.4,0.9,-,0.6,1,0.1,-
Luis Rioja,0.6,0.6,0.5,-,0.8,0.9,-,-
Jaime Seoane,1.7,0.6,1.5,0.1,0.4,1.4,0.2,-
Junior Firpo,0.1,0.6,1.3,-,1,0.1,0.4,-
Fabián Orellana,1.1,0.5,0.9,-,0.2,1.4,-,-
Rubén Alcaraz,1.8,1,1.6,-,0.8,1.7,0.3,-
Pervis Estupiñán,1.5,1.4,1,-,0.5,0.4,0.1,-
Jens Jonsson,1.6,1.5,1,-,1.3,0.9,0.2,-
Antonio Barragán,1,1.2,1.3,0.3,2.2,0.3,0.3,-
Yeremi Pino,0.8,0.4,0.9,-,0.2,0.8,-,-
Cristian Tello,0.6,0.4,0.2,-,0.1,0.6,-,-
Pablo Ínsua,1.9,1.2,1.4,0.6,3.2,0.9,0.4,-
Pape Diop,1.3,1.2,1.2,-,1,0.9,0.2,-
Munir El Haddadi,0.5,0.2,0.9,-,0.3,0.4,-,-
Dani García,1.4,1.2,1.1,-,1.3,1.1,0.3,-
Rafa Soares,1.5,1.1,0.4,0.5,1.5,0.3,0.2,-
Edgar Méndez,1.2,0.6,1.6,-,0.4,1,0.1,-
Maxime Gonalons,2.1,1,1.2,-,0.8,0.9,-,-
Germán Sánchez,0.7,1.1,0.9,0.3,3.8,0.4,0.8,-
Antonio Puertas,0.8,0.3,0.9,0.1,0.5,0.6,0.1,-
Diego Costa,0.1,-,1,-,0.3,0.3,-,-
Álex Remiro,-,0.1,-,-,0.5,-,-,-
Ángel Montoro,0.7,1,1,-,0.8,0.5,0.1,-
Ander Guevara,1.1,0.8,1,-,1.1,0.5,0.2,-
Facundo Roncaglia,1.5,1.5,0.9,0.4,1.4,0.5,0.4,-
Damián Suárez,1.9,1,1.7,0.1,1.1,1.6,0.1,-
Alberto Moreno,1.4,0.6,0.6,0.4,0.2,0.6,0.2,-
Pere Milla,0.8,0.4,1,-,0.5,0.9,0.2,-
Marcos de Sousa,0.3,0.1,1.1,0.1,0.4,0.3,0.1,-
Bruno González,1,1.4,1.1,0.7,4,0.5,0.5,-
Fali,1.2,0.9,0.6,0.6,3.4,0.6,0.4,-
David Soria,0.1,-,-,-,0.9,0.1,-,-
Manu Sánchez,1.7,0.5,1,-,0.7,0.9,-,-
Mouctar Diakhaby,0.6,1,0.8,0.7,3.8,0.2,0.8,-
Vicente Esquerdo,1.8,2,0.8,-,0.3,0.5,0.5,-
Quini,1.7,0.8,0.9,0.2,1.9,0.9,0.3,-
Portu,0.5,0.2,0.9,-,0.1,0.8,0.1,-
Domingos Quina,0.6,0.3,0.6,-,-,0.4,-,-
Rodrigo Ely,0.6,0.9,1,1,2.9,0.1,0.1,-
Tomás Pina,1.2,1.1,2.1,-,1.3,0.8,0.2,-
Diego Lainez,0.4,0.5,0.7,-,0.2,0.5,-,-
Marvin Park,0.8,0.5,0.3,0.3,0.8,0.3,-,-
Ivan Saponjic,0.1,0.1,1.6,-,0.4,0.2,-,-
Joseph Aidoo,1,1,0.5,0.4,3.4,0.4,0.2,-
Néstor Araújo,0.7,1.3,0.9,0.3,2.7,0.2,0.5,-
Pedro Mosquera,1.4,1.1,1,0.1,1.3,1.5,0.2,-
Fernando Pacheco,0.1,0.1,-,-,0.8,0.1,-,-
Sidnei,0.8,1.5,0.6,0.6,2.3,0.5,0.4,-
Jon Moncayola,1.7,0.6,1.1,-,1,1.2,0.3,-
Jon Morcillo,0.5,0.5,0.7,-,0.2,0.8,-,-
Andrés Guardado,1,0.8,0.9,-,0.7,0.6,0.1,-
Rubén Yáñez,-,0.2,0.1,-,0.5,0.1,-,-
Luuk de Jong,0.3,0.1,0.6,-,0.4,0.2,0.1,-
Isco,0.5,0.1,0.7,-,0.1,0.5,-,-
Jeremías Ledesma,-,-,-,-,1.2,-,-,-
Jon Guridi,1.1,0.6,0.6,0.1,0.5,0.8,0.1,-
Allan-Roméo Nyom,1.2,0.7,1.4,0.3,1,0.5,0.1,-
Sergio Postigo,0.7,1.5,0.7,0.6,3.7,0.5,0.5,1
Rui Silva,-,0.1,0.1,-,0.6,0.1,-,-
Roberto Torres,0.4,0.5,0.4,-,0.3,0.6,-,-
Óscar De Marcos,1.1,0.5,0.5,0.1,1,0.6,-,-
Mikel Vesga,0.9,0.9,1.4,-,1.2,1.3,0.3,-
Carlos Bacca,0.4,0.1,0.4,-,-,0.1,-,-
Rodrigo Battaglia,1.2,0.9,1.1,-,1.2,1.1,0.4,-
