Name,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
Artem Sokol,1.3,1.1,1.3,0.1,1.3,0.4,0.4,-
Yuri Kovalev,0.7,0.5,1.1,-,0.5,0.5,-,-
Nikolai Rasskazov,2.2,1.3,1.3,0.2,1.7,0.6,0.1,-
Pavel Karasev,1.2,0.8,0.6,0.1,0.7,0.4,-,-
Nikolay Poyarkov,1.4,0.9,0.9,0.2,0.9,0.5,0.2,1
Kirill Kravtsov,1.3,-,0.3,-,-,-,-,-
Stanislav Magkeev,0.9,1.4,1,-,1.2,0.3,0.3,-
Stanislav Agkatsev,-,-,-,-,0.5,-,-,-
Evgeni Shlyakov,1.4,1.2,1.1,0.1,0.7,0.5,0.3,-
Maksim Belyaev,0.9,1.8,1.4,0.9,4.9,0.3,0.1,1
Marat Bystrov,1.3,0.8,1,0.1,0.7,0.7,0.1,-
Daniil Shamkin,-,0.3,0.3,-,-,0.3,-,-
Nikolay Komlichenko,0.2,0.2,0.9,-,0.3,0.1,-,-
Aleksey Rybin,1,1.5,0.5,0.1,1,0.8,0.2,-
Anton Shvets,1.9,0.7,1.7,-,0.6,0.6,0.3,-
Charles Kaboré,1.4,1.2,0.8,0.1,0.2,0.8,0.4,-
Georgy Makhatadze,0.9,0.9,0.2,-,0.3,0.3,-,-
Vyacheslav Krotov,0.7,0.5,1,0.1,0.8,0.2,0.1,-
Aleksandr Denisov,1,1,0.5,-,0.5,-,0.5,-
Aleksandr Pavlovets,0.8,1.4,1.4,-,2.8,0.2,1,-
Aleksandr Zuev,1.5,0.6,1.1,0.1,0.7,0.3,0.1,-
Eldor Shomurodov,0.3,0.5,1.8,-,0.5,0.3,-,-
Vyacheslav Podberezkin,0.8,0.8,0.7,-,0.3,0.6,0.1,-
Mihail Levashov,-,-,-,-,0.7,-,-,-
Shapi Suleymanov,0.5,0.1,0.2,-,0.2,0.3,-,-
Ionut Nedelcearu,0.8,2.6,0.9,0.2,3.3,0.4,0.7,-
Kirill Panchenko,0.4,0.4,0.6,-,0.2,0.5,0.1,-
Kirill Kombarov,1.5,0.5,0.3,0.3,-,0.5,-,-
Leon Sabua,0.5,-,-,-,-,-,-,-
Evans Kangwa,0.5,0.2,1.2,-,0.2,0.3,-,-
