Name,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
Andrea Bertolacci,1.2,0.7,2,-,0.8,0.8,0.3,-
Naldo,1.2,1.7,0.9,0.8,4.4,0.5,0.8,-
Martin Linnes,1.5,0.7,0.6,0.2,1.5,0.7,-,-
Altay Bayindir,-,0.1,-,-,1.2,-,-,-
Metehan Mert,1.4,0.8,0.2,0.2,4.8,0.2,0.8,-
Yassine Meriah,1.4,1.6,0.8,0.5,4.6,0.7,0.8,1
Adolphe Teikeu,0.7,2.4,0.7,0.8,4.8,0.3,0.4,-
Loret Sadiku,1.6,2.2,1.4,0.2,2.5,0.8,0.3,-
Ajdin Hasic,0.4,0.1,0.4,-,0.3,-,-,-
Ozgur Sert,0.3,0.3,-,-,0.3,-,-,-
Wallace,0.9,1.5,0.7,0.6,5.3,0.3,0.6,-
Cherif Ndiaye,0.9,0.4,1.5,-,0.6,0.5,0.1,-
Mickael Tirpan,1.8,1.6,2.1,0.1,1.5,0.6,0.2,-
Abdulkadir Parmak,1.4,0.7,0.8,-,0.7,0.9,0.1,-
Berkan Emir,1.2,0.9,0.5,0.3,1.5,0.6,0.1,-
Dusko Tosic,1.2,2.1,1,0.7,2.7,0.9,0.5,-
Mame Thiam,0.8,0.3,1.1,-,0.5,0.3,0.1,-
Fousseni Diabaté,0.9,0.6,0.8,-,0.2,0.3,0.1,-
Badou Ndiaye,1.1,0.5,0.9,0.1,1,1.4,0.2,-
Deniz Türüç,1.3,0.6,1,-,0.3,1.2,0.1,-
Obinna Nwobodo,3.6,1.6,2.1,0.1,0.8,1,0.3,-
Robin Yalcin,1.4,1.4,0.9,0.4,2.1,0.9,0.4,-
Roderick Miranda,1.2,1,0.8,1.4,4.2,0.5,0.8,-
Nuri Sahin,2.1,1.6,1.5,0.1,0.7,1.4,0.1,-
Mbwana Samatta,0.7,-,1,-,0.2,0.3,0.2,-
Emre Akbaba,0.8,0.3,0.7,-,0.1,0.3,-,-
Nejc Skubic,0.9,1.2,0.4,0.1,1.6,0.5,0.2,-
Bunyamin Balci,1.8,1.9,0.7,0.2,1.3,1.1,0.1,-
Ibrahim Akdag,2.2,1.3,1.8,0.1,0.7,1.6,0.2,-
Bernard Mensah,0.5,0.1,0.8,-,-,0.3,-,-
Ertac Özbir,-,0.1,-,-,0.8,-,-,1
Adem Ljajic,0.2,0.3,0.2,-,0.1,0.3,-,-
Sandro Lima,0.7,0.3,2.3,-,0.9,1.1,0.1,-
Nacer Chadli,0.4,0.7,0.4,-,0.6,0.3,0.1,-
Alpaslan Ozturk,1.2,1.4,1.1,0.6,3.6,0.2,0.6,-
Brahim Darri,0.8,0.2,0.7,-,0.3,0.8,-,-
Mauricio Lemos,2.1,0.8,1.1,0.8,2.8,0.4,0.5,-
Zafer Görgen,-,-,-,-,2,-,-,-
Endri Cekici,1.3,0.8,1.2,-,0.6,1,0.1,-
Erdogan Yesilyurt,0.8,0.6,0.6,-,0.1,0.4,-,-
Teenage Hadebe,0.9,1.3,0.6,0.6,4.5,0.3,0.4,-
Ogulcan Çaglayan,0.6,0.4,1.1,-,0.4,0.4,0.1,-
Mykola Morozyuk,1.5,1.7,1.2,0.2,1.6,0.8,0.2,-
Eray Birnican,-,0.1,-,-,0.5,-,-,-
Cenk Ahmet Alkilic,0.8,0.6,1.1,0.1,0.8,0.5,0.1,-
Atakan Ridvan Çankaya,3.1,1.5,1.2,0.2,1.3,1.5,0.4,-
Alexandros Katranis,1,1.1,1,0.1,2.2,0.3,0.2,-
Hüseyin Türkmen,1.4,1.5,0.8,0.3,3.1,0.5,0.2,-
Recep Niyaz,1.1,1.1,0.6,-,0.3,0.6,0.1,-
Aatif Chahechouhe,1.1,0.1,0.8,-,0.3,0.5,-,-
Fehmi Mert Günok,0.1,-,-,-,0.4,0.1,-,-
Zvonimir Sarlija,1.5,1.7,1.2,0.3,3.3,0.7,0.7,-
Irfan Can Egribayat,-,-,-,-,0.8,0.1,-,-
Nouha Dicko,0.5,0.3,1.8,-,0.1,0.3,0.1,-
Yusuf Abdioglu,1.3,1.6,1,0.1,2.5,0.6,0.6,-
Adis Jahovic,0.5,0.4,1.1,-,0.5,0.3,0.1,-
Abdurrahim Dursun,1.5,1.5,2,-,1,1,-,-
Milan Skoda,0.2,0.1,1.2,-,0.9,0.3,0.1,-
Boli Bolingoli-Mbombo,1.8,1.5,1.4,0.3,0.9,0.9,0.3,-
Hakan Özmert,1.6,0.6,1,0.1,0.9,1.2,0.1,-
Bangaly-Fodé Koita,-,-,1,-,0.5,-,0.1,-
Oussama Haddadi,1.4,1.3,0.8,0.2,1.9,0.6,0.2,-
Ramazan Civelek,1.1,0.9,0.4,0.1,0.8,0.6,0.1,-
Eric Lichaj,1.2,1.8,0.7,0.2,2.1,0.6,0.4,1
Amedej Vetrih,2,1.2,1.8,-,1.3,1,0.2,-
Jimmy Durmaz,0.9,0.5,0.7,0.1,0.5,0.5,-,-
Mesut Çaytemel,1.1,0.7,0.8,0.1,1.7,0.7,0.3,-
Pawel Olkowski,1.4,1.4,0.7,0.3,1.8,0.6,0.3,-
Kubilay Kanatsizkus,0.9,0.6,0.9,-,0.7,0.3,-,-
Arvydas Novikovas,0.3,0.6,1.1,-,0.4,0.7,-,-
Strahil Popov,1.4,1.2,0.9,0.2,1.6,0.5,0.2,-
Yalcin Kayan,1.3,1.6,0.7,-,0.2,0.7,0.1,-
Nehuén Paz,0.9,1.4,0.8,0.3,2.7,0.3,0.5,-
Aliou Badji,0.5,0.2,0.8,-,0.3,0.3,0.1,-
Miguel Lopes,1.9,1,1.1,0.2,1.5,0.6,0.1,-
Alper Potuk,1.2,0.6,0.8,-,0.3,0.6,0.1,-
Marko Mihojevic,1,1,1,0.5,3.4,0.4,0.6,-
Batuhan Unsal,-,-,-,-,-,-,-,-
Necip Uysal,1.7,0.8,1.2,0.1,0.9,0.6,0.2,-
Jean-Armel Kana-Biyik,0.4,1,0.4,1,3.7,0.6,0.3,-
Khouma Babacar,0.3,0.2,1.8,-,0.6,0.4,-,-
Danijel Aleksic,1,0.7,1.1,-,0.4,0.7,0.1,-
Loïc Rémy,0.1,-,0.8,-,0.2,0.1,0.1,-
Aksel Aktas,1.6,0.7,1,-,0.2,1.1,0.3,-
Kevin Mirallas,0.6,0.4,1.4,-,0.1,0.6,-,-
Selim Ay,1.3,1.1,0.9,0.4,4,0.1,0.8,-
Zoran Kvrzic,1.3,1.5,0.9,0.1,1.4,1,0.3,1
Joseph Martin Paintsil,0.6,0.4,0.9,-,0.3,0.4,-,-
Marin Anicic,1,1.5,-,0.5,2,-,-,-
Aaron Appindangoyé,0.9,1.3,1.1,1,3.7,0.5,0.5,-
Efe Tatli,2,0.7,0.5,-,0.2,0.8,0.3,-
Mert Hakan Yandas,0.6,0.6,0.9,-,0.3,0.9,-,-
Samba Camara,0.7,1.1,0.6,0.4,3.8,0.2,0.4,-
Mustafa Eskihellac,0.9,0.7,0.4,-,0.4,0.5,-,-
Gökhan Akkan,-,-,-,-,0.8,0.1,-,1
Fatih Kuruçuk,0.9,1.5,0.9,0.7,5.3,0.5,0.8,-
Fabiano,1.3,1.5,0.9,0.4,3.1,0.5,0.4,-
Berkan Kutlu,1.5,0.8,1.1,-,0.3,0.6,0.2,-
Ante Kulusic,1.3,1.5,0.9,0.3,4.4,0.3,0.5,2
Ismail Cipe,-,0.2,0.2,-,-,0.4,-,-
Artur Sobiech,0.4,0.1,1.2,-,0.4,0.1,-,-
Júnior Morais,2,2,1.2,0.4,1.2,0.9,0.3,1
Lamine Gassama,1.6,1.4,0.6,0.2,1.4,0.6,0.1,-
Fedor Kudryashov,1,1.4,0.6,0.5,2.4,0.5,0.2,-
Dimitrios Kolovetsios,0.8,1.6,0.7,0.6,3.5,0.4,0.6,-
Ruud Boffin,0.1,0.1,-,-,0.5,-,-,-
Kayacan Erdogan,0.2,-,0.3,-,1.2,0.3,-,-
Zanka,1.5,0.5,2,1.5,1.5,-,-,-
Jakub Szumski,-,-,0.1,-,0.8,-,-,-
Fatih Aksoy,0.9,0.8,0.8,0.2,1.8,0.4,0.4,1
Oguz Yilmaz,1,1.6,0.4,0.2,3.5,0.3,0.8,-
Ulas Zengin,-,1,1,-,2.5,0.5,0.5,-
Omer Bayram,0.8,0.6,0.6,0.1,0.3,0.4,-,-
Moryke Fofana,0.7,0.2,0.6,-,0.1,0.4,-,-
Ertugrul Taskiran,0.1,-,0.1,-,0.8,-,-,-
Omer Ali Sahiner,1.6,0.4,0.8,0.2,1.6,0.7,0.3,-
Balázs Megyeri,-,-,-,-,-,-,-,-
Oghenekaro Etebo,1,1.1,0.6,-,0.6,0.6,0.3,-
Mesut Özil,0.1,0.4,0.2,-,-,0.8,0.1,-
Torgeir Børven,0.3,0.2,0.8,0.1,0.9,0.4,-,-
Afriyie Acquah,0.9,1,1.7,-,0.9,0.7,0.2,-
Bright Samuel,0.6,0.3,1.3,-,0.3,0.4,-,-
Godfred Donsah,1.3,1.1,0.8,-,0.8,0.4,0.5,-
Erdi Dikmen,1.1,1.3,1,0.4,3.7,0.3,0.4,-
Emir Dilaver,0.9,1.7,0.7,0.4,2.8,0.3,0.6,-
Deni Milosevic,0.7,0.3,0.9,-,0.2,0.8,-,-
Manolis Siopis,1.3,1.4,1.1,0.1,0.4,0.8,0.1,-
Ayman Ben Mohamed,1.9,1.3,0.3,0.4,1.6,0.4,-,-
Atila Turan,0.7,1.8,0.8,0.2,1.5,0.7,0.3,-
Saba Lobzhanidze,0.4,0.6,0.4,0.1,0.4,0.5,-,-
Akin Alkan,-,-,-,-,0.8,-,-,-
Tayfur Bingöl,0.8,0.7,0.4,0.2,0.5,0.5,0.2,-
Ozer Ozdemir,1.8,1.3,0.9,-,1.4,0.7,0.1,-
Hasan Huseyin Acar,0.7,0.6,0.7,-,0.2,0.8,0.1,-
Muhammed Kerem Akturkoglu,0.5,0.7,0.2,-,0.1,0.3,-,-
Fabrício Baiano,1.8,0.7,1.7,-,0.4,0.7,-,-
Tolga Cigerci,0.8,1,0.3,-,0.3,0.5,0.5,-
Korcan Celikay,-,-,-,-,0.9,-,-,-
Dorukhan Tokoz,1.5,1,1.2,-,0.4,0.7,0.1,-
Eren Albayrak,1.3,0.9,0.7,0.1,1.4,1,0.2,1
Hasan Hatipoglu,0.7,1.7,0.5,0.3,3.8,0.7,0.6,-
Zlatko Tripic,0.6,0.5,0.5,-,0.4,0.4,-,-
Mikkel Diskerud,1.4,1.2,0.6,-,0.9,0.4,0.1,-
Claudemir,1.1,1,0.6,-,1,0.7,0.1,-
Tiago Lopes,1.4,2.1,1.3,0.3,1.3,0.9,0.2,-
Ramazan Kose,0.2,-,-,-,1.2,0.1,-,-
Ferhat Kaplan,-,-,-,-,0.2,-,-,-
Sidney Sam,0.6,0.5,0.8,-,0.2,0.6,-,-
Bogdan Stancu,0.1,0.1,0.6,-,0.1,0.1,-,-
Bilal Basacikoglu,1,0.7,1,-,1,0.3,-,-
Artem Kravets,0.6,0.1,0.6,-,0.7,0.4,0.1,-
Olarenwaju Kayode,0.5,0.2,0.9,-,0.3,0.2,-,-
Baris Yardimci,1.8,1,1,0.2,0.4,1,0.2,-
Titi,1.2,1,0.7,0.5,1.1,0.3,0.2,-
Zakarya Bergdich,2.3,0.7,1.1,-,1.4,0.6,0.4,-
Ricardo Gomes,0.2,0.2,1.4,-,0.5,0.2,0.1,-
Lukas Podolski,0.2,0.1,0.7,-,0.5,0.2,-,-
Damjan Djokovic,0.9,1,0.4,-,1.2,0.5,0.3,-
Semih Kaya,0.6,1.3,0.5,0.3,3,0.4,0.8,1
Aziz Behich,1.3,1,0.4,0.3,1.5,0.5,0.2,-
Okan Kocuk,-,-,-,-,0.6,-,-,-
Murat Paluli,1.6,1.1,0.7,0.3,1.2,0.4,0.2,-
Mustafa Pektemek,0.6,0.1,0.5,-,0.2,0.3,0.1,-
Robert Piris da Motta,1.9,1.1,1.4,-,1.5,1.7,0.4,-
Oguzhan Ozyakup,0.9,0.3,0.3,-,-,0.3,-,-
Oltan Karakullukcu,0.2,-,0.7,-,0.6,0.1,-,-
Oguz Ceylan,1.5,1.3,0.9,0.3,1.2,1.2,0.1,-
Mattias Johansson,2,1.4,1.3,0.3,1.3,0.9,-,-
Beykan Simsek,0.7,0.5,0.5,-,-,0.2,-,-
Gabriel Obertan,1.4,0.3,0.8,0.1,0.7,0.9,-,-
Marcelo Goiano,2.3,1.8,1,0.3,1.7,1.1,0.1,-
Adil Demirbag,1.7,0.8,0.4,0.2,2.3,0.4,0.4,1
Jonathan Bolingi,0.6,0.5,2,-,1.4,0.6,-,-
Caner Osmanpasa,0.9,1.3,0.8,0.1,2,0.5,0.4,-
Javi Montero,0.6,0.8,0.7,0.3,2.6,0.3,0.5,1
Baris Yardimci,0.8,0.2,0.4,-,1.8,0.4,0.2,-
Carlos Ponck,1,0.8,1,0.5,3.2,0.3,0.7,1
Sefa Yilmaz,0.7,0.7,1.1,-,0.5,0.5,-,-
Alaaddin Okumus,0.8,1.3,0.3,0.3,1,-,-,-
Tomas Brecka,1.2,1.4,0.8,0.6,3.7,0.6,0.8,-
Peter Zulj,0.6,0.5,1.3,0.1,0.3,0.4,-,-
Marafona,-,-,-,-,0.5,-,-,-
Alin Tosca,0.8,1,0.5,0.6,3,0.4,0.3,-
João Pereira,2.1,0.1,1.3,0.4,0.9,1.3,0.1,-
Emiliano Viviano,0.1,-,-,-,0.2,0.1,-,-
Levan Shengelia,0.5,0.3,0.5,-,0.3,0.5,0.1,-
Jean-Claude Billong,1.3,0.7,0.7,0.5,3.1,0.2,0.5,1
Marcel Tisserand,0.9,1.1,0.9,0.3,2,0.1,0.6,-
Jeremain Lens,0.5,0.1,1.2,-,-,0.6,0.1,-
Ibrahim Akdag,1.6,1.1,1.8,-,0.3,1.4,0.2,-
Gilbert Koomson,0.9,0.7,0.7,-,0.2,0.6,-,-
Gokhan Kardes,0.9,1.3,0.8,0.4,3.4,0.3,0.8,-
Cristian Sapunaru,1,1.2,0.4,0.5,3,0.4,0.6,-
Dimitrios Chatziisaias,2,3,-,-,5,1,-,-
Danny Drinkwater,0.8,0.5,0.6,-,-,0.7,0.1,-
Guray Vural,0.7,0.8,0.5,0.2,1.2,0.7,0.1,-
Kevin Varga,0.8,0.7,0.6,-,0.4,0.8,0.1,-
Wilfried Kanga,0.2,0.1,0.9,-,0.8,0.3,-,-
Ilhan Parlak,0.4,0.3,0.7,-,0.4,0.7,-,-
Adam Bareiro,0.4,0.1,1.3,-,0.3,0.3,-,-
Jefferson,1.2,0.5,1,-,0.5,0.5,0.1,-
Ibrahim Sehic,-,-,-,-,0.8,-,-,-
Berkay Özcan,0.6,0.4,0.3,-,0.4,0.3,0.2,-
Omer Ali Sahiner,1,0.6,0.8,-,0.4,0.4,0.1,-
Aaron Lennon,0.9,0.5,0.8,-,0.3,0.8,0.1,-
