Name,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
Nicolás Gaitán,0.7,0.5,0.8,-,0.2,0.8,-,-
Riccieli,1.3,1.6,0.8,0.6,4,0.3,0.4,1
Silvio,1.1,1.7,1.3,0.2,1.6,0.3,0.3,-
Yohan Tavares,1.6,1.8,1.1,0.6,4,0.3,0.8,1
Samuel Lino,0.9,0.4,0.8,-,0.2,0.7,-,-
Lazar Rosic,0.5,1.2,0.7,0.9,4.4,0.2,0.9,-
Mateus Pasinato,-,-,-,-,1,-,-,-
Filipe Soares,1.1,0.5,1.6,-,0.4,1.2,0.2,2
David Carmo,1.6,1.6,2.6,0.8,2.8,0.2,0.6,-
Rafik Guitane,0.9,0.5,0.9,-,-,0.5,-,-
Pawel Kieszek,-,-,-,-,0.9,0.1,-,-
Dudu,0.7,0.3,-,-,-,0.3,-,-
Anthony D'Alberto,1.9,1.5,1.5,0.1,1.1,0.9,0.4,-
Enzo Martínez,1.2,1.7,1,0.9,3.5,0.7,0.4,-
Samuel,0.1,-,-,-,1.2,-,-,1
Luiz Lúcio Reis Júnior,-,-,-,-,1.3,-,-,-
Fábio Coentrão,0.6,1.2,1.2,0.1,1.8,0.8,0.2,-
Ygor Nogueira,1.3,1.3,1.5,0.8,4,0.8,0.5,1
Rodrigão,0.8,1.1,0.7,0.5,3.4,0.2,0.9,1
Lucas Piazon,1.1,0.1,0.6,-,0.1,0.8,0.1,-
Afonso Taira,2.6,0.7,1.7,-,0.5,1.4,0.3,-
Andraz Sporar,0.2,0.1,0.4,-,0.1,-,0.1,-
Patrick Willian,1.7,1.4,1.7,0.2,2.7,0.8,0.4,-
Gonçalo Silva,1.1,1.8,0.8,0.4,4,0.7,0.4,-
Amine Oudrhiri,0.9,1.3,0.8,0.1,0.8,0.6,-,-
Júlio Romao,1.4,0.8,0.8,-,1.2,0.2,0.4,-
Walterson,1.4,0.8,1.4,-,0.6,1,0.1,-
Bebeto,3,1.2,1.6,0.2,1.3,1.4,0.1,-
Claude Goncalves,1.4,1,1.6,-,0.6,1,0.2,-
Mateo Cassierra,0.2,0.1,0.7,-,0.5,0.3,-,-
João Camacho,1.1,0.6,1.1,-,0.4,0.4,0.1,-
Cafu,1.2,1.6,1.5,0.3,2.4,0.6,0.4,-
Bruno Jordão,1.3,1.3,1,-,1,0.8,-,-
Matheus Clemente,1,1,-,-,1,1,-,-
Diogo Figueiras,1.7,1.6,0.8,-,0.8,0.9,0.2,-
Pedro Augusto,1.6,1.3,1.6,-,1.4,0.9,0.1,-
Adil Rami,0.8,1.5,0.6,0.3,3.7,0.1,0.4,-
Fali Candé,1.2,0.9,0.8,-,1.5,0.5,0.2,-
Cristián Borja,1.3,1.2,0.8,0.2,1.2,0.5,0.1,-
Fernando Fonseca,2.1,1.4,0.7,0.4,1.2,1.3,0.2,-
Hélder Ferreira,1,0.4,1,0.1,1,0.9,0.1,-
Joao Mendes,0.7,0.5,0.7,-,0.3,0.3,-,-
João Novais,0.5,0.5,1,-,0.2,0.5,-,-
Claudio Falcão,2.1,1,1.4,0.3,2.8,0.8,0.4,-
Bruno Miguel Rodrigues,0.6,1,0.9,0.6,3,0.4,0.6,-
Matheus Nunes,0.6,0.4,1.1,-,0.4,0.3,0.1,-
André Almeida,1,0.3,1.1,-,0.3,0.6,-,-
Shoya Nakajima,0.5,0.8,0.5,-,-,1,-,-
Antoine Leautey,0.9,0.5,0.8,-,0.2,0.9,-,-
Bruno Varela,0.1,-,-,-,1.4,-,-,-
Matheus,0.1,-,-,-,0.9,0.1,-,-
Henrique,1,1.5,1.1,0.5,4.2,0.3,0.6,-
Roberto Olabe,1.4,0.6,2,0.1,0.5,1.1,0.1,-
António Filipe,-,-,-,-,1.1,-,-,-
