Name,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG,League
Emil Krafth,1.2,0.9,0.8,0.4,2.9,0.8,0.6,-,Premier_league
David de Gea,-,-,-,-,0.5,-,-,-,Premier_league
Cengiz Ünder,0.4,0.2,0.1,-,-,0.2,-,-,Premier_league
Patrick van Aanholt,1.6,1.4,0.5,-,1.5,1.1,0.3,-,Premier_league
Max Lowe,3.3,0.6,1.3,0.1,0.8,1.5,0.5,-,Premier_league
Ashley Barnes,0.5,0.2,2.1,-,0.5,0.5,0.1,-,Premier_league
Jonny,1.6,1.3,1,0.3,1,1,0.3,-,Premier_league
Tom Davies,1.2,1.4,1,-,0.8,0.9,0.4,-,Premier_league
André Gomes,1.3,0.4,1.3,-,0.4,1.5,-,-,Premier_league
Vicente Guaita,-,-,-,-,0.9,-,-,-,Premier_league
Rúben Vinagre,3.5,1,1,-,2,0.5,-,-,Premier_league
Adam Lallana,0.9,0.5,0.6,-,0.4,1,0.1,-,Premier_league
Virgil van Dijk,0.6,1,0.8,1.2,1.6,-,0.2,-,Premier_league
Moussa Sissoko,0.9,0.9,0.9,-,0.9,0.5,0.2,-,Premier_league
Willian José,0.1,0.1,0.5,-,0.7,0.2,0.1,-,Premier_league
Ainsley Maitland-Niles,1,1.3,0.5,0.1,0.5,0.4,0.2,-,Premier_league
Marçal,1,0.9,0.9,0.1,1.5,0.4,0.2,-,Premier_league
Alexis Mac Allister,1.2,0.4,0.9,-,0.1,1.3,0.2,-,Premier_league
Erik Pieters,1.5,0.6,1.3,0.3,1.4,1,0.5,1,Premier_league
Ryan Fredericks,0.6,0.8,0.8,0.1,1.4,0.3,0.1,-,Premier_league
Daniel Jebbison,1.5,0.3,1.5,-,-,1,0.3,-,Premier_league
John Ruddy,-,-,-,-,-,-,-,-,Premier_league
Tyler Roberts,0.6,0.3,0.9,-,0.4,0.6,0.1,-,Premier_league
Sander Berge,1.1,0.3,0.9,0.1,1.2,0.5,0.1,-,Premier_league
Mohamed Elneny,0.6,1,0.4,-,0.9,0.9,0.2,-,Premier_league
Takumi Minamino,0.7,0.4,0.7,-,0.9,1.7,0.1,-,Premier_league
Theo Corbeanu,2,1,-,-,-,-,-,-,Premier_league
Ryan Bertrand,2.1,1,1,0.2,1.3,0.6,-,-,Premier_league
Dennis Praet,0.9,0.5,0.8,-,0.2,0.6,0.1,-,Premier_league
Steven Alzate,1.1,0.5,1.3,-,0.6,0.6,0.1,-,Premier_league
Bernard,0.7,0.7,0.5,-,0.4,0.7,-,-,Premier_league
Grady Diangana,1.8,0.8,0.6,-,0.4,1.2,0.1,-,Premier_league
Callum Robinson,0.3,0.3,0.1,-,0.3,0.6,-,-,Premier_league
Manuel Lanzini,0.5,0.4,0.4,-,0.3,0.4,-,-,Premier_league
Eric Bailly,0.4,1.1,0.8,0.3,3,0.1,0.9,-,Premier_league
Daniel Amartey,0.8,0.9,0.2,0.3,1.8,0.3,0.3,-,Premier_league
Takumi Minamino,0.4,0.2,0.4,-,0.3,1.3,-,-,Premier_league
Ben Osborn,1.4,0.5,0.4,-,0.5,1.1,0.1,-,Premier_league
Semi Ajayi,1.2,1.3,0.8,0.4,3.6,0.5,1,-,Premier_league
Sam Field,1.7,0.7,0.7,-,1,-,0.3,-,Premier_league
Tim Ream,1.7,0.9,0.4,0.1,3.3,0.4,0.7,-,Premier_league
Percy Tau,0.3,-,-,-,-,0.7,-,-,Premier_league
Xherdan Shaqiri,0.5,0.1,0.8,-,-,0.4,-,-,Premier_league
Joe Bryan,0.9,0.9,0.6,0.1,0.7,0.3,0.1,-,Premier_league
Phil Bardsley,1.5,1.5,2,0.3,3,0.8,0.3,-,Premier_league
Josh Maja,0.5,0.3,0.5,-,0.1,0.4,0.1,-,Premier_league
Fabian Schär,0.7,1.5,1.2,0.3,2.8,0.7,0.7,-,Premier_league
Enda Stevens,2,0.7,1.1,0.3,2.5,0.8,0.4,-,Premier_league
James Tomkins,0.5,0.5,0.4,0.4,5.4,0.1,0.4,-,Premier_league
Ben Johnson,0.8,0.8,0.4,-,0.4,0.1,0.1,-,Premier_league
Morgan Gibbs-White,0.8,0.3,0.5,-,0.1,0.6,-,-,Premier_league
Ryan Fraser,0.2,0.3,0.3,-,0.3,0.2,-,-,Premier_league
Javier Manquillo,1.8,0.7,0.5,0.1,1.1,0.5,0.1,-,Premier_league
Carlos Vinícius,0.3,0.2,1.2,-,0.6,-,-,-,Premier_league
Filip Krovinovic,1.2,0.4,0.5,-,0.2,1.1,-,-,Premier_league
Harry Winks,1.1,0.7,0.7,-,0.7,1,0.3,-,Premier_league
Moussa Djenepo,1.9,0.4,1.1,-,0.4,1.3,0.1,-,Premier_league
Nampalys Mendy,1.1,0.6,0.9,-,0.3,0.6,-,-,Premier_league
Matej Vydra,0.3,0.2,0.2,-,0.2,0.3,-,-,Premier_league
Sean Longstaff,1.4,0.9,1,-,0.6,1.1,0.2,-,Premier_league
Erik Lamela,0.7,0.3,1,-,-,0.6,-,-,Premier_league
Keinan Davis,0.1,-,0.3,-,0.1,0.1,-,-,Premier_league
Ki-Jana Hoever,1.2,0.8,0.3,0.1,1.8,1,-,-,Premier_league
Jack O'Connell,1.5,1,-,0.5,3.5,0.5,1.5,-,Premier_league
George Baldock,1.5,0.8,1.4,0.1,1.9,0.9,0.2,-,Premier_league
DeAndre Yedlin,1.5,1.2,0.7,-,2.3,1,0.2,-,Premier_league
Owen Otasowie,0.8,0.5,0.5,-,0.7,0.2,0.2,-,Premier_league
Donny van de Beek,0.8,0.3,0.3,-,0.3,0.4,0.1,-,Premier_league
Matt Phillips,0.5,0.3,0.9,-,0.8,0.5,0.1,-,Premier_league
Ross Barkley,-,-,1,-,-,-,-,-,Premier_league
Jairo Riedewald,1,0.9,0.6,-,0.7,0.6,0.2,-,Premier_league
Jamal Lewis,1.5,0.5,0.8,0.5,1.5,0.9,0.3,-,Premier_league
Nathaniel Clyne,1.3,1.4,0.3,0.2,1.6,0.5,0.2,-,Premier_league
Jeff Hendrick,0.4,0.9,0.7,-,0.6,0.5,0.4,-,Premier_league
Eddie Nketiah,0.2,-,0.6,-,0.3,0.1,-,-,Premier_league
Michy Batshuayi,0.3,0.2,0.7,-,0.3,0.4,0.1,-,Premier_league
Hélder Costa,1.1,0.1,0.9,-,0.2,1,-,1,Premier_league
Billy Gilmour,0.8,0.6,0.4,-,0.2,1,0.4,-,Premier_league
Kevin Long,1.4,0.8,0.9,0.8,3,0.3,0.9,-,Premier_league
Andy Carroll,0.2,-,0.7,-,0.8,0.4,-,-,Premier_league
Fábio Silva,0.2,0.1,0.6,-,0.2,0.3,-,-,Premier_league
Anthony Gordon,1,0.3,-,-,0.7,0.7,-,-,Premier_league
James McCarthy,1.1,0.5,0.4,0.1,0.7,0.8,0.4,-,Premier_league
Kieran Gibbs,1.5,1.6,0.6,0.1,2.7,0.2,0.6,-,Premier_league
Matthew Longstaff,0.6,1.4,0.6,0.2,0.4,1.2,-,-,Premier_league
Jean-Philippe Mateta,0.1,-,0.4,-,0.3,0.3,-,-,Premier_league
Fabian Delph,0.6,0.5,0.4,-,0.9,0.3,-,-,Premier_league
Jakub Moder,1.3,0.3,1,-,0.6,1.1,0.1,-,Premier_league
Dale Stephens,1.6,1.1,1.1,-,0.1,0.4,-,-,Premier_league
Aaron Connolly,0.4,-,0.4,-,0.1,0.1,-,-,Premier_league
Sead Kolasinac,-,1,1,-,-,-,-,-,Premier_league
Jay Rodriguez,0.8,0.1,1,-,0.2,0.5,0.1,-,Premier_league
Alireza Jahanbakhsh,0.4,0.4,0.3,-,-,0.5,-,-,Premier_league
Axel Tuanzebe,1.4,0.3,0.7,0.1,1.7,0.1,0.6,1,Premier_league
Sidnei Tavares,0.5,-,0.5,-,-,-,0.5,-,Premier_league
Oliver Burke,0.6,0.1,0.9,-,0.2,0.8,-,-,Premier_league
Jack Butland,-,-,-,-,-,-,-,-,Premier_league
Joseph Willock,0.9,0.4,0.9,-,-,0.6,0.1,-,Premier_league
Pablo Hernández,0.3,-,0.1,-,-,0.7,-,-,Premier_league
Nathan Tella,0.4,0.2,0.9,-,0.1,0.5,-,-,Premier_league
Vitinha,0.4,0.2,0.4,-,0.1,0.3,-,-,Premier_league
Davy Pröpper,0.9,0.1,0.1,-,-,0.4,-,-,Premier_league
Niall Huggins,-,-,-,-,1,1,-,-,Premier_league
Ruben Loftus-Cheek,-,-,1,-,-,-,-,-,Premier_league
John Lundstram,0.9,0.5,0.9,0.1,0.8,1.2,0.3,-,Premier_league
Ian Poveda-Ocampo,0.4,0.1,0.4,-,0.1,0.4,0.1,-,Premier_league
Niels Nkounkou,2,-,0.5,-,2,2.5,-,-,Premier_league
Carney Chukwuemeka,1,-,1,-,-,1,-,-,Premier_league
Maxime Le Marchand,1,-,1.5,1.5,1.5,-,-,-,Premier_league
Ibrahima Diallo,1.3,0.5,1,-,0.5,0.3,-,-,Premier_league
Rekeem Harper,-,0.5,0.5,-,-,-,-,-,Premier_league
Branislav Ivanovic,1.1,0.6,0.8,0.5,1.9,0.5,0.4,-,Premier_league
Brandon Williams,-,0.3,0.5,0.3,1,0.3,-,-,Premier_league
Lee Peltier,2.3,0.3,1,-,2.8,-,0.3,-,Premier_league
William Smallbone,2,0.7,1,-,0.3,0.7,-,-,Premier_league
Dwight Gayle,0.1,0.1,0.3,-,0.1,0.4,0.1,-,Premier_league
Andriy Yarmolenko,0.3,0.1,0.5,-,0.1,0.4,-,-,Premier_league
Morgan Sanson,0.8,0.4,0.7,-,0.1,0.3,-,-,Premier_league
Reiss Nelson,0.5,0.5,1,-,0.5,-,-,-,Premier_league
Billy Sharp,0.3,-,0.9,-,0.1,0.4,-,-,Premier_league
Jacob Ramsey,0.5,0.2,0.6,-,0.2,0.5,0.3,-,Premier_league
Antwoine Hackford,-,-,-,-,-,-,-,-,Premier_league
Divock Origi,0.3,0.1,-,-,0.2,0.2,0.1,-,Premier_league
Hamza Choudhury,0.8,0.4,0.6,-,0.7,0.6,0.1,-,Premier_league
Kamil Grosicki,0.7,0.7,0.3,-,0.3,2,-,-,Premier_league
Alex Oxlade Chamberlain,0.3,0.2,0.2,-,-,0.2,-,-,Premier_league
Jamie Shackleton,0.8,0.7,0.2,-,0.2,0.5,0.1,-,Premier_league
Mark Noble,0.4,0.6,0.4,-,0.1,0.5,0.1,-,Premier_league
Shkodran Mustafi,0.3,-,0.3,-,1,-,-,-,Premier_league
Rhian Brewster,0.3,0.2,0.7,-,0.1,0.4,0.1,-,Premier_league
Kepa Arrizabalaga,-,-,-,-,0.6,0.1,-,-,Premier_league
Demarai Gray,1,-,-,-,-,-,-,-,Premier_league
Hannibal Mejbri,-,-,-,-,-,-,-,-,Premier_league
Nathan Broadhead,1,-,-,-,-,-,-,-,Premier_league
Jake Livermore,1.8,0.9,1.7,-,1.3,0.9,0.3,1,Premier_league
Charlie Austin,0.8,0.6,-,-,0.8,0.4,-,-,Premier_league
Karlan Grant,0.2,0.2,0.4,-,0.7,0.1,-,-,Premier_league
Eric García,1.3,0.7,0.7,0.5,1.7,0.3,0.2,-,Premier_league
Yan Valery,1.7,0.7,0.3,-,1.7,1.3,-,-,Premier_league
Islam Slimani,-,-,-,-,-,-,-,-,Premier_league
Kyle Edwards,0.6,0.2,0.2,-,-,-,-,-,Premier_league
Denis Odoi,1,1.7,2.3,1,1.7,1,0.3,-,Premier_league
Hal Robson-Kanu,0.1,0.1,0.8,-,0.4,0.1,-,-,Premier_league
José Izquierdo,-,-,-,-,-,-,-,-,Premier_league
Andi Zeqiri,0.3,-,0.2,-,0.2,0.1,-,-,Premier_league
Neeskens Kebano,-,-,0.6,-,-,0.2,-,-,Premier_league
Mat Ryan,0.1,-,0.1,-,1.1,-,-,-,Premier_league
Romaine Sawyers,1.6,0.9,0.9,0.1,0.5,1.5,0.2,1,Premier_league
Shane Long,0.2,0.3,0.6,-,0.1,0.1,-,-,Premier_league
Joshua King,0.4,0.1,0.4,-,0.1,-,-,-,Premier_league
Josh Onomah,1,0.2,1.1,-,0.1,0.5,0.2,-,Premier_league
Marek Rodák,-,-,-,-,1,-,-,-,Premier_league
Martin Kelly,1,-,-,-,-,-,-,-,Premier_league
Wes Morgan,-,-,-,-,0.3,-,-,-,Premier_league
Zack Steffen,-,-,1,-,-,-,-,-,Premier_league
Michael Hector,0.8,-,1.3,0.3,1.5,1.3,0.5,-,Premier_league
Felipe Anderson,0.5,-,-,-,-,-,-,-,Premier_league
Mamadou Sakho,0.8,0.8,0.5,-,2.8,-,0.5,-,Premier_league
Caleb Watts,0.7,-,-,-,-,0.3,-,-,Premier_league
Jonjoe Kenny,0.5,0.3,-,-,0.5,-,-,-,Premier_league
Phil Jagielka,0.5,1,0.8,0.5,2.6,0.5,0.5,1,Premier_league
Daniel N'Lundulu,-,-,0.5,-,0.2,0.1,-,-,Premier_league
Leif Davis,-,0.5,0.5,-,-,1.5,-,-,Premier_league
Oskar Buur,-,-,-,-,-,2,-,-,Premier_league
Iliman Ndiaye,1,-,-,-,-,-,-,-,Premier_league
Thakgalo Leshabela,-,-,-,-,-,-,-,-,Premier_league
Shola Shoretire,-,-,-,-,-,-,-,-,Premier_league
Robert Snodgrass,-,-,-,-,-,-,-,-,Premier_league
Dane Scarlett,-,-,-,-,-,-,-,-,Premier_league
Elliot Anderson,-,-,-,-,-,-,-,-,Premier_league
Femi Seriki,-,-,-,-,-,-,-,-,Premier_league
Jaden Philogene-Bidace,-,-,-,-,-,-,-,-,Premier_league
Jayson Molumby,-,-,-,-,-,-,-,-,Premier_league
Jean-Philippe Gbamin,1,-,-,-,1,-,-,-,Premier_league
William Fish,-,-,-,-,-,-,-,-,Premier_league
Moise Kean,-,-,0.5,-,-,-,-,-,Premier_league
Lewis Richardson,-,-,-,-,-,-,-,-,Premier_league
Reda Khadra,-,-,-,-,-,-,-,-,Premier_league
Michael Obafemi,0.3,-,0.3,-,-,0.3,-,-,Premier_league
Wesley,-,-,-,-,-,0.3,-,-,Premier_league
Patrick Cutrone,-,-,-,-,-,-,-,-,Premier_league
Konstantinos Tsimikas,-,-,0.5,-,-,-,-,-,Premier_league
Aboubakar Kamara,0.2,0.1,0.8,-,-,0.5,-,-,Premier_league
Josh Benson,0.8,0.5,0.7,-,0.3,0.8,-,-,Premier_league
Liam Delap,-,-,1,-,-,-,-,-,Premier_league
Joel Mumbongo,-,-,0.3,-,-,-,-,-,Premier_league
Lys Mousset,0.1,-,0.6,-,0.1,0.2,-,-,Premier_league
Cenk Tosun,-,-,0.2,-,-,0.2,-,-,Premier_league
Adrián,-,-,-,-,2,-,-,-,Premier_league
Tyrese Francois,-,-,-,-,-,-,-,-,Premier_league
Theo Walcott,-,-,-,-,-,-,-,-,Premier_league
Neil Taylor,1,-,1,-,-,-,-,-,Premier_league
Jake Vokins,-,-,2,-,-,1,-,-,Premier_league
Will Norris,-,-,-,-,0.5,-,-,-,Premier_league
Bailey Peacock-Farrell,-,-,-,-,0.3,-,-,-,Premier_league
Allan Tchaptchet,-,-,-,-,-,-,-,-,Premier_league
Odion Ighalo,-,-,-,-,-,1,-,-,Premier_league
Alexandre Jankewitz,1,-,0.5,-,-,-,-,-,Premier_league
Willy Caballero,-,-,-,-,-,-,-,-,Premier_league
Kayne Ramsay,5,-,1,1,3,-,-,-,Premier_league
Marco Festa,-,-,-,-,1,-,-,-,Serie_A
Cristiano Ronaldo,0.2,0.2,0.5,0.1,0.5,0.4,0.1,-,Serie_A
Zlatan Ibrahimovic,0.3,0.3,1.7,0.1,1.4,0.2,0.2,-,Serie_A
Lorenzo Insigne,0.7,1.1,0.3,-,0.1,1.7,-,-,Serie_A
Romelu Lukaku,0.3,0.1,0.9,-,0.9,0.2,-,-,Serie_A
Domenico Berardi,1.4,0.9,1.4,-,1,1.4,-,-,Serie_A
Rodrigo de Paul,1.2,0.5,0.9,-,0.3,1.3,-,-,Serie_A
Adam Ounas,0.6,0.2,0.7,-,0.1,0.5,0.1,-,Serie_A
Henrikh Mkhitaryan,1.7,1.1,1.1,-,0.2,1.5,-,-,Serie_A
Sergej Milinkovic-Savic,1.8,1,1.8,0.1,1.3,1.8,0.4,-,Serie_A
Theo Hernández,1.5,1,1.2,0.2,1.5,0.6,0.2,-,Serie_A
Papu Gómez,0.3,0.1,1,-,0.1,0.6,0.1,-,Serie_A
Hakan Calhanoglu,0.8,0.5,0.9,-,0.5,0.6,0.2,-,Serie_A
Luis Muriel,0.6,0.2,0.5,-,0.1,0.5,-,-,Serie_A
Federico Chiesa,2,0.3,0.7,-,0.7,1.7,0.3,-,Serie_A
Andrea Belotti,0.9,0.3,1.7,-,0.5,0.7,0.1,-,Serie_A
Lorenzo Pellegrini,1.2,1.3,1.3,-,0.6,1.2,0.1,-,Serie_A
Junior Messias,1.7,1,0.9,-,1.1,1.3,0.3,-,Serie_A
Federico Chiesa,1.6,0.4,1,-,0.5,1,-,-,Serie_A
Rafael,-,-,-,-,0.3,-,-,-,Serie_A
Robin Gosens,1.4,1.3,1.6,-,1,0.8,0.2,1,Serie_A
Lautaro Martínez,0.7,0.7,1.7,-,0.3,0.4,-,-,Serie_A
Juan Cuadrado,1.4,1.4,1.1,0.1,0.5,1,0.1,-,Serie_A
Ruslan Malinovskiy,0.5,0.1,1.3,-,0.1,0.4,-,-,Serie_A
Piotr Zielinski,0.5,0.5,0.3,-,0.3,0.4,0.1,-,Serie_A
Ciro Immobile,0.4,0.2,1.1,-,0.2,0.4,-,-,Serie_A
Franck Kessié,1.4,1.2,1.8,-,1.3,0.5,0.4,-,Serie_A
Cristian Romero,2,3.1,2.3,0.3,2.2,0.7,0.4,-,Serie_A
Giovanni Di Lorenzo,2.2,1,1.4,0.2,1.4,0.9,0.4,-,Serie_A
Josip Ilicic,0.3,0.1,0.8,-,-,0.6,-,-,Serie_A
Luis Alberto,1.3,0.4,0.6,-,0.3,1.7,0.1,-,Serie_A
Victor Osimhen,0.9,0.3,1.4,-,0.4,0.5,-,-,Serie_A
Manuel Locatelli,2.4,1.5,1.5,0.1,1.7,0.8,0.4,-,Serie_A
Andrea Ranocchia,1.6,1.5,1.6,0.3,2.4,0.1,0.4,-,Serie_A
Gianluca Pegolo,-,-,-,-,1,-,-,-,Serie_A
Duván Zapata,0.3,0.2,0.8,-,0.5,0.2,0.1,-,Serie_A
Diego Godín,2.1,2,1.1,0.7,4,0.5,0.9,-,Serie_A
Davide Calabria,3.2,1.2,1,0.1,2.2,1.1,0.3,1,Serie_A
Marcelo Brozovic,1.6,1.2,1,-,1.1,1.2,0.5,-,Serie_A
Danilo,1.8,1.9,0.7,0.2,1.8,0.9,0.4,-,Serie_A
Karlo Letica,-,-,-,-,2,-,-,-,Serie_A
Milan Badelj,1.9,2.9,1.1,-,1.4,1.9,0.3,-,Serie_A
Simon Kjaer,1.6,1.5,0.9,0.3,4.3,0.4,0.9,-,Serie_A
Paulo Dybala,0.7,0.1,0.5,-,0.1,0.6,-,-,Serie_A
João Pedro,0.4,0.4,1.2,0.1,0.7,0.7,0.2,-,Serie_A
Remo Freuler,1.9,1.1,1.1,0.1,0.7,1.3,0.1,-,Serie_A
Ignacio Pussetto,1.5,1.2,1.6,-,0.5,1,-,-,Serie_A
Ante Rebic,1,0.3,1.2,-,0.6,1.1,-,-,Serie_A
Fabián Ruiz,1.8,1.1,0.3,-,0.9,1.4,0.1,-,Serie_A
Leonardo Spinazzola,0.4,0.9,0.3,0.3,1,0.5,-,1,Serie_A
Achraf Hakimi,1.4,0.6,0.8,-,0.4,0.7,-,-,Serie_A
Marten de Roon,2.3,2,1.9,0.1,1.1,1.4,0.3,-,Serie_A
Hirving Lozano,0.9,0.6,1,-,0.2,0.8,-,-,Serie_A
Juraj Kucka,2.4,1,2.3,-,0.8,1.7,0.1,-,Serie_A
Fikayo Tomori,1.6,1.1,0.8,0.5,3.5,0.4,1.2,-,Serie_A
Nicolò Barella,1.6,0.7,1.2,-,0.3,1.4,0.1,-,Serie_A
Alex Sandro,1.4,1.2,1,0.1,2,0.5,0.2,1,Serie_A
Rodrigo Bentancur,1.9,1.4,1.4,-,1.2,1.2,0.4,-,Serie_A
Vlad Chiriches,1.6,2.1,1.3,1,2.3,0.6,0.9,1,Serie_A
Roberto Soriano,1.3,0.5,2,-,1.1,1.3,0.2,-,Serie_A
Marco Faraoni,1.9,1.4,1.4,0.1,2.2,0.8,0.5,-,Serie_A
Daniel Fuzato,-,-,-,-,0.4,-,-,-,Serie_A
Álvaro Morata,0.5,0.2,1.2,-,0.7,0.8,0.1,-,Serie_A
Andrea Consigli,0.1,-,0.1,-,0.7,-,-,-,Serie_A
Edin Dzeko,0.3,-,0.9,-,0.4,0.2,0.1,-,Serie_A
Berat Djimsiti,1.2,1.9,0.9,0.2,2.5,0.5,0.6,-,Serie_A
Omar Colley,1,2.3,1.2,1.2,4.6,0.3,1,-,Serie_A
Federico Dimarco,0.9,1.3,0.9,0.1,1.3,0.5,0.3,-,Serie_A
Dusan Vlahovic,0.4,0.1,1.4,-,0.4,0.3,0.1,-,Serie_A
Adrien Rabiot,2.1,1.3,1.3,-,0.8,0.9,0.3,-,Serie_A
Joaquín Correa,0.8,0.3,0.9,-,0.4,0.6,-,-,Serie_A
Milan Skriniar,1.5,0.9,1.1,0.2,2.7,0.3,0.6,-,Serie_A
Gianluca Mancini,1.6,2.2,2,0.9,2.2,0.5,0.6,-,Serie_A
Mattia Zaccagni,0.8,0.8,1,-,0.3,0.5,0.1,-,Serie_A
Stefan de Vrij,0.9,1.3,0.6,0.3,2.9,0.3,0.6,-,Serie_A
Dries Mertens,0.6,0.3,0.5,-,0.1,0.7,-,-,Serie_A
Morten Thorsby,2.3,0.8,2.2,0.1,0.8,1.2,0.5,-,Serie_A
Rafael Leão,0.4,0.1,0.9,-,0.4,0.3,-,-,Serie_A
Guglielmo Vicario,-,-,-,-,0.8,-,-,-,Serie_A
Simone Bastoni,2.3,0.7,1.6,0.2,1.3,1.1,-,-,Serie_A
Kalidou Koulibaly,1.4,1.1,1.1,0.7,2.2,0.5,1,-,Serie_A
Bremer,1.5,2.1,0.9,0.4,4.1,0.5,0.6,-,Serie_A
Ibañez,2,2.3,1.8,0.9,2.6,0.7,0.6,1,Serie_A
Alessandro Bastoni,1.1,1.2,1.2,0.2,2.2,0.3,0.5,-,Serie_A
Francesco Acerbi,1.6,2.4,1,0.3,3.6,0.7,0.5,-,Serie_A
Antonio Sanabria,0.6,0.4,1.2,-,0.6,0.5,-,-,Serie_A
Matteo Politano,0.6,0.4,0.4,-,0.5,1,-,-,Serie_A
Jeremie Boga,0.4,0.3,0.3,-,0.2,0.3,-,-,Serie_A
Hans Hateboer,1.3,0.8,0.9,0.1,0.4,0.5,-,-,Serie_A
Kevin Strootman,1.7,1.4,1.4,0.1,0.8,1,0.2,-,Serie_A
Wilfried Stephane Singo,1,1,1,0.1,1.3,0.6,0.1,-,Serie_A
Pietro Terracciano,-,-,-,-,0.5,-,-,-,Serie_A
Simone Edera,1.5,0.5,0.5,-,0.5,0.5,-,-,Serie_A
Gian Marco Ferrari,0.9,1.5,1.2,0.5,2.8,0.4,1.1,-,Serie_A
Ionut Radu,-,-,-,-,1,-,-,-,Serie_A
Alberto Paleari,-,-,-,-,1,-,-,-,Serie_A
Musa Barrow,0.7,0.3,0.4,-,0.3,0.4,0.1,-,Serie_A
Matthijs de Ligt,1.4,1.1,1.5,0.3,2.4,0.4,0.8,-,Serie_A
Nehuén Paz,1.5,1.8,0.5,0.5,2.7,0.2,0.3,-,Serie_A
Koray Günter,0.7,2.6,1.1,0.4,3.1,0.2,0.9,-,Serie_A
Franck Ribéry,0.8,0.1,1.2,-,-,0.8,0.1,-,Serie_A
Emil Audero,-,-,-,-,0.6,-,-,-,Serie_A
Elseid Hysaj,1.2,1.3,0.7,0.1,1.8,0.7,0.2,-,Serie_A
Marko Rog,2.9,1.4,2.4,-,0.9,1.5,0.4,-,Serie_A
Alessio Cragno,-,-,0.1,-,0.7,-,-,-,Serie_A
Gianluigi Donnarumma,-,-,-,-,0.9,-,-,-,Serie_A
Alexis Sánchez,0.5,0.2,0.6,-,-,0.4,-,-,Serie_A
M'Bala Nzola,0.5,0.1,2.2,-,0.8,0.1,-,-,Serie_A
Antonio Candreva,0.8,0.3,0.4,0.1,0.5,0.9,0.1,-,Serie_A
Cristián Zapata,1.5,1.3,0.5,0.3,4.7,0.3,0.9,-,Serie_A
Nikola Milenkovic,1.4,1.3,1.6,0.8,3.6,0.4,1,-,Serie_A
Mattia Perin,-,-,0.1,-,0.6,-,-,-,Serie_A
Razvan Marin,1.5,0.8,1.3,-,0.4,0.7,0.3,-,Serie_A
Léo Sena,1.4,0.7,0.4,-,0.2,0.9,0.3,-,Serie_A
Armando Izzo,1.2,2.1,1.7,0.3,2.4,0.8,0.4,-,Serie_A
Francesco Caputo,-,-,0.6,-,0.1,0.1,-,-,Serie_A
Diego Demme,2.3,0.5,1.4,-,0.6,1.7,-,-,Serie_A
Takehiro Tomiyasu,1.5,1.7,1,0.5,3.3,0.4,0.6,1,Serie_A
Bram Nuytinck,1.1,1.3,0.4,0.1,3.6,0.4,0.9,-,Serie_A
Davide Zappacosta,1.3,0.7,0.9,-,1.5,0.6,-,-,Serie_A
Tiemoué Bakayoko,2.2,1.1,1.1,-,0.3,0.5,0.1,-,Serie_A
Stefan Radu,1.4,1.5,0.6,0.2,2.3,0.5,0.5,-,Serie_A
Aaron Ramsey,1,0.3,0.9,-,0.3,0.8,0.1,-,Serie_A
Alessio Romagnoli,0.8,1.1,0.9,0.4,3.5,0.5,1,-,Serie_A
Cristian Ansaldi,1.5,0.5,0.8,0.2,1,0.5,0.2,-,Serie_A
Gianluigi Buffon,-,-,-,-,0.8,-,-,-,Serie_A
David Ospina,-,-,0.1,-,0.8,-,-,-,Serie_A
Radja Nainggolan,1.9,0.7,1,-,0.7,0.7,-,-,Serie_A
Gianluca Caprari,0.5,0.6,0.8,-,0.2,0.8,-,-,Serie_A
Yildirim Mert Çetin,1.3,2.3,1,0.2,2.2,0.7,1,-,Serie_A
Simy,0.2,0.2,1.3,-,1.3,0.5,0.1,-,Serie_A
José Luis Palomino,1.9,2.2,1.3,0.3,1.5,0.7,0.4,-,Serie_A
Hernani,1.5,0.9,1.5,-,1.1,1.1,0.1,-,Serie_A
Wojciech Szczesny,-,0.1,-,-,0.7,-,-,-,Serie_A
Bartosz Bereszynski,2.1,1.4,0.9,0.3,2.2,1,0.6,-,Serie_A
Diogo Dalot,1.5,1.2,1.2,-,1.8,0.8,0.2,-,Serie_A
Nahitan Nández,1.8,0.7,1.3,0.1,1.5,1.3,0.1,-,Serie_A
Riccardo Orsolini,1.1,0.3,0.6,-,0.6,0.7,0.1,-,Serie_A
Filip Djuricic,1,0.3,1.6,-,0.4,0.6,0.1,-,Serie_A
Fabio Quagliarella,0.4,0.2,0.8,-,0.3,0.5,-,-,Serie_A
Ismaël Bennacer,1.9,1,1,-,0.6,0.8,-,-,Serie_A
Giacomo Bonaventura,1,1.1,1.1,-,0.3,1.1,0.1,-,Serie_A
Merih Demiral,0.8,1.4,0.7,0.2,2.6,0.5,0.6,-,Serie_A
Lukasz Skorupski,-,-,-,-,1.2,0.1,-,-,Serie_A
Rodrigo Palacio,0.4,0.2,1.1,-,0.8,0.4,-,-,Serie_A
Mattia Bani,0.9,2.5,1.2,0.7,3.5,0.6,1,-,Serie_A
Giangiacomo Magnani,1,1.8,1.8,0.2,4,0.3,0.6,1,Serie_A
Yordan Osorio,1,2.3,0.7,0.6,3.2,0.7,0.8,-,Serie_A
Gastón Brugman,1.3,1.7,1,-,1.2,1.3,0.2,-,Serie_A
Gian Marco Crespi,-,-,-,-,-,-,-,-,Serie_A
