Name,Tackles,Inter,Fouls,Offsides,Clear,Drb,Blocks,OwnG
Andy Winter,0.8,0.2,0.4,-,0.6,0.6,0.1,-
Ross Doohan,-,-,-,-,0.8,-,-,-
Sam Foley,1,-,-,-,-,-,1,-
Scott Tiffoney,0.3,0.1,0.9,-,0.1,0.3,-,-
Aymen Souda,1.5,-,1,-,-,1,-,-
Ryan Shanley,-,-,-,-,-,-,-,-
Shay Logan,0.7,0.3,0.3,0.1,0.9,0.2,0.2,-
Jordan White,0.2,0.1,0.9,-,0.4,0.1,0.1,-
Zander Clark,-,-,-,-,0.9,-,-,-
Max Johnston,1,1,0.5,-,2.5,-,-,-
Regan Charles-Cook,0.6,0.3,1.5,-,0.3,0.1,0.2,-
George Oakley,0.5,-,1.8,0.3,0.8,-,-,-
Brandon Mason,1.4,0.7,1.1,-,1,0.9,-,-
Ronald Hernández,-,0.3,0.5,0.5,0.8,0.3,-,-
Ross MacIver,-,1,-,-,1,-,-,-
Jermaine Hylton,0.4,0.8,0.2,-,-,0.2,-,-
Tunde Owolabi,0.4,-,1.9,-,-,0.4,-,-
Miko Virtanen,-,-,-,-,-,-,-,-
Calvin Ramsey,0.3,-,-,-,0.3,0.8,0.3,-
Alan Lithgow,0.5,0.5,-,-,0.5,0.5,-,-
Dean Cornelius,-,-,1,-,-,-,-,-
Ciaran McKenna,-,-,-,-,3,-,-,-
Jake Hastie,0.5,0.1,0.5,-,0.2,0.3,-,-
John Robertson,0.2,-,-,-,-,0.6,-,-
Ewan Henderson,-,0.5,0.5,-,0.5,1,-,-
Declan Glass,-,-,1,-,-,-,-,-
Leon Thomson King,-,-,-,-,-,-,-,-
Michael Ruth,-,-,1,-,-,-,-,-
Isaac Olaofe,-,-,0.5,-,-,0.5,-,-
Tomas Brindley,-,-,-,-,1,-,-,-
Steven Lawless,0.3,0.3,1,-,-,0.3,-,-
Charlie Gilmour,0.5,0.5,-,-,0.5,-,0.5,-
Armstrong Okoflex,-,-,-,-,-,1,-,-
Dylan Reid,-,-,-,-,-,-,-,-
Kerr Smith,-,-,-,-,-,-,-,-
Ethan Ross,-,-,-,-,-,-,-,-
Alexander Ferguson,1,-,-,-,-,-,-,-
Lewis Jamieson,-,-,-,-,-,-,-,-
Darren Watson,-,-,-,-,-,-,-,-
Carlo Pignatiello,-,-,-,-,-,-,-,-
Brandon Pierrick,0.7,0.7,0.7,-,-,0.3,-,-
Ryan Duncan,-,-,-,-,-,-,-,-
Bruce Anderson,-,0.2,0.2,-,-,-,-,-
Kieran Ngwenya,-,0.5,-,-,1,-,-,-
Salim Kouider-Aissa,-,-,0.3,-,-,0.3,0.3,-
Robby McCrorie,-,-,-,-,0.8,-,-,-
Matthew Wright,-,-,-,-,-,-,-,-
Kai Fotheringham,1,-,3,-,1,-,-,-
Cameron Harper,1,-,2,-,-,-,-,-
Deniz Mehmet,-,-,-,-,0.5,-,-,-
George Edmundson,1,-,1,-,-,1,-,1
Jake Eastwood,-,-,-,-,-,1,-,-
