Name,KeyP,AvgP,Crosses,LongB,ThrB
Stephen Dooley,0.5,23.6,0.1,0.7,-
Stuart O'Keefe,0.2,16.8,-,1,-
Macauley Bonne,1.3,25,-,0.7,-
Luke McCormick,-,1,-,0.5,-
Jonny Smith,0.8,18.6,0.4,0.9,-
Robbie Gotts,0.4,24.4,-,1,-
Jamie Hanson,0.3,19.8,0.1,1.7,-
Bryn Morris,0.1,28.7,-,1.8,-
Jerome Opoku,0.2,31.7,-,1.3,-
Josh McEachran,0.3,50.1,0.1,2.6,-
George Lapslie,-,7,-,1.5,-
Ethan Robson,0.5,25.2,0.2,2.4,-
Leon Clarke,0.3,17.3,-,0.4,-
Byron Moore,0.5,18.6,0.3,1.1,-
Mark Duffy,0.7,23.2,0.4,1.4,-
Frazer Blake-Tracy,0.6,24.2,0.1,1.7,-
David Tutonda,0.5,16.2,0.3,1,0.1
Haydon Roberts,0.2,44.7,-,3.5,-
Scott High,0.7,25.8,0.1,2.4,-
Harry Burgoyne,-,23.2,-,6.2,-
Branden Horton,0.2,33.1,0.2,1.7,-
Daniel Crowley,0.5,17.2,0.2,0.9,-
Ryan Broom,0.3,6.6,0.1,0.2,-
Ethan Chislett,0.5,12.6,0.1,0.4,-
Daniel Powell,0.3,12.1,0.1,0.3,-
David Morgan,0.4,23.5,0.1,1.2,-
Jacob Mellis,-,17.3,-,0.1,-
Jay Matete,0.1,14.7,-,0.6,-
Elliot Embleton,0.6,23.2,0.4,0.9,-
Conor Grant,0.7,23.1,-,0.7,-
Josh Morris,0.7,13,0.9,0.4,-
Marcus Maddison,0.5,12.5,0.3,1.5,0.1
Ryan Cassidy,0.3,7.2,0.1,0.1,-
Charlie Barker,1,30,0.7,3,-
Ryan Rydel,0.3,16.6,0.3,1.6,-
David Edwards,0.2,10.1,-,0.5,-
Stephen Walker,0.2,11.4,0.1,0.2,-
Jordan Stevens,0.3,16.4,0.2,1,-
Ben Fox,0.3,33.1,0.1,2.7,-
Scott Wootton,0.3,38.8,-,2.6,-
Erhun Oztumer,1,19.5,0.5,1,-
Jason Cummings,0.6,18.6,0.1,1.5,0.1
George Byers,0.4,19.9,0.1,0.4,0.1
Ricky Holmes,0.6,9.6,0.8,0.6,-
Ricky Korboa,0.3,10.1,0.1,0.2,-
Lee Nicholls,-,50.6,-,7.7,-
Mohamed Eisa,0.3,5.7,-,0.3,-
James Daly,0.3,5.2,0.1,0.2,-
Anthony Greaves,0.4,25.2,-,1.4,-
Chris Lines,-,9,-,0.8,-
Sam Walker,0.1,30.1,-,8.8,-
Alexander Jones,0.2,6.3,-,-,-
Luka Racic,0.3,15.8,-,1.3,-
James Scott,0.2,5.3,-,0.4,-
Haji Mnoga,-,10.2,-,-,-
Harry Perritt,-,5.5,-,0.5,-
Aaron Drinan,0.5,8.3,0.1,0.1,-
Robert Hall,0.4,3.7,0.4,0.1,0.1
Daniel Kemp,0.3,9.5,0.3,0.9,-
Indiana Vassilev,0.5,11.4,0.4,0.3,-
Rob Hunt,0.4,26.4,0.3,1.4,-
Ali Koiki,0.3,8.2,0.5,0.2,-
Joe Hilton,-,23,-,5,-
Joel Grant,0.3,13.9,0.1,0.9,-
Ben Liddle,1,15.3,0.3,0.7,-
Daniel Fox,-,50.5,-,3.5,-
Freddie Sears,0.2,12.4,0.2,0.5,0.1
Luke Thomas,0.4,12.8,0.2,1.2,-
Daniel Batty,0.2,17.7,-,1.5,-
Ricky-Jade Jones,0.1,2.1,0.1,0.2,0.1
Ciaran Gilligan,0.4,19.8,0.1,1.1,-
George Dobson,0.4,36.8,-,2.6,-
Harvey Saunders,0.1,3.4,-,-,-
Zach Clough,0.3,8.1,0.1,0.5,-
Ryan Barnett,0.4,9.3,0.6,0.7,-
Ben Reeves,0.5,16.5,0.4,1.9,-
Jack Roles,-,25,-,3,-
Stephen Walker,0.2,6,0.2,0.6,0.1
Ryan Sears,0.2,10,-,0.2,-
Niall Ennis,0.6,11.6,0.2,0.6,-
Ezekiel Fryers,-,46.2,-,6.7,-
John Mousinho,-,9.7,-,0.4,-
Ben Woodburn,0.3,11.8,-,1.2,-
Sam Woods,-,30.3,-,1.9,-
Shilow Tracey,0.1,6.5,0.1,0.3,-
Ryan Broom,0.6,11.1,0.5,0.3,-
Travis Johnson,0.4,36,0.3,2.1,-
Caleb Chukwuemeka,0.3,6.6,-,0.2,-
Neal Eardley,0.6,41.2,0.8,4.2,-
Jayden Mitchell-Lawson,0.2,9.2,-,0.2,-
Kayden Jackson,0.7,8.6,0.1,0.2,0.1
Bez Lubala,0.2,9.5,0.2,0.2,-
Jordan Michael Flores,-,4.3,-,-,-
Jojo Wollacott,-,27.5,-,7.5,-
Matthew Smith,0.1,15,-,0.9,-
Jay Bird,-,4.5,-,-,-
Shayden Morris,0.4,5.4,0.2,-,-
Steven Lawless,0.8,16.8,0.4,0.7,-
Rekeil Pyke,0.1,7,-,0.2,-
Cole Skuse,-,15.5,-,1.8,-
Zak Elbouzedi,-,1.5,-,-,-
Max Sanders,0.4,20,-,2,-
Zain Walker,0.5,7.4,0.2,0.2,-
Finley Craske,-,6,-,1,-
Lirak Hasani,-,5.5,-,0.5,-
William Grigg,0.6,7.8,-,-,0.1
Charlie Brown,0.2,5.2,0.1,0.1,-
Max Melbourne,-,7.5,-,0.3,-
Leon Chambers-Parillon,-,2.3,-,-,-
Henry Woods,-,3.8,-,0.5,-
Thomas Mayer,0.5,9.8,0.2,0.3,-
Dominic Telford,0.3,3.2,-,-,-
Trae Coyle,0.2,3.1,0.1,0.1,-
Martin Samuelsen,-,3.4,-,0.4,-
Josh Harrop,0.3,11.5,0.1,0.3,-
Nathan Sheron,-,20,-,-,-
Tolaji Bola,0.5,29,0.6,1.6,-
Taylor Curran,0.2,23.2,-,2.5,-
Harrison Biggins,0.1,14.4,-,1.1,-
Danny Graham,0.1,6.3,-,0.3,-
Theo Archibald,0.3,5.6,-,-,-
Tyreke Johnson,-,3.1,0.1,0.1,-
Callum Jones,-,-,-,-,-
Regan Griffiths,-,5.5,-,1,-
Oliver Crankshaw,0.3,5.6,0.2,0.1,-
Sam Nombe,0.5,6.3,-,0.3,-
Charlie Caton,0.3,5.7,-,0.7,-
Joe Martin,0.7,16.2,0.2,1.8,-
Oliver Sarkic,0.2,9.2,-,0.6,-
Adler Nascimento,-,3,-,-,-
Cameron Hargreaves,0.3,7.6,0.1,0.2,-
Ryan Law,0.8,36.3,1,1.8,-
Simon Eastwood,-,23.9,-,5.8,-
Fabio Tavares,0.1,1.7,-,-,-
Shayon Harrison,1,1,-,-,-
Ronnie Schwartz,0.3,2.3,-,0.1,0.1
Bradley Holmes,0.2,4.6,-,-,-
Jordy Hiwula-Mayifuila,0.3,3.6,-,-,-
John Freeman,-,2.8,-,0.3,-
Paul Osew,0.1,2.9,-,-,-
Benny Ashley-Seal,0.3,4.1,0.1,0.2,-
Josh Lundstram,0.3,6.3,-,0.5,-
Tom Hewlett,-,1,-,-,-
Ed Williams,0.3,4.8,0.1,0.1,-
Klaidi Lolos,0.3,3.9,0.1,-,-
Josh Barrett,0.2,11.6,0.1,1.3,-
Harry McHugh,-,2,-,-,-
Nathan Shaw,-,9,-,-,-
Lewis Mansell,0.5,6,-,-,-
Harrison Hopper,-,2,-,-,-
Joe Grayson,0.3,7.8,0.3,0.3,-
Joe Nuttall,-,4,-,-,-
Tom Scully,-,4.7,-,-,-
Corey Whelan,-,13.1,-,2,-
Jamie Soule,-,4,-,-,-
Ollie Tomlinson,-,15.5,-,-,-
Max Dyche,-,12.5,-,0.5,-
Billy Chadwick,-,3,-,-,-
Matty Willock,0.3,3.5,0.1,-,-
Daniel Neil,-,3.5,-,-,-
James Morton,-,4,-,1,-
Liam Cross,-,1,-,-,-
Sean McLoughlin,-,0.3,-,-,-
Tyreece Simpson,1,4,-,-,-
Connal Trueman,-,27.3,-,7.3,-
Charlie Jolley,-,1,-,-,-
Gary Roberts,-,6.5,-,-,-
Adam Roscrow,-,1.3,-,-,-
Tyrese Omotoye,0.1,4,-,0.1,-
Thomas Mehew,-,8,-,1,-
Lewis Johnson,-,3.3,-,-,-
Zach Robinson,-,1.8,-,-,-
Thomas Allan,-,3.5,-,0.3,-
Gerald Sithole,-,1,-,-,-
Jack Vale,-,3,-,-,-
Timmy Abraham,0.3,3,-,-,-
Offrande Zanzala,-,2.8,-,-,-
Luke Varney,-,2.5,-,-,-
Harry Parsons,-,-,-,-,-
Barry Baggley,-,7,-,-,-
Morgan Roberts,-,0.5,-,-,-
Mitchell Curry,-,1,-,-,-
Charlie O'Connell,-,7,-,-,-
Kyle Barker,-,4,-,-,-
Brooklyn Ilunga,-,3,-,-,-
Derick Osei Yaw,-,5.3,-,0.7,-
Ethan Brierley,-,11.2,-,0.6,-
Jack Davies,-,18,-,1,-
Rhys-James Fenlon,-,4,-,-,-
Will Blackmore,-,3,-,-,-
Reece Hutchinson,-,-,-,-,-
Harry Wood,-,4,-,-,-
Joe Fryer,-,26.5,-,4.5,-
Owen Evans,-,21,-,6,-
Dillon Barnes,-,28,-,13,-
