Name,KeyP,AvgP,Crosses,LongB,ThrB
Jayden Richardson,0.6,13.9,0.1,0.4,-
Emile Acquah,0.3,9,-,0.1,-
Scott Burgess,0.5,24.7,0.3,1.3,-
Jake Taylor,0.4,17,-,0.7,-
George Boyd,0.2,6.8,0.2,0.2,-
Connor Kirby,0.1,24.4,0.1,1.3,-
Will Swan,0.3,6.8,-,-,-
Jake Taylor,0.7,22.5,0.2,1.7,0.3
Kevin Ellison,0.2,4.3,0.2,0.1,-
Dior Angus,0.4,8.9,-,0.1,-
Saikou Janneh,1,10.8,0.1,0.3,-
Tristan Abrahams,0.5,8.6,0.2,0.2,-
Liam McAlinden,0.3,4.6,0.1,0.1,-
Femi Akinwande,0.9,7.6,0.1,0.4,-
Jay Williams,0.1,16.9,-,0.9,-
Owen Windsor,-,10,1,1,-
Matt Rush,0.3,6.1,-,0.4,-
Taylor Charters,0.1,6.6,-,-,-
Jak Hickman,0.8,18.5,1,0.8,-
Teddy Howe,-,21.5,0.1,1.7,-
Dylan Mottley-Henry,0.6,10.6,0.6,0.1,-
Jamie Mascoll,0.3,8.1,0.1,0.4,-
Danny Walker-Rice,1,10,-,-,-
Jack Nolan,1.1,5.8,1.3,0.2,-
Scott Wilson,-,22.4,-,2,-
Oliver Banks,0.1,35.7,0.2,3.3,-
Alfie Bates,0.4,22.9,0.5,2.4,-
James Tilley,0.1,11.6,-,0.4,-
Nathan Ferguson,0.3,22.9,-,1.6,-
Keaton Ward,0.1,14.4,-,1.6,-
Aidan Stone,-,25.8,-,6.2,-
Shaun Miller,0.4,3.4,0.1,0.2,-
Yoan Zouma,-,41.5,-,4,-
Miquel Scarlett,-,25,-,1.3,-
Jake Scrimshaw,0.1,4.9,-,0.1,-
Dominic Telford,0.4,5.7,0.1,0.1,-
Inih Effiong,0.3,9.9,-,0.3,-
Jack Rose,-,28.5,-,6.3,-
Alex Fisher,-,5.3,-,-,-
Tom Sang,0.3,15.8,0.1,0.6,-
Jordan Hallam,0.2,4,0.1,-,-
David Nugent,0.5,9.7,0.1,0.4,-
Sid Nelson,0.1,27.6,0.1,1.7,-
Montel Gibson,0.5,11.9,0.1,0.3,-
Morgan Ferrier,0.7,8.4,0.4,-,-
Tom Pugh,-,5,-,-,-
Jake Scrimshaw,0.3,6.6,0.1,-,-
Nicky Ajose,0.3,6.8,0.3,0.5,-
Bruno Andrade,0.4,10.3,0.2,0.4,-
Theo Robinson,0.3,8.9,0.1,0.2,-
Jake Turner,-,29.8,-,7.8,-
Bright Amoateng,-,2,1,-,-
Joe Ledley,0.3,17.5,-,1.3,-
Paris Cowan-Hall,0.1,5.5,0.2,0.2,-
Danny Guthrie,0.7,33.2,0.7,3.2,-
Ruel Sotiriou,0.7,9.9,-,0.1,-
Danny Whitehead,0.3,19.5,0.1,1.3,-
Nya Kirby,0.2,10.3,0.2,0.5,-
Leon Davies,0.5,9,0.3,0.4,-
Mackenzie Chapman,-,13,-,7,-
Nile Ranger,-,3,-,-,-
Jack Roles,0.5,11.5,0.5,0.5,-
Jack Hindle,-,5.5,-,-,-
Stefan Payne,0.2,13,-,0.2,-
Mark Cullen,0.3,11,-,0.2,-
Jayden Reid,-,4,-,-,-
Josh Wright,0.6,20.8,0.2,0.7,-
Tom Walker,0.1,4.6,-,-,-
Zeli Ismail,-,8.3,-,0.3,-
Matt Stevens,0.2,4.9,0.1,0.1,-
Sam Ashford,0.1,8.3,0.1,0.1,-
Jaden Charles,0.5,6,-,-,-
Josh Dixon,-,5.5,-,-,-
Ben Seymour,0.1,4.8,-,-,-
Ira Jackson Jr,0.2,7.2,-,0.1,-
Reuben Reid,0.5,6.3,0.1,-,0.1
Aaron Jarvis,0.2,8.2,-,0.1,-
Jordan Thomas,-,29,1,-,-
Michael Klass,-,3.5,-,0.5,-
Davide Rodari,-,4.4,-,0.2,-
Serhat Tasdemir,0.1,9.6,-,0.4,-
Jayden Reid,0.5,6,-,0.2,-
Brandon Comley,0.4,33.3,-,1.2,-
Joshua Bohui,0.2,3.6,0.1,0.1,-
Tyrone Marsh,0.6,11.8,0.1,0.5,-
Luke Armstrong,0.5,8.8,-,-,-
Tarryn Allarakhia,0.3,15.2,0.2,0.7,-
Ben Pringle,0.8,14.5,0.6,0.5,-
Sean Scannell,0.1,11.8,0.2,0.5,-
Mace Goodridge,-,21,-,2.5,-
Brandon Goodship,0.5,14.3,-,0.8,-
Alex Denny,-,7.2,-,0.5,-
Isaac Hutchinson,0.4,9.1,0.2,0.5,-
Alfie Williams,-,3,1,-,-
Aramide Oteh,0.3,5.6,0.1,-,-
Ashley Baker,-,9.3,-,0.8,-
Kazaiah Sterling,0.4,7.5,-,0.1,-
Dimitri Sea,0.1,3.3,-,-,-
Joe Bunney,0.6,28.4,1,2.6,-
Kian Scales,0.2,7.9,-,0.2,-
Jake Burton,0.5,3.5,-,-,-
Sam Smith,-,15.4,-,0.2,-
Virgil Gomis,0.2,9.6,-,0.4,-
Ethan Walker,0.6,8.5,0.2,0.2,-
Marcus Maddison,0.4,10.5,0.5,0.8,-
Junior Tchamadeu,0.2,23,0.1,2.1,-
Emmanuel Dieseruvwe,-,5.4,-,0.1,-
Gavin Reilly,0.1,3.6,0.1,0.2,-
James Dayton,0.3,6.5,0.3,0.3,-
Billy Crellin,-,33.1,-,6.8,-
Jordan Stevens,0.2,4.4,0.1,-,-
Harry Phillips,1,13,-,-,-
Martin Smith,0.3,14.8,-,1.5,-
Marcus Barnes,0.1,3.6,-,0.1,-
Mitchell Roberts,-,24,0.3,0.8,-
Josh Andrews,0.3,2.3,-,-,-
Matthew Foulds,-,11.7,-,1,-
Luis Adlard,0.7,3.3,-,0.3,-
Harry Vaughan,0.2,3.7,-,-,0.2
Zak Elbouzedi,0.4,6.7,0.1,0.2,-
Oliver Sarkic,0.3,2.5,0.3,0.3,-
Louis Boyd,1,4,-,-,-
Luke Hallett,-,7,-,-,-
Harry McKirdy,0.4,8,-,0.3,-
Indiana Vassilev,-,4.7,-,0.2,-
Stefan Payne,-,3.3,-,-,-
Charlie Kelman,0.7,12.3,-,-,-
Eren Kinali,-,5,-,-,-
Harvey Sayer,-,2.8,-,-,-
Jack Evans,0.5,4.5,-,0.5,-
Austin Samuels,0.1,7.6,-,0.4,-
Mustapha Olagunju,-,4.3,-,0.3,-
Sammie McLeod,-,-,-,-,-
Shawn McCoulsky,-,2.5,-,-,-
Louis Walsh,-,10.4,-,-,-
Alex Addai,0.1,3.9,0.1,0.1,-
Derick Osei Yaw,0.1,3.6,-,-,-
Joseph Starbuck,0.2,5.7,-,0.5,-
Alhagi Sisay,-,1,-,1,-
Jacob Mellis,0.7,5,0.3,0.3,-
Jayden Sweeney,-,8,-,-,-
Tristan Abrahams,0.1,4.1,0.1,0.1,-
Ronan Darcy,-,11.1,0.4,0.4,-
Harry Kite,0.3,11.3,-,-,-
Jahmal Hector-Ingram,-,3,-,-,-
Oliver Coker,-,3,-,-,-
Junior Luamba,-,8.5,-,-,-
Harry Jessop,-,2.3,-,-,-
Billy Cracknell,-,-,-,-,-
Jackson Longridge,-,-,-,-,-
Joe Willis,-,2.5,-,-,-
Joey Jones,-,-,-,-,-
Lewis Bell,-,-,-,-,-
Marley Marshall,-,-,-,-,-
Thomas Stagg,-,-,-,-,-
Micah Obiero,0.3,3.8,-,-,-
Connor Malley,0.3,0.7,-,-,-
Cedwyn Scott,-,2.3,-,-,-
Charlie Jolley,-,2.5,-,-,-
Jordan Dyer,-,2,-,-,-
Olufela Olomola,-,1.6,-,-,-
Mikael Ndjoli,-,1.5,-,-,-
Jorge Sikora,-,43,-,5,-
Lewis Butroid,-,-,-,-,-
Rob Howard,-,4.5,-,-,-
Matt Young,-,3,-,1,-
Kenny Coker,-,3,-,-,-
Scott Flinders,-,26,-,8,-
Andrew Dallas,-,2,-,-,-
Daniel Bramall,0.3,7.7,-,-,-
Rumarn Burrell,-,0.5,-,-,-
Callum Gribbin,-,7,-,-,-
Jake Wright,-,5.5,-,-,-
Will Sutton,-,27,-,1,-
Kenan Dunnwald-Turan,0.4,8.2,-,-,-
Finlay Hurford-Lockett,-,4,-,-,-
Sam Russell,-,33.4,-,10.4,-
Ricardo German,0.3,5.8,-,-,-
Lewis Gard,-,13.3,-,0.7,-
Mark Wright,-,13,-,2,-
Bilel Mohsni,1,6,-,-,-
Isaac Hutchinson,-,55,0.5,1.5,-
Alistair Smith,-,2,-,-,-
Aaron O'Driscoll,-,11.3,-,0.3,-
