Name,KeyP,AvgP,Crosses,LongB,ThrB
Kasey Palmer,0.7,11,-,0.3,-
Lee Gregory,0.5,12.3,0.3,-,-
Marko Marosi,-,31.1,-,6.7,-
Shane Long,-,8,-,0.1,-
Alex Scott,0.3,19.3,0.3,0.3,-
Jaidon Anthony,0.2,8.2,0.2,0.2,-
Josh Tymon,0.5,20.7,0.5,0.6,-
Josh Pask,0.1,12.9,-,0.8,-
Mike te Wierik,-,40.8,-,1,-
Harry Chapman,1,7.2,0.2,0.4,-
Bradley Dack,0.5,19,0.1,0.4,-
Ashley Fletcher,0.3,8.9,-,0.1,-
Emil Riis Jakobsen,0.4,9.1,-,0.2,-
Scott Hogan,0.5,10.6,0.1,0.2,-
Harry Arter,0.7,26.3,0.5,1.8,-
Lewis Wing,0.3,9.8,0.3,0.7,-
Marc Navarro,0.3,14.3,0.3,0.8,-
Jón Dadi Bödvarsson,0.2,9.8,0.1,-,-
Jasper Moon,-,6.7,-,0.7,-
Rabbi Matondo,0.4,10.1,0.4,0.2,-
Jayson Molumby,0.3,17.8,0.1,0.5,-
Nathan Baker,0.7,24,-,1.3,-
Troy Parrott,0.5,14.9,0.1,0.7,-
Joshua King,0.7,14.7,-,0.3,-
Marcus Forss,0.2,4.1,-,0.1,-
Nnamdi Ofoborh,0.3,11.1,0.1,0.3,-
Jan Zamburek,0.3,4.8,-,0.7,0.2
Adama Diakhaby,0.5,12.7,0.2,0.5,-
Fisayo Dele-Bashiru,0.1,6.5,0.1,-,-
Britt Assombalonga,0.2,7.3,-,0.1,-
Andre Gray,0.4,7.1,-,0.2,-
Tom Bayliss,0.1,9.6,0.2,0.7,-
Luke Thomas,0.4,11.5,0.1,0.1,-
Jordan Hugill,0.2,3.7,-,-,-
Adam Idah,0.4,5,0.1,0.1,-
Lewis Gibson,0.2,32.1,0.1,2.5,-
Sam Vokes,0.1,7.5,-,0.2,-
Marcus Bettinelli,-,31.2,-,8.2,-
Rodrigo Riquelme,0.4,10.7,0.1,0.2,0.1
Danny Ward,0.5,8.3,-,0.1,-
Mads Bidstrup,0.2,13.2,-,0.2,-
Danny Simpson,0.3,31,-,2.5,-
Joseph Hungbo,0.4,6.4,-,0.4,-
Dominik Frieser,0.6,10.7,0.2,0.3,-
Mickel Miller,0.4,14.1,0.2,0.6,-
Jiri Skalak,-,4.3,0.7,0.3,-
Bali Mumba,0.3,16.8,-,0.3,-
Jamie Allen,0.6,19.6,0.4,0.8,-
Liam Cullen,0.2,8.4,0.1,0.4,-
Kieran Sadlier,0.2,6.7,0.3,0.4,-
George Thomas,0.4,9.4,0.1,0.2,0.1
Kyle Vassell,0.4,8.3,0.2,0.1,-
Jonathan Leko,0.4,8.4,0.1,0.4,-
Duane Holmes,0.4,16.1,0.1,0.6,-
Patrick Roberts,1,11.4,-,0.2,-
Lyle Taylor,0.5,9.6,0.1,0.4,-
Macauley Bonne,0.3,7.6,-,0.1,-
Fouad Bachirou,-,9,-,1,-
Alexander Tettey,0.1,17.1,0.1,0.5,0.1
Nick Freeman,0.1,20,0.3,0.7,-
Rekeem Harper,0.1,18.4,-,1.8,-
Morgan Whittaker,0.1,6.7,0.1,0.3,-
Stipe Perica,0.2,3.6,-,0.1,-
Tommy Conway,-,9,-,-,-
Elliott Bennett,0.1,11.6,0.1,0.9,-
Scott Kashket,0.4,6.9,0.1,0.1,-
Louie Sibley,0.2,7,0.1,0.3,-
Tom Ince,0.4,11.9,-,-,-
Billy Jones,-,12,-,0.8,-
Tom Ince,0.1,9.7,0.3,0.6,-
Dominic Thompson,-,28.8,-,2,-
Kornell MacDonald,0.1,11.6,-,0.3,-
Hayden Carter,-,6,-,1,-
Hayden Muller,-,10,-,0.5,-
Nico Gordon,-,20.5,-,1,-
Beni Baningime,0.5,20,-,0.5,-
Kaide Gordon,-,-,-,-,-
Shane Ferguson,0.2,6.3,0.3,0.2,-
Jack Marriott,0.3,7.8,-,-,-
Patrick Jones,-,9,-,-,-
Sam Pearson,0.2,11.8,-,-,-
Joe Wildsmith,-,30.2,-,7.2,-
Victor Adeboyejo,0.2,8.2,-,0.2,-
Alex Pritchard,0.7,15.9,0.3,0.7,-
Adam Clayton,0.2,30.7,0.1,3.7,-
Glenn Murray,-,3,-,-,-
Demeaco Duhaney,0.1,20.2,0.1,0.3,-
Morgan Whittaker,0.2,8.4,0.1,0.2,-
Paul Smyth,-,1,0.3,0.3,-
Andre Green,0.5,5,0.1,-,-
Sam Baldock,0.5,5.3,0.1,-,0.1
Tashan Oakley-Boothe,0.3,10.6,0.1,0.1,-
Miguel Ángel Guerrero,0.7,12.7,-,0.6,-
Aynsley Pears,-,32,-,5,-
Matt Bloomfield,0.1,8.3,0.1,0.3,-
Florian Jozefzoon,0.3,6.7,0.5,-,-
Viktor Gyökeres,0.1,8.7,-,-,-
George Hirst,0.1,4.6,-,-,-
Billy Bodin,-,9.8,-,0.3,-
Saïd Benrahma,1,7.5,-,1,-
Lee Tomlin,-,14.2,-,0.8,-
Faysal Bettache,-,9.2,0.2,0.8,-
Max Watters,0.3,4,-,-,-
Finley Stevens,-,3,0.5,-,-
Jonathan Williams,0.3,6.1,-,-,-
Onel Hernández,0.4,8,0.1,0.3,-
Hayden Coulson,0.3,8,0.1,0.1,-
Opi Edwards,0.3,4.3,-,0.3,-
Sorba Thomas,0.3,5.6,0.3,-,-
Daniel Phillips,0.5,6,0.5,-,-
Wayne Routledge,0.3,10.2,0.2,0.3,-
Amadou Bakayoko,0.2,6.2,-,0.1,-
Kieran Phillips,0.2,2.4,-,-,-
Dejan Tetek,0.4,9,-,0.7,-
Rubin Colwill,0.2,7.7,-,-,0.2
George Miller,-,3.4,-,-,-
Scott High,0.2,10.4,0.1,0.5,-
Christian Norton,0.2,4.3,0.2,-,-
Sam Folarin,-,6,-,-,-
Gavin Whyte,0.1,3.7,0.1,-,-
Ajani Burchall,-,2,-,-,-
Sol Bamba,-,1.3,-,0.3,-
Patrick Schmidt,0.3,6.8,-,-,-
Daniel Crowley,0.3,17,-,1.7,-
Jack Stretton,-,1,-,-,-
Jordan Lawrence-Gabriel,-,30,-,2,-
Stephen Duke-McKenna,-,2,-,-,-
Darius Charles,0.2,22.4,-,1.6,-
Charlie Kelman,0.1,3.1,-,-,-
Tyler Burey,0.2,2.8,0.1,0.1,-
Will Bapaga,-,4,-,-,-
Sam Bell,0.3,2.8,-,0.3,-
Louie Watson,-,11.1,-,0.6,-
Sam Cosgrove,0.2,5.1,0.1,0.1,-
Jack Marriott,0.2,5.2,0.1,0.4,-
Liam Kitching,-,3.5,-,-,-
Jordan Zemura,-,1.5,-,-,-
Matty Daly,-,3.6,-,-,-
Daniel Butterworth,-,11,-,-,-
Jordon Ibe,-,2,-,-,-
Alex Samuel,0.1,4,0.1,-,-
Jordan Garrick,0.3,3.3,-,-,-
Danny Hylton,0.1,6.8,-,0.1,-
Jahmal Hector-Ingram,-,1.4,-,-,-
Brandon Cooper,-,-,-,-,-
Femi Azeez,-,1,-,-,-
Gavin Kilkenny,-,4,-,-,-
Hayden Hackney,-,-,-,-,-
Jayden Mitchell-Lawson,-,-,-,-,-
Nnamdi Ofoborh,-,1.7,-,-,-
Oliver Cooper,-,5.3,-,-,-
Reece McAlear,-,1,-,-,-
Tennai Watson,-,3,-,-,-
Ignacio Pussetto,-,2,-,-,-
Jack Robinson,-,2,-,-,-
Ryan Stirk,0.5,34,-,3.5,-
Tyrese Omotoye,-,0.7,-,-,-
Sam Nombe,0.1,2.5,-,-,-
Saikou Janneh,0.3,3.3,-,-,-
Will Swan,-,0.5,-,-,-
Alex Hunt,0.3,9.7,-,0.3,-
Amari Miller,0.4,5,-,0.2,-
Wesley Jobello,-,2.3,-,-,-
Marley Watkins,-,5,-,-,-
Maurizio Pochettino,-,2,-,-,-
Thibaud Verlinden,-,3,-,-,-
Gervane Kastaneer,-,2.5,-,-,-
Festy Ebosele,0.3,2,-,0.3,-
Jordan Morris,-,4.5,-,-,-
Adan George,-,2,-,-,-
Josh Parker,0.3,5,-,0.7,-
Luke Brennan,-,3,-,-,-
Jordan Thompson,-,9,-,0.5,-
Aaron Pressley,-,1,-,-,-
Dion Pereira,-,2,-,-,-
Jaden Brown,0.1,7.1,0.2,0.2,-
Mamadi Camara,-,5,-,-,-
Jayden Onen,-,2,-,-,-
Owura Edwards,-,7,-,1,-
Paul Arriola,-,3.5,-,-,-
Maxwell Haygarth,-,1,-,-,-
Connor Ripley,-,39,-,10,-
Cameron Cresswell,-,2,-,-,-
Brahima Diarra,-,12,-,-,-
Keyendrah Simmonds,-,4,-,-,-
Joe Williams,-,29,-,2,-
Joel Pereira,-,33,-,5,-
Luke Southwood,-,36,-,2,-
Connal Trueman,-,36,-,11,-
Mark Travers,-,31,-,6,-
