Name,KeyP,AvgP,Crosses,LongB,ThrB
Kelechi Nwakali,0.2,16.2,-,1,-
Koba Koindredi,-,5,-,0.5,-
Quique González,0.1,4.1,-,0.1,-
Nino,0.1,7.1,-,0.4,-
Álex Blesa,-,12,-,-,-
David Juncà,-,-,-,-,-
Hugo Sotelo,-,-,-,-,-
Mamor Niang,-,4,-,-,-
Miguel Rodriguez,-,3.5,-,0.5,-
Ramón Folch,-,-,-,-,-
Sergio Cubero,-,-,-,-,-
Facundo Ferreyra,-,3.7,-,0.2,-
Giorgi Kochorashvili,0.3,4.3,-,-,-
Bobby Adekanye,-,2.7,-,-,-
Álex Millán,-,1,-,-,-
Sergio González,-,30,-,1,-
David Gil,-,28.3,-,8.5,-
Gabriel Veiga,0.2,5,-,-,-
Borja Mayoral,-,2.5,-,-,-
Daniel Plomer,-,3,-,-,-
John Patrick,-,2.5,-,-,-
Álvaro Bastida,-,8,-,-,-
Nano Mesa,-,3,-,-,-
Josete Miranda,-,3.5,-,-,-
Ferro,-,26.3,-,3,-
Isma Ruiz,-,20,-,2,-
Lautaro de León,-,3,-,-,-
Unai Arietaleanizbeaskoa,-,1.8,-,-,-
Gerónimo Rulli,-,26.3,-,2.7,-
John Donald,-,9,-,1,-
Marc Baró,2,7,2,-,-
Rubén Martínez,-,19,-,11.3,-
Koke Vegas,-,13,-,2,-
Unai Dufur,-,33,-,1,-
Eñaut Mendía,-,9,-,-,-
Jokin Ezkieta,-,19,-,2,-
