Name,KeyP,AvgP,Crosses,LongB,ThrB
Jonathan Bolingi,-,1,-,-,-
Tom Reyners,-,6,-,1,-
Rocky Bushiri,-,27,-,2,-
William Bianda,0.1,31.4,-,2.3,-
George Broadbent,0.5,4,-,-,-
Guy Mbenza,-,-,-,-,-
Brent Gabriël,-,20.5,-,5.5,-
Kawin Thamsatchanan,-,10,-,2,-
El Hadji Arfang Gueye,-,15.7,-,0.3,-
Rocky Bushiri,-,56.7,-,4.7,-
Mikael Soisalo,-,13,0.5,-,-
